1100.19,0.0225894,0.056694,0.0236802
1101.15,0.0298129,-0.0101293,0.0734002
1102.12,0.0422422,0.039765,0.114789
1103.08,0.152352,0.11884,0.130725
1104.05,0.213039,0.153203,0.148731
1105.01,0.167656,0.179264,0.157073
1105.98,0.176001,0.15721,0.198205
1106.94,0.241345,0.212771,0.263957
1107.9,0.256776,0.292447,0.341635
1108.87,0.274745,0.334515,0.339199
1109.83,0.310667,0.350479,0.336506
1110.8,0.388772,0.372168,0.381795
1111.76,0.413315,0.361605,0.428703
1112.72,0.402372,0.442992,0.503013
1113.69,0.401281,0.502871,0.520073
1114.65,0.453336,0.54627,0.452646
1115.62,0.488905,0.570809,0.445423
1116.58,0.511011,0.593399,0.529539
1117.55,0.502873,0.649359,0.625778
1118.51,0.536687,0.652755,0.66571
1119.47,0.598513,0.613576,0.718319
1120.44,0.649324,0.699161,0.789063
1121.4,0.671777,0.831089,0.841838
1122.37,0.72047,0.828173,0.887846
1123.33,0.780431,0.817437,0.874401
1124.3,0.822927,0.849837,0.863889
1125.26,0.804189,0.90425,0.8877
1126.22,0.790919,0.974693,0.929214
1127.19,0.861486,1.00213,1.02851
1128.15,0.910543,0.997054,1.04624
1129.12,0.937719,1.0186,1.04372
1130.08,0.994435,1.05696,1.09416
1131.05,1.05307,1.08391,1.22126
1132.01,1.04962,1.09394,1.26724
1132.97,1.05072,1.16073,1.27386
1133.94,1.10428,1.23065,1.33899
1134.9,1.12597,1.29906,1.41273
1135.87,1.1471,1.38513,1.46288
1136.83,1.16749,1.46517,1.42305
1137.8,1.17771,1.49925,1.44699
1138.76,1.14867,1.41475,1.48965
1139.72,1.17614,1.40726,1.55502
1140.69,1.32092,1.54515,1.61655
1141.65,1.38343,1.59083,1.64031
1142.62,1.41492,1.57741,1.69011
1143.58,1.41649,1.55067,1.72955
1144.55,1.41085,1.55263,1.77335
1145.51,1.4241,1.61471,1.77648
1146.47,1.48853,1.66771,1.83031
1147.44,1.55266,1.66067,1.87128
1148.4,1.56987,1.62979,1.81267
1149.37,1.56824,1.6117,1.7592
1150.33,1.55211,1.60689,1.80034
1151.3,1.56957,1.58836,1.88145
1152.26,1.62426,1.60034,1.93077
1153.22,1.66121,1.64973,1.94045
1154.19,1.70332,1.69259,1.91218
1155.15,1.71394,1.70085,1.92796
1156.12,1.7235,1.7511,2.03632
1157.08,1.71328,1.79613,2.05308
1158.04,1.75249,1.78747,1.9966
1159.01,1.81592,1.82315,1.99112
1159.97,1.84047,1.87803,2.09816
1160.94,1.8567,1.93584,2.21407
1161.9,1.89391,1.94426,2.13908
1162.87,1.89884,1.9059,2.04309
1163.83,1.91254,1.8947,2.12154
1164.79,2.02859,1.89517,2.22191
1165.76,2.01733,1.92308,2.23934
1166.72,1.92425,1.99765,2.30575
1167.69,1.95269,2.03833,2.39835
1168.65,2.05973,2.05684,2.4033
1169.62,2.11878,2.11102,2.42366
1170.58,2.1347,2.10241,2.54679
1171.54,2.12325,2.10046,2.62617
1172.51,2.15396,2.15659,2.60491
1173.47,2.25164,2.21403,2.58853
1174.44,2.24973,2.198,2.58033
1175.4,2.24243,2.17885,2.58189
1176.37,2.31934,2.18566,2.58456
1177.33,2.42507,2.20761,2.68615
1178.29,2.45475,2.2543,2.73205
1179.26,2.45663,2.26563,2.68634
1180.22,2.50864,2.30021,2.77106
1181.19,2.54685,2.40702,2.86658
1182.15,2.64687,2.47178,2.92333
1183.11,2.78348,2.46994,2.87593
1184.08,2.80157,2.50533,2.85878
1185.04,2.74728,2.56563,2.90724
1186.01,2.84358,2.59269,2.98535
1186.97,3.01203,2.61962,3.00531
1187.94,3.0854,2.62532,2.99455
1188.9,3.16248,2.65105,3.02628
1189.86,3.27356,2.65299,3.14984
1190.83,3.57195,2.69882,3.26437
1191.79,4.02961,2.79097,3.24444
1192.76,4.31914,2.83998,3.31517
1193.72,4.45206,2.93308,3.30251
1194.68,4.63467,3.06078,3.253
1195.65,4.99965,3.16883,3.3449
1196.61,5.53356,3.24589,3.32716
1197.58,6.34256,3.29265,3.31756
1198.54,6.75886,3.42033,3.51646
1199.51,6.97168,3.53939,3.73877
1200.47,8.56392,3.68835,3.77999
