Euler1,Euler2,Euler3,n14,n14_noise,n16,n16_noise,n20,n20_noise,n24,n24_noise
21,49,7,0.006,3.014,0.001,3.103,0.004,2.42,0.004,1.182
21,49,14,0.003,2.811,0.002,1.289,0.004,1.581,0.005,2.803
21,49,21,0.007,6.355,0.005,1.555,0.006,2.454,0.005,4.494
21,49,28,0.004,2.808,0.005,0.97,0.003,2.056,0.003,3.018
21,49,35,0.005,5.777,0.004,1.9,0.004,2.492,0.004,2.972
21,49,42,0.003,6.422,0.005,0.63,0.004,0.873,0.005,4.524
21,49,49,0.006,2.213,0.006,3.647,0.004,2.493,0.003,3.254
21,49,56,0.001,2.766,0.005,7.437,0.004,1.998,0.005,1.963
21,49,63,0.006,3.479,0.001,0.496,0.004,3.238,0.002,2.695
21,49,70,0.001,4.051,0.003,1.731,0.005,1.96,0.007,2.07
21,49,77,0.005,4.172,0.004,2.26,0.002,1.878,0.003,3.079
21,49,84,0.005,5.434,0.006,1.587,0.004,1.784,0.007,4.972
21,49,91,0.003,2.899,0.005,4.334,0.004,1.578,0.005,4.522
21,49,98,0.006,1.384,0.004,2.938,0.001,3.921,0.006,2.125
21,49,105,0.001,3.766,0.003,1.465,0.004,1.011,0.003,0.928
21,49,112,0.006,2.815,0.006,2.912,0.004,0.953,0.006,2.655
21,49,119,0.004,4.749,0.006,2.853,0.004,4.199,0.001,1.071
21,49,126,0.007,3.577,0.002,4.028,0.005,1.33,0.005,2.256
21,49,133,0.002,3.683,0.003,1.854,0.005,2.264,0.003,3.454
21,49,140,0.007,2.614,0.004,5.477,0.001,3.64,0.004,1.641
21,49,147,0.002,3.813,0.003,6.117,0.005,3.701,0.005,4.071
21,49,154,0.005,0.942,0.002,2.192,0.004,6.594,0.004,3.38
21,49,161,0.002,3.468,0.005,1.513,0.001,4.011,0.005,2.153
21,49,168,0.006,3.143,0.001,2.986,0.004,1.556,0.003,1.366
21,49,175,0.003,3.444,0.004,5.32,0.003,1.655,0.005,4.412
21,56,0,0.003,2.737,0.002,3.762,0.002,0.737,0.005,1.243
21,56,7,0.005,5.539,0.005,4.721,0.003,3.786,0.003,3.912
21,56,14,0.004,3.538,0.003,4.302,0.001,1.663,0.003,2.823
21,56,21,0.004,1.072,0.006,3.347,0.006,3.307,0.003,1.535
21,56,28,0.002,0.906,0.002,2.158,0.002,2.093,0.004,4.116
21,56,35,0.004,3.652,0.004,3.001,0.005,2.613,0.003,0.369
21,56,42,0.005,3.466,0.001,7.324,0.005,2.783,0.002,1.264
21,56,49,0.004,7.095,0.005,3.806,0.002,1.564,0.005,2.875
21,56,56,0.002,2.809,0.002,1.33,0.002,1.411,0.002,2.741
21,56,63,0.005,3.548,0.007,1.69,0.003,4.312,0.006,2.316
21,56,70,0.003,1.212,0.004,5.365,0.005,4.572,0.002,1.268
21,56,77,0.003,1.773,0.005,2.73,0.002,1.929,0.004,2.032
21,56,84,0.004,1.068,0.003,2.291,0.003,1.508,0.005,1.548
21,56,91,0.002,3.061,0.006,4.853,0.003,0.62,0.003,4.992
21,56,98,0.003,3.156,0.004,2.135,0.005,2.872,0.005,2.488
21,56,105,0.003,3.545,0.005,5.0,0.004,1.38,0.002,5.613
21,56,112,0.001,3.386,0.004,4.538,0.003,6.065,0.003,4.908
21,56,119,0.002,4.654,0.004,2.715,0.004,2.591,0.005,3.521
21,56,126,0.003,2.391,0.006,3.206,0.003,6.663,0.002,1.509
21,56,133,0.004,3.565,0.004,2.919,0.005,1.996,0.005,3.063
21,56,140,0.005,4.108,0.007,2.824,0.002,2.671,0.003,2.389
21,56,147,0.003,2.608,0.003,4.673,0.002,4.283,0.003,3.087
21,56,154,0.005,4.924,0.004,1.748,0.003,1.996,0.005,2.347
21,56,161,0.003,1.035,0.003,4.862,0.005,1.106,0.002,1.039
21,56,168,0.004,2.003,0.003,3.45,0.003,3.194,0.003,2.467
21,56,175,0.004,2.485,0.003,3.666,0.005,5.865,0.002,1.406
21,63,0,0.002,4.682,0.002,0.463,0.004,3.62,0.003,2.618
21,63,7,0.004,7.345,0.004,5.698,0.003,1.674,0.003,3.518
21,63,14,0.002,0.861,0.002,1.931,0.004,5.404,0.004,3.139
21,63,21,0.003,1.35,0.003,1.95,0.003,2.044,0.002,4.432
21,63,28,0.003,9.755,0.004,2.943,0.004,2.758,0.004,2.84
21,63,35,0.005,3.852,0.003,2.669,0.003,3.03,0.003,2.632
21,63,42,0.002,2.822,0.003,1.034,0.002,1.242,0.003,3.318
21,63,49,0.003,5.599,0.003,2.394,0.003,5.835,0.003,1.958
21,63,56,0.002,1.598,0.003,4.805,0.003,1.748,0.003,1.436
21,63,63,0.003,8.566,0.002,4.098,0.002,2.373,0.003,3.946
21,63,70,0.003,2.243,0.002,4.69,0.003,1.167,0.003,2.147
21,63,77,0.004,5.776,0.003,4.721,0.002,1.318,0.002,4.998
21,63,84,0.001,3.447,0.003,2.994,0.004,2.925,0.003,1.762
21,63,91,0.002,0.722,0.002,2.62,0.002,4.772,0.004,2.901
21,63,98,0.003,3.422,0.004,3.403,0.003,2.917,0.003,1.713
21,63,105,0.002,1.125,0.004,3.354,0.002,5.575,0.002,0.694
21,63,112,0.003,1.32,0.004,2.571,0.002,4.145,0.003,3.326
21,63,119,0.001,1.568,0.003,1.82,0.003,1.552,0.003,1.977
21,63,126,0.005,1.801,0.003,3.931,0.003,3.147,0.005,2.12
21,63,133,0.002,3.356,0.003,2.213,0.003,3.152,0.003,2.066
21,63,140,0.004,3.448,0.003,3.149,0.002,3.166,0.004,2.869
21,63,147,0.002,2.208,0.004,3.347,0.005,1.054,0.002,1.825
21,63,154,0.003,4.063,0.002,3.419,0.002,1.84,0.003,1.427
21,63,161,0.003,1.617,0.002,1.68,0.003,3.619,0.003,4.045
21,63,168,0.004,4.111,0.003,2.966,0.001,4.938,0.002,1.179
21,63,175,0.001,3.866,0.001,2.168,0.005,5.113,0.007,4.66
21,70,0,0.002,3.993,0.003,3.203,0.003,3.323,0.002,2.009
21,70,7,0.004,2.006,0.004,4.414,0.003,2.528,0.005,1.449
21,70,14,0.004,5.701,0.004,3.664,0.003,1.427,0.003,1.369
21,70,21,0.004,6.977,0.003,2.638,0.003,2.212,0.002,0.942
21,70,28,0.003,1.935,0.003,3.215,0.003,6.046,0.004,2.109
21,70,35,0.003,4.603,0.003,1.569,0.003,1.342,0.003,4.505
21,70,42,0.003,8.202,0.005,3.552,0.003,2.681,0.004,2.506
21,70,49,0.005,2.603,0.003,4.447,0.002,4.461,0.002,2.591
21,70,56,0.003,2.913,0.003,1.817,0.002,4.561,0.003,3.564
21,70,63,0.003,5.86,0.005,3.241,0.003,3.88,0.002,1.264
21,70,70,0.002,5.361,0.002,7.313,0.003,2.77,0.003,2.743
21,70,77,0.004,0.469,0.003,2.018,0.003,3.775,0.003,2.933
21,70,84,0.002,3.394,0.004,3.142,0.003,2.407,0.003,5.867
21,70,91,0.002,1.744,0.002,4.433,0.003,1.405,0.003,3.76
21,70,98,0.003,2.189,0.002,4.121,0.003,1.248,0.003,4.119
21,70,105,0.003,2.346,0.004,2.722,0.003,1.124,0.003,3.414
21,70,112,0.003,1.348,0.003,3.518,0.002,2.908,0.002,0.362
21,70,119,0.003,0.702,0.002,8.816,0.001,1.701,0.003,2.586
21,70,126,0.002,1.974,0.004,2.615,0.002,1.53,0.002,3.797
21,70,133,0.004,2.512,0.002,8.234,0.003,1.619,0.004,4.717
21,70,140,0.004,2.301,0.003,3.593,0.003,2.046,0.002,3.999
21,70,147,0.003,3.258,0.003,0.781,0.003,5.965,0.004,2.909
21,70,154,0.003,4.063,0.003,3.701,0.003,1.36,0.002,1.577
21,70,161,0.003,1.683,0.003,2.98,0.003,1.064,0.003,3.532
21,70,168,0.004,4.56,0.003,6.303,0.002,2.941,0.002,5.526
21,70,175,0.002,2.528,0.004,2.6,0.002,1.329,0.003,2.576
21,77,0,0.002,2.974,0.003,2.889,0.003,2.994,0.002,2.138
21,77,7,0.004,15.831,0.003,7.059,0.004,3.114,0.003,5.354
21,77,14,0.002,3.391,0.004,2.504,0.002,1.417,0.004,1.81
21,77,21,0.003,2.178,0.003,3.342,0.002,15.89,0.002,4.624
21,77,28,0.004,6.058,0.003,3.836,0.005,4.679,0.003,1.457
21,77,35,0.003,1.188,0.003,8.202,0.003,5.321,0.003,1.404
21,77,42,0.001,7.946,0.004,1.858,0.002,6.961,0.003,3.914
21,77,49,0.002,15.86,0.004,14.386,0.003,1.134,0.002,0.744
21,77,56,0.004,5.207,0.002,4.929,0.002,1.815,0.002,4.164
21,77,63,0.005,8.065,0.005,3.653,0.001,2.659,0.001,1.412
21,77,70,0.003,3.737,0.001,7.941,0.005,4.27,0.004,1.507
21,77,77,0.003,14.669,0.002,1.848,0.002,2.584,0.003,5.043
21,77,84,0.002,3.299,0.003,4.922,0.002,0.706,0.002,4.022
21,77,91,0.003,4.718,0.004,3.333,0.005,7.441,0.002,3.684
21,77,98,0.004,1.588,0.001,1.691,0.002,3.46,0.002,8.668
21,77,105,0.004,3.92,0.002,3.929,0.002,2.67,0.003,4.993
21,77,112,0.002,1.779,0.005,1.705,0.005,3.416,0.003,2.198
21,77,119,0.003,4.361,0.001,2.558,0.001,5.266,0.002,0.744
21,77,126,0.002,10.453,0.003,2.277,0.002,2.764,0.002,6.561
21,77,133,0.001,5.077,0.002,2.185,0.004,1.242,0.003,2.335
21,77,140,0.001,1.076,0.003,6.431,0.002,4.238,0.002,5.418
21,77,147,0.003,8.335,0.002,1.672,0.003,1.957,0.002,1.991
21,77,154,0.005,3.253,0.003,6.259,0.005,4.894,0.001,10.492
21,77,161,0.003,3.416,0.004,12.626,0.003,3.12,0.003,2.097
21,77,168,0.003,2.485,0.003,1.425,0.003,2.481,0.002,16.147
21,77,175,0.002,3.55,0.004,4.954,0.002,7.587,0.002,3.365
21,84,0,0.008,2.535,0.006,8.056,0.003,0.917,0.002,7.447
21,84,7,0.005,1.567,0.003,1.207,0.004,4.4,0.003,6.43
21,84,14,0.004,6.379,0.002,4.163,0.003,6.488,0.003,7.238
21,84,21,0.007,4.821,0.004,6.903,0.004,6.162,0.004,4.105
21,84,28,0.006,9.636,0.005,7.869,0.002,7.513,0.005,5.772
21,84,35,0.007,7.642,0.011,1.526,0.003,5.107,0.002,7.53
21,84,42,0.004,5.81,0.007,6.481,0.005,1.37,0.004,2.178
21,84,49,0.005,9.313,0.002,3.065,0.004,4.338,0.005,5.714
21,84,56,0.009,7.881,0.006,3.5,0.002,11.51,0.002,4.817
21,84,63,0.007,8.686,0.005,8.468,0.007,3.633,0.003,7.511
21,84,70,0.009,7.762,0.007,11.723,0.004,2.337,0.003,4.669
21,84,77,0.003,6.948,0.002,6.797,0.005,7.813,0.003,7.483
21,84,84,0.006,4.595,0.002,4.46,0.003,9.748,0.003,7.838
21,84,91,0.001,0.596,0.013,15.708,0.002,6.035,0.003,4.478
21,84,98,0.003,2.232,0.002,9.854,0.004,5.723,0.002,2.13
21,84,105,0.005,3.174,0.012,10.003,0.006,6.743,0.004,6.729
21,84,112,0.006,7.177,0.003,1.443,0.001,13.057,0.002,2.028
21,84,119,0.008,7.283,0.003,7.016,0.004,3.32,0.004,6.985
21,84,126,0.014,4.833,0.003,11.288,0.005,6.552,0.005,1.823
21,84,133,0.006,5.145,0.003,5.267,0.004,7.391,0.004,1.789
21,84,140,0.013,12.895,0.002,6.792,0.004,12.692,0.004,0.761
21,84,147,0.012,11.18,0.002,5.88,0.004,6.844,0.008,6.292
21,84,154,0.005,4.169,0.004,7.446,0.003,6.057,0.004,2.034
21,84,161,0.003,6.794,0.008,4.955,0.004,5.044,0.004,2.344
21,84,168,0.009,6.212,0.006,5.37,0.005,1.361,0.004,6.657
21,84,175,0.005,5.039,0.003,7.103,0.002,2.346,0.005,8.567
28,0,0,0.0,13.649,0.328,11.048,0.292,6.535,0.0,16.591
28,0,7,0.0,4.783,0.0,18.399,0.324,0.218,0.288,14.029
28,0,14,0.331,20.33,0.0,7.038,0.0,15.887,0.246,8.342
28,0,21,0.0,11.737,0.034,4.685,0.25,8.228,0.239,11.915
28,0,28,0.0,13.548,0.0,13.991,0.0,5.96,0.313,8.872
28,0,35,0.0,3.567,0.0,17.684,0.0,0.148,0.0,8.135
28,0,42,0.0,9.814,0.0,12.31,0.0,17.462,0.0,8.64
28,0,49,0.38,7.104,0.27,13.954,0.0,9.691,0.269,10.866
28,0,56,0.0,4.078,0.0,6.516,0.0,8.896,0.238,13.1
28,0,63,0.428,0.862,0.33,13.449,0.0,5.41,0.28,7.474
28,0,70,0.337,12.183,0.303,10.543,0.275,2.126,0.274,11.263
28,0,77,0.0,4.48,0.0,7.882,0.0,10.772,0.277,10.301
28,0,84,0.0,13.588,0.0,6.01,0.263,8.834,0.273,2.704
28,0,91,0.295,8.024,0.0,5.372,0.0,5.569,0.288,8.909
28,0,98,0.0,15.911,0.0,16.461,0.279,7.986,0.28,6.473
28,0,105,0.0,0.633,0.0,14.651,0.0,3.563,0.276,11.959
28,0,112,0.0,13.078,0.257,5.057,0.0,12.105,0.249,11.409
28,0,119,0.403,1.336,0.315,9.347,0.0,9.427,0.0,10.326
28,0,126,0.0,11.726,0.405,11.151,0.292,9.175,0.0,14.84
28,0,133,0.0,16.831,0.0,0.346,0.0,8.813,0.0,0.422
28,0,140,0.0,13.084,0.337,8.254,0.006,5.974,0.299,4.587
28,0,147,0.335,4.639,0.0,21.349,0.0,1.819,0.273,6.026
28,0,154,0.0,16.211,0.0,13.133,0.0,6.673,0.246,11.598
28,0,161,0.0,13.846,0.0,10.532,0.0,0.166,0.0,16.223
28,0,168,0.344,12.315,0.0,9.273,0.0,11.02,0.0,7.277
28,0,175,0.0,19.335,0.0,0.591,0.296,0.666,0.258,7.099
28,7,0,0.002,2.733,0.013,7.168,0.003,7.371,0.002,3.664
28,7,7,0.011,8.13,0.05,3.561,0.003,3.298,0.004,8.689
28,7,14,0.003,10.242,0.006,11.257,0.005,7.566,0.004,7.991
28,7,21,0.02,13.808,0.002,15.741,0.003,5.553,0.003,4.092
28,7,28,0.511,8.035,0.272,5.597,0.002,8.085,0.002,11.83
28,7,35,0.005,5.12,0.012,6.037,0.002,5.792,0.005,5.553
28,7,42,0.499,8.783,0.003,5.145,0.002,6.707,0.002,9.371
28,7,49,0.012,5.814,0.003,7.01,0.005,7.0,0.002,4.836
28,7,56,0.003,3.552,0.116,6.13,0.001,5.217,0.002,4.188
28,7,63,0.002,7.359,0.001,7.07,0.004,7.0,0.005,5.079
28,7,70,0.007,3.123,0.013,3.081,0.002,7.0,0.012,6.231
28,7,77,0.025,5.298,0.042,4.648,0.001,7.66,0.002,9.192
28,7,84,0.004,7.0,0.002,5.651,0.004,8.711,0.003,4.515
28,7,91,0.137,3.52,0.013,9.215,0.001,5.818,0.002,7.19
28,7,98,0.012,5.918,0.005,8.491,0.001,10.532,0.001,2.885
28,7,105,0.249,15.761,0.003,7.0,0.003,6.016,0.002,4.95
28,7,112,0.018,6.366,0.008,8.805,0.01,4.158,0.003,5.385
28,7,119,0.01,6.752,0.003,4.309,0.002,6.285,0.002,7.031
28,7,126,0.016,3.788,0.005,6.207,0.002,5.987,0.003,8.731
28,7,133,0.004,6.71,0.025,7.02,0.002,4.484,0.005,8.418
28,7,140,0.002,8.3,0.01,11.043,0.002,7.428,0.002,7.698
28,7,147,0.059,3.999,0.015,3.814,0.009,8.721,0.002,6.465
28,7,154,0.002,4.429,0.002,6.231,0.002,7.663,0.002,5.625
28,7,161,0.003,4.103,0.014,4.966,0.001,13.447,0.01,7.24
28,7,168,0.059,7.11,0.066,7.042,0.002,9.908,0.183,7.061
28,7,175,0.266,6.042,0.002,9.264,0.003,3.711,0.002,8.509
28,14,0,0.018,13.822,0.011,3.362,0.016,6.323,0.001,7.354
28,14,7,0.0,4.792,0.001,5.231,0.001,7.771,0.001,7.885
28,14,14,0.002,6.939,0.002,12.532,0.006,6.759,0.002,4.297
28,14,21,0.001,4.198,0.001,5.249,0.001,3.612,0.001,8.55
28,14,28,0.007,9.995,0.001,5.365,0.001,8.215,0.001,6.615
28,14,35,0.002,12.334,0.001,2.505,0.011,6.0,0.003,8.242
28,14,42,0.002,11.422,0.001,3.661,0.001,12.1,0.001,5.74
28,14,49,0.028,10.326,0.004,4.78,0.001,5.272,0.001,7.909
28,14,56,0.005,7.251,0.007,7.147,0.001,4.095,0.002,4.556
28,14,63,0.003,8.217,0.002,7.476,0.003,12.246,0.001,5.469
28,14,70,0.002,3.9,0.001,6.294,0.001,11.768,0.001,3.687
28,14,77,0.002,2.383,0.001,6.619,0.006,3.507,0.001,8.069
28,14,84,0.005,4.946,0.002,6.018,0.001,6.576,0.006,14.426
28,14,91,0.003,8.592,0.001,2.111,0.001,8.356,0.001,6.689
28,14,98,0.021,8.596,0.001,4.195,0.009,7.234,0.001,6.406
28,14,105,0.017,1.681,0.015,5.626,0.001,1.415,0.001,2.557
28,14,112,0.001,5.478,0.003,6.736,0.001,12.899,0.001,7.401
28,14,119,0.003,13.287,0.003,5.687,0.001,3.269,0.002,5.342
28,14,126,0.005,8.786,0.006,4.27,0.001,0.428,0.001,6.399
28,14,133,0.002,3.36,0.003,7.077,0.001,7.022,0.001,3.019
28,14,140,0.013,4.121,0.001,5.39,0.008,6.474,0.001,3.077
28,14,147,0.001,7.634,0.002,3.106,0.001,3.461,0.001,3.418
28,14,154,0.005,12.614,0.005,3.986,0.001,7.127,0.001,5.226
28,14,161,0.002,7.366,0.001,7.464,0.003,10.36,0.001,0.914
28,14,168,0.001,8.731,0.002,12.182,0.001,5.676,0.001,3.381
28,14,175,0.009,4.986,0.006,6.828,0.012,9.348,0.006,3.793
28,21,0,0.004,3.226,0.001,4.105,0.011,6.308,0.001,1.986
28,21,7,0.001,10.214,0.002,2.572,0.001,6.641,0.001,8.251
28,21,14,0.003,9.261,0.002,9.758,0.005,3.606,0.001,5.182
28,21,21,0.014,6.364,0.001,8.274,0.002,7.886,0.002,4.759
28,21,28,0.004,2.178,0.005,10.088,0.003,2.18,0.001,3.676
28,21,35,0.008,6.904,5.381,6.306,0.001,3.448,0.003,5.3
28,21,42,0.007,9.355,0.008,4.005,0.001,11.797,0.001,2.648
28,21,49,0.001,7.078,0.001,1.408,0.003,5.453,0.006,4.069
28,21,56,0.001,1.985,0.001,6.881,0.001,5.452,0.001,3.574
28,21,63,0.002,6.389,0.0,5.088,0.003,4.872,0.004,1.491
28,21,70,0.003,10.17,0.002,3.364,0.002,1.801,0.014,6.663
28,21,77,0.009,2.407,0.001,5.74,0.001,5.594,0.001,1.11
28,21,84,0.006,4.563,0.012,9.853,0.001,6.554,0.001,5.52
28,21,91,0.001,4.395,0.019,7.178,0.008,1.034,0.003,6.406
28,21,98,0.001,3.084,0.005,6.177,0.001,1.608,0.001,11.862
28,21,105,0.004,7.654,0.001,4.381,0.001,0.679,0.001,4.589
28,21,112,0.012,4.548,0.0,9.895,0.003,2.004,0.005,3.625
28,21,119,0.003,5.364,0.01,7.001,0.001,4.614,0.0,5.125
28,21,126,0.004,7.481,0.002,3.088,0.001,1.467,0.001,4.087
28,21,133,0.014,10.937,0.001,3.669,0.001,5.657,0.001,4.567
28,21,140,0.002,4.043,0.007,5.107,0.003,1.636,0.002,7.59
28,21,147,0.001,5.783,0.006,1.607,0.004,2.186,0.001,5.726
28,21,154,0.001,1.202,0.001,9.737,0.007,3.099,0.004,1.259
28,21,161,0.005,2.553,0.001,1.648,0.004,6.889,0.004,7.047
28,21,168,0.007,6.237,0.002,1.338,0.001,1.569,0.002,6.741
28,21,175,0.006,2.352,0.004,7.242,0.001,7.49,0.007,8.369
28,28,0,0.005,1.975,0.009,4.857,0.011,6.554,0.006,4.1
28,28,7,0.005,1.704,0.006,3.434,0.001,4.667,0.001,0.587
28,28,14,0.0,4.561,0.002,4.505,0.002,5.467,0.004,4.578
28,28,21,0.012,3.447,0.005,5.75,0.009,5.341,0.009,4.359
28,28,28,0.012,2.238,0.001,7.686,0.001,6.229,0.003,2.304
28,28,35,0.001,6.425,0.01,12.782,0.005,4.563,0.007,2.109
28,28,42,0.007,1.521,0.002,1.759,0.001,2.841,0.001,6.708
28,28,49,0.001,4.661,0.001,2.675,0.007,2.118,0.004,7.447
28,28,56,0.005,3.882,0.001,2.019,0.002,2.657,0.001,2.816
28,28,63,0.009,3.74,0.004,0.93,0.0,2.934,0.001,4.644
28,28,70,0.001,2.173,0.003,4.337,0.007,4.623,0.005,3.323
28,28,77,0.014,4.506,0.01,5.923,0.001,0.454,0.005,2.716
28,28,84,0.004,4.733,0.0,4.562,0.004,3.451,0.002,4.917
28,28,91,0.001,5.674,0.009,2.439,0.001,1.785,0.007,4.975
28,28,98,0.008,5.661,0.001,6.307,0.004,4.238,0.003,7.175
28,28,105,0.002,3.048,0.005,2.468,0.001,1.692,0.001,2.008
28,28,112,0.011,3.406,0.004,2.26,0.006,2.79,0.004,5.738
28,28,119,0.011,8.671,0.005,1.343,0.001,3.261,0.004,5.923
28,28,126,0.0,4.124,0.003,3.92,0.001,2.13,0.001,2.1
28,28,133,0.01,3.174,0.004,4.323,0.006,6.376,0.004,4.8
28,28,140,0.002,2.7,0.005,7.286,0.001,2.863,0.001,2.328
28,28,147,0.005,12.382,0.002,3.862,0.002,10.674,0.004,5.138
28,28,154,0.009,3.582,0.002,6.824,0.001,4.981,0.005,4.304
28,28,161,0.0,4.092,0.004,1.147,0.005,2.534,0.002,2.408
28,28,168,0.008,4.933,0.006,3.779,0.007,3.174,0.001,5.016
28,28,175,0.001,1.773,0.001,4.781,0.004,4.93,0.002,1.63
28,35,0,0.001,1.934,0.004,5.148,0.001,2.518,0.008,4.738
28,35,7,0.003,3.581,0.005,6.579,0.007,2.157,0.005,4.143
28,35,14,0.005,6.78,0.004,11.958,0.006,3.541,0.006,6.365
28,35,21,0.001,1.807,0.007,4.742,0.001,1.644,0.002,1.236
28,35,28,0.002,3.423,0.008,1.318,0.002,2.923,0.005,1.069
28,35,35,0.006,4.572,0.005,3.688,0.003,2.81,0.0,2.442
28,35,42,0.006,4.961,0.007,3.6,0.007,3.94,0.001,1.288
28,35,49,0.005,3.485,0.006,2.512,0.006,1.62,0.006,2.121
28,35,56,0.006,3.622,0.003,1.634,0.002,4.283,0.002,3.096
28,35,63,0.007,3.559,0.001,3.562,0.004,1.605,0.007,2.707
28,35,70,0.005,4.487,0.0,2.054,0.006,3.952,0.005,4.115
28,35,77,0.005,3.143,0.001,3.924,0.005,4.404,0.002,2.573
28,35,84,0.007,1.579,0.005,3.44,0.004,2.848,0.006,1.808
28,35,91,0.001,3.662,0.004,2.035,0.002,1.693,0.002,1.257
28,35,98,0.001,3.997,0.009,2.656,0.001,2.914,0.006,6.075
28,35,105,0.003,1.19,0.007,1.345,0.006,2.815,0.006,2.181
28,35,112,0.0,2.042,0.008,2.489,0.005,2.856,0.004,4.751
28,35,119,0.003,4.468,0.002,3.136,0.003,2.402,0.006,4.5
28,35,126,0.004,3.819,0.005,1.385,0.004,1.194,0.001,2.54
28,35,133,0.005,3.118,0.005,3.671,0.006,3.763,0.001,2.356
28,35,140,0.006,3.325,0.003,2.976,0.005,3.916,0.001,5.554
28,35,147,0.006,2.658,0.005,4.728,0.004,1.442,0.001,3.405
28,35,154,0.009,5.349,0.002,4.195,0.003,2.017,0.005,1.294
28,35,161,0.002,1.749,0.003,1.337,0.001,2.936,0.002,1.792
28,35,168,0.01,4.989,0.006,5.144,0.007,5.2,0.007,2.125
28,35,175,0.009,2.197,0.008,1.564,0.005,4.196,0.005,3.046
28,42,0,0.008,3.62,0.003,3.343,0.002,3.607,0.001,1.563
28,42,7,0.003,1.716,0.002,4.441,0.005,2.442,0.006,2.87
28,42,14,0.002,3.785,0.001,2.716,0.004,2.211,0.001,4.979
28,42,21,0.003,1.92,0.005,2.392,0.005,2.393,0.004,1.11
28,42,28,0.006,1.944,0.001,2.534,0.003,2.796,0.004,2.216
28,42,35,0.002,1.567,0.005,2.016,0.003,2.26,0.002,5.366
28,42,42,0.006,2.02,0.007,4.695,0.005,1.434,0.005,0.939
28,42,49,0.002,6.633,0.002,1.785,0.003,1.596,0.004,2.716
28,42,56,0.003,7.58,0.006,1.723,0.002,4.285,0.003,1.736
28,42,63,0.003,3.852,0.007,3.084,0.001,5.584,0.005,2.549
28,42,70,0.002,1.673,0.003,0.85,0.005,1.657,0.001,1.43
28,42,77,0.005,4.324,0.002,5.138,0.005,7.286,0.005,7.083
28,42,84,0.005,1.922,0.006,5.878,0.002,2.645,0.001,1.469
28,42,91,0.004,4.402,0.002,1.849,0.005,1.287,0.001,1.212
28,42,98,0.002,4.85,0.002,3.358,0.003,3.145,0.003,2.356
28,42,105,0.007,5.587,0.005,5.616,0.005,1.544,0.001,1.796
28,42,112,0.001,3.531,0.003,1.703,0.003,2.82,0.003,3.839
28,42,119,0.006,1.806,0.003,1.21,0.002,3.564,0.003,3.558
28,42,126,0.001,2.591,0.003,2.234,0.001,2.42,0.002,2.257
28,42,133,0.006,2.973,0.008,6.945,0.005,2.215,0.004,1.507
28,42,140,0.001,4.673,0.002,3.469,0.004,2.53,0.002,2.163
28,42,147,0.004,4.052,0.005,5.033,0.002,2.043,0.004,0.942
28,42,154,0.002,3.484,0.007,3.942,0.005,5.723,0.004,4.029
28,42,161,0.003,2.817,0.001,3.42,0.003,1.866,0.003,1.873
28,42,168,0.005,2.318,0.002,4.237,0.005,5.751,0.004,1.28
28,42,175,0.002,2.922,0.001,2.81,0.001,1.009,0.0,2.061
28,49,0,0.003,2.815,0.004,2.144,0.003,4.951,0.003,2.268
28,49,7,0.002,4.684,0.002,4.37,0.002,1.667,0.003,2.31
28,49,14,0.003,4.229,0.004,3.758,0.003,2.179,0.001,2.187
28,49,21,0.002,6.649,0.004,3.638,0.002,1.357,0.005,1.418
28,49,28,0.004,1.961,0.002,6.766,0.003,5.15,0.001,3.211
28,49,35,0.002,7.483,0.003,2.227,0.005,2.928,0.005,1.051
28,49,42,0.006,1.795,0.003,2.282,0.004,2.41,0.002,2.9
28,49,49,0.001,2.159,0.003,3.947,0.005,3.881,0.005,1.887
28,49,56,0.006,2.678,0.002,1.265,0.003,3.969,0.002,1.651
28,49,63,0.002,4.03,0.002,3.83,0.002,2.666,0.005,0.566
28,49,70,0.006,2.633,0.004,1.53,0.003,2.209,0.002,1.725
28,49,77,0.003,2.836,0.003,4.074,0.005,2.549,0.005,4.914
28,49,84,0.006,0.824,0.001,5.707,0.003,3.808,0.003,2.07
28,49,91,0.004,2.911,0.005,2.938,0.004,1.865,0.005,1.883
28,49,98,0.003,1.885,0.004,1.855,0.005,1.893,0.004,2.999
28,49,105,0.006,4.072,0.002,2.456,0.003,1.632,0.001,1.318
28,49,112,0.005,3.4,0.003,1.911,0.004,4.184,0.005,1.189
28,49,119,0.005,4.942,0.003,2.461,0.003,3.374,0.004,1.887
28,49,126,0.001,3.392,0.002,3.234,0.002,2.211,0.002,3.653
28,49,133,0.005,2.851,0.005,5.01,0.003,0.736,0.003,2.05
28,49,140,0.001,2.66,0.002,4.331,0.005,1.435,0.005,2.352
28,49,147,0.006,3.24,0.002,3.736,0.004,2.296,0.001,2.282
28,49,154,0.002,8.238,0.005,2.325,0.003,1.76,0.005,2.333
28,49,161,0.006,4.465,0.006,2.447,0.005,2.476,0.001,1.948
28,49,168,0.004,3.031,0.003,3.199,0.004,2.628,0.005,0.868
28,49,175,0.006,5.207,0.004,3.229,0.005,1.339,0.003,1.107
28,56,0,0.004,1.703,0.005,3.121,0.005,3.187,0.002,3.505
28,56,7,0.003,1.429,0.003,1.986,0.003,3.308,0.004,1.4
28,56,14,0.006,2.624,0.005,1.401,0.004,1.094,0.003,2.161
28,56,21,0.001,3.792,0.004,3.613,0.002,1.81,0.004,3.176
