Euler1,Euler2,Euler3,n14,n14_noise,n16,n16_noise,n20,n20_noise,n24,n24_noise
0,7,91,0.18,15.003,0.048,8.22,0.225,7.303,0.165,7.007
0,7,98,0.006,8.288,0.001,4.068,0.1,5.425,0.305,4.974
0,7,105,0.108,7.251,0.023,1.97,0.127,7.165,0.098,4.119
0,7,112,0.011,11.59,0.001,7.008,0.179,6.306,0.002,7.006
0,7,119,0.383,4.865,0.393,6.782,0.001,9.431,0.005,6.782
0,7,126,0.374,13.284,0.018,9.453,0.009,7.963,0.017,7.021
0,7,133,0.315,10.145,0.009,8.277,0.145,2.036,0.102,10.083
0,7,140,0.258,10.538,0.001,14.061,0.243,6.669,0.072,7.007
0,7,147,0.626,6.44,1.005,3.437,0.167,3.856,0.082,4.533
0,7,154,0.808,12.461,0.028,15.134,0.027,8.611,0.111,4.172
0,7,161,0.467,15.629,0.201,9.147,3.634,10.239,0.007,3.738
0,7,168,2.758,7.046,0.006,6.281,0.072,11.218,0.09,10.725
0,7,175,0.429,12.028,0.005,8.235,0.003,5.676,0.175,2.143
0,14,0,0.001,8.861,0.084,11.614,0.0,7.206,0.104,6.97
0,14,7,0.622,7.293,0.06,2.027,0.001,7.787,1.227,0.987
0,14,14,0.065,10.023,0.173,6.561,0.089,12.293,0.001,1.815
0,14,21,0.004,0.663,0.126,6.722,0.076,5.596,0.001,7.758
0,14,28,0.005,5.987,0.208,8.305,0.001,1.884,0.088,5.379
0,14,35,0.007,3.827,0.049,6.087,0.073,12.466,0.048,2.477
0,14,42,0.002,0.802,0.001,1.156,0.08,3.988,0.098,2.954
0,14,49,0.076,3.795,0.004,5.679,0.001,5.236,0.067,7.361
0,14,56,0.001,7.906,0.053,6.456,0.082,3.35,0.07,2.145
0,14,63,0.023,4.773,0.145,7.84,0.037,7.575,0.103,4.446
0,14,70,0.0,3.357,0.088,10.139,0.079,3.589,0.061,3.268
0,14,77,0.001,1.619,0.099,0.386,0.058,11.164,0.086,10.722
0,14,84,0.001,4.48,0.218,5.953,0.095,8.986,0.053,6.107
0,14,91,0.133,2.008,0.104,2.838,0.07,1.851,0.091,4.783
0,14,98,0.001,3.457,0.174,0.994,0.001,9.5,0.001,14.02
0,14,105,0.056,1.049,0.001,2.38,0.091,11.757,0.036,0.268
0,14,112,0.163,4.577,0.077,8.385,0.001,4.155,0.072,2.332
0,14,119,0.04,2.414,0.111,11.124,0.08,6.49,0.094,10.969
0,14,126,0.001,14.646,0.087,10.099,0.0,9.602,0.028,9.085
0,14,133,0.085,3.604,0.086,1.938,0.051,8.268,0.083,14.013
0,14,140,0.001,9.819,0.149,1.635,0.002,12.065,0.003,4.419
0,14,147,0.0,0.84,0.12,7.92,0.077,3.611,0.093,10.771
0,14,154,0.001,11.757,0.002,12.379,0.082,11.25,0.079,6.805
0,14,161,0.0,3.178,0.12,9.172,0.006,3.63,0.198,10.068
0,14,168,0.171,5.275,0.082,11.412,0.115,2.028,0.113,9.181
0,14,175,0.089,10.61,0.089,10.289,0.079,6.879,0.064,6.194
0,21,0,0.069,9.291,0.098,8.171,0.001,1.879,0.004,3.87
0,21,7,0.001,9.745,0.001,4.645,0.479,1.085,0.394,4.05
0,21,14,0.001,11.607,0.0,1.557,0.001,0.378,0.146,5.738
0,21,21,0.024,9.988,0.079,2.563,0.007,5.961,0.001,6.235
0,21,28,0.053,10.597,0.001,10.38,0.008,2.937,0.091,5.779
0,21,35,0.08,8.559,0.054,2.134,0.071,7.062,0.025,11.697
0,21,42,0.046,2.354,0.054,2.407,0.008,7.834,0.042,2.227
0,21,49,0.087,0.696,0.085,0.716,0.095,4.005,0.091,6.678
0,21,56,0.008,11.25,0.083,8.808,0.079,2.767,0.076,0.941
0,21,63,0.064,8.8,0.001,16.841,0.049,14.979,0.007,6.889
0,21,70,0.085,4.489,0.001,4.236,0.091,4.441,0.069,6.229
0,21,77,0.044,15.711,0.07,1.665,0.086,8.403,0.082,8.267
0,21,84,0.158,17.759,0.073,2.249,0.025,1.013,0.03,11.638
0,21,91,0.069,9.772,0.022,7.854,0.097,2.02,0.082,1.205
0,21,98,0.072,2.94,0.001,10.15,0.032,3.547,0.079,7.238
0,21,105,0.108,6.69,0.075,5.857,0.009,0.919,0.008,4.776
0,21,112,0.082,5.237,0.086,8.937,0.08,5.069,0.077,0.778
0,21,119,0.088,7.169,0.063,5.238,0.075,1.008,0.073,5.259
0,21,126,0.084,4.391,0.082,10.285,0.038,4.588,0.001,13.525
0,21,133,0.027,1.414,0.001,2.096,0.074,7.988,0.089,6.377
0,21,140,0.018,11.119,0.117,1.093,0.086,10.122,0.032,1.914
0,21,147,0.095,2.53,0.0,11.745,0.039,3.749,0.001,4.298
0,21,154,0.071,2.827,0.001,2.56,0.048,1.407,0.085,2.677
0,21,161,0.014,7.425,0.001,1.638,0.092,4.333,0.091,0.436
0,21,168,0.017,5.837,0.072,6.756,0.003,6.558,0.032,1.202
0,21,175,0.172,7.003,0.101,12.183,0.048,2.806,0.013,1.946
0,28,0,0.001,3.591,0.001,9.689,0.077,9.586,0.001,3.631
0,28,7,0.04,2.261,0.001,4.826,3.476,12.633,0.031,1.385
0,28,14,0.001,6.891,0.119,4.344,0.0,9.816,0.035,9.283
0,28,21,0.067,0.539,0.001,2.349,0.013,10.261,0.001,7.594
0,28,28,0.045,3.938,0.039,1.526,0.001,5.077,0.015,0.595
0,28,35,0.032,1.548,0.004,7.11,0.019,8.069,0.003,3.607
0,28,42,0.111,0.222,0.051,8.173,0.028,9.207,0.001,3.809
0,28,49,0.001,8.188,0.054,9.099,0.001,1.044,0.056,1.628
0,28,56,0.0,5.965,0.057,11.352,0.039,4.958,0.056,7.982
0,28,63,0.053,9.231,0.027,2.136,0.071,2.12,0.001,6.629
0,28,70,0.104,2.721,0.064,7.641,0.001,1.183,0.034,3.647
0,28,77,0.054,12.074,0.089,1.717,0.049,2.512,0.001,2.014
0,28,84,0.0,6.928,0.092,4.767,0.047,3.539,0.004,1.809
0,28,91,0.078,11.888,0.11,2.644,0.062,0.801,0.002,1.736
0,28,98,0.032,1.479,0.001,9.597,0.03,4.675,0.001,1.962
0,28,105,0.048,7.578,0.002,5.541,0.001,3.736,0.001,9.821
0,28,112,0.075,10.642,0.004,3.317,0.001,2.576,0.001,0.463
0,28,119,0.002,0.362,0.012,4.605,0.016,6.282,0.044,5.43
0,28,126,0.0,7.22,0.029,1.064,0.087,3.388,0.001,0.385
0,28,133,0.038,1.497,0.073,4.475,0.001,3.029,0.034,12.199
0,28,140,0.001,6.088,0.092,3.722,0.071,0.796,0.011,4.034
0,28,147,0.071,5.748,0.086,10.841,0.002,9.999,0.004,6.024
0,28,154,0.002,1.702,0.0,11.281,0.024,9.538,0.001,0.283
0,28,161,0.041,13.628,0.028,1.834,0.022,8.967,0.001,7.832
0,28,168,0.001,11.584,0.001,3.239,0.015,1.415,0.047,4.593
0,28,175,0.029,3.428,0.002,6.64,0.052,0.486,0.051,10.678
0,35,0,0.035,10.097,0.048,12.325,0.001,1.083,0.001,4.376
0,35,7,0.035,11.843,0.76,1.887,0.025,1.429,0.001,6.271
0,35,14,0.166,2.409,0.003,8.328,0.0,8.272,0.058,1.246
0,35,21,0.003,1.941,0.068,3.289,0.057,2.224,0.0,5.907
0,35,28,0.067,5.223,0.029,0.636,0.019,6.094,0.014,3.964
0,35,35,0.051,3.675,0.133,3.483,0.367,1.251,0.061,8.848
0,35,42,0.0,3.921,0.075,4.796,0.002,10.149,0.034,1.498
0,35,49,0.064,2.155,0.033,3.93,0.03,7.99,0.05,7.868
0,35,56,0.001,2.303,0.001,0.964,0.091,6.355,0.051,6.927
0,35,63,0.138,10.415,0.048,8.46,0.015,9.821,0.001,1.649
0,35,70,0.0,3.134,0.02,4.941,0.001,2.114,0.049,5.353
0,35,77,0.105,0.595,0.002,4.376,0.035,7.717,0.001,5.802
0,35,84,0.053,7.751,0.041,7.511,0.001,1.033,0.009,9.263
0,35,91,0.103,1.59,0.001,2.129,0.001,1.951,0.003,0.394
0,35,98,0.126,4.854,0.006,1.14,0.037,3.785,0.015,4.045
0,35,105,0.098,1.78,0.002,8.746,0.018,10.339,0.037,3.502
0,35,112,0.027,9.838,0.001,1.873,0.041,9.085,0.001,7.368
0,35,119,0.096,8.23,0.003,6.973,0.056,1.757,0.013,10.455
0,35,126,0.056,4.694,0.107,5.461,0.008,13.904,0.008,3.173
0,35,133,0.022,11.011,0.0,1.302,0.002,0.812,0.001,8.06
0,35,140,0.001,11.269,0.043,6.919,0.002,2.595,0.001,1.277
0,35,147,0.026,8.422,0.003,6.545,0.001,9.384,0.042,11.221
0,35,154,0.148,3.315,0.041,1.799,0.055,6.515,0.044,2.89
0,35,161,0.08,14.02,0.077,1.024,0.031,5.429,0.012,2.128
0,35,168,0.121,6.788,0.066,8.63,0.055,3.31,0.034,2.417
0,35,175,0.001,5.606,0.112,12.44,0.0,8.281,0.04,14.347
0,42,0,0.001,1.423,0.0,1.946,0.001,11.048,0.003,10.916
0,42,7,0.001,6.76,0.001,3.085,0.078,4.399,0.001,1.173
0,42,14,0.011,1.038,0.001,10.558,0.031,6.884,0.018,1.747
0,42,21,0.159,10.47,0.069,8.99,0.051,2.308,0.053,1.44
0,42,28,0.049,7.792,0.019,6.898,0.022,9.212,0.006,1.993
0,42,35,0.008,12.569,0.0,0.802,0.022,0.399,0.0,7.129
0,42,42,0.065,6.886,0.06,0.411,0.014,5.499,0.015,1.373
0,42,49,0.003,8.831,0.111,1.213,0.009,4.654,0.018,1.018
0,42,56,0.0,5.392,0.033,2.455,0.031,2.224,0.002,1.09
0,42,63,0.048,10.138,0.001,6.096,0.002,3.099,0.005,5.659
0,42,70,0.001,2.348,0.03,11.586,0.003,7.255,0.002,1.185
0,42,77,0.001,3.183,0.001,13.944,0.016,2.128,0.001,0.536
0,42,84,0.002,3.913,0.001,10.919,0.024,4.022,0.0,11.704
0,42,91,0.0,6.65,0.063,8.204,0.0,2.689,0.001,3.026
0,42,98,0.021,10.707,0.022,12.859,0.003,4.97,0.001,6.32
0,42,105,0.047,2.204,0.04,0.132,0.0,0.423,0.045,9.104
0,42,112,0.001,13.262,0.001,2.044,0.001,0.665,0.001,6.24
0,42,119,0.028,1.766,0.003,0.708,0.007,3.306,0.001,1.504
0,42,126,0.0,4.077,0.0,3.407,0.02,4.695,0.025,3.574
0,42,133,0.054,7.602,0.038,3.448,0.023,1.881,0.002,10.419
0,42,140,0.002,1.928,0.046,1.679,0.042,10.699,0.017,3.166
0,42,147,0.012,9.736,0.013,0.635,0.015,6.934,0.017,5.035
0,42,154,0.051,2.153,0.001,5.117,0.027,0.719,0.018,8.997
0,42,161,0.043,1.906,0.031,2.272,0.001,4.65,0.006,8.276
0,42,168,0.017,13.711,0.002,12.137,0.0,9.819,0.0,4.421
0,42,175,0.001,4.474,0.103,9.778,0.001,7.429,0.014,11.507
0,49,0,0.003,4.942,0.001,10.12,0.001,6.577,0.001,1.745
0,49,7,0.129,4.185,0.07,2.345,0.018,7.02,0.001,6.457
0,49,14,0.001,8.691,0.0,3.306,0.055,0.742,0.001,6.299
0,49,21,0.104,1.823,0.003,6.776,0.032,7.399,0.019,6.281
0,49,28,0.152,8.563,0.244,10.757,0.078,10.659,0.001,7.57
0,49,35,0.147,1.167,0.126,5.105,0.001,0.651,0.001,5.987
0,49,42,0.096,7.671,0.042,6.566,0.06,8.17,0.001,2.998
0,49,49,0.001,9.661,0.057,4.11,0.104,0.267,0.002,3.561
0,49,56,0.002,7.063,0.002,2.131,0.004,1.037,0.028,10.43
0,49,63,0.001,7.064,0.004,2.6,0.0,4.01,0.039,1.37
0,49,70,0.001,5.165,0.046,8.107,0.001,4.352,0.0,8.926
0,49,77,0.08,8.105,0.09,1.727,0.006,6.428,0.008,7.733
0,49,84,0.052,1.463,0.111,3.887,0.001,7.268,0.001,3.061
0,49,91,0.004,5.504,0.055,1.371,0.0,2.025,0.001,7.353
0,49,98,0.041,15.103,0.002,5.954,0.011,9.461,0.005,2.107
0,49,105,0.001,9.596,0.093,7.105,0.0,0.447,0.001,3.921
0,49,112,0.002,7.196,0.001,3.542,0.001,9.431,0.003,1.732
0,49,119,0.046,1.283,0.02,0.656,0.002,9.37,0.016,10.351
0,49,126,0.001,8.457,0.109,0.738,0.002,5.852,0.001,0.512
0,49,133,0.023,13.49,0.003,5.084,0.01,2.807,0.014,0.273
0,49,140,0.068,11.02,0.002,7.741,0.001,3.36,0.001,9.654
0,49,147,0.001,7.466,0.0,8.475,0.001,6.499,0.001,9.416
0,49,154,0.0,7.736,0.001,1.547,0.014,8.544,0.008,11.722
0,49,161,0.188,3.265,0.001,8.197,0.077,1.444,0.002,7.534
0,49,168,0.038,1.755,0.069,4.451,0.001,8.619,0.032,3.747
0,49,175,0.001,10.755,0.037,1.324,0.054,6.599,0.001,2.604
0,56,0,0.002,1.88,0.001,1.641,0.011,1.005,0.001,1.697
0,56,7,0.229,11.991,0.201,3.067,0.078,8.361,0.062,1.676
0,56,14,0.078,1.783,0.001,1.969,0.019,11.085,0.001,6.024
0,56,21,0.003,0.836,0.1,9.514,0.082,2.392,0.038,1.831
0,56,28,0.061,6.402,0.064,3.398,0.001,4.623,0.027,6.439
0,56,35,0.132,9.356,0.066,8.146,0.002,2.892,0.034,0.985
0,56,42,0.003,9.98,0.001,3.232,0.02,1.118,0.026,8.685
0,56,49,0.001,10.428,0.001,1.506,0.002,5.077,0.007,3.355
0,56,56,0.001,4.643,0.003,7.023,0.003,7.316,0.002,3.616
0,56,63,0.001,3.288,0.134,4.157,0.001,1.334,0.001,10.336
0,56,70,0.056,8.503,0.021,11.566,0.028,9.917,0.002,3.68
0,56,77,0.002,14.601,0.001,1.762,0.012,5.651,0.001,9.605
0,56,84,0.058,1.234,0.001,1.553,0.031,1.384,0.003,3.26
0,56,91,0.066,3.649,0.002,8.679,0.006,4.787,0.001,0.467
0,56,98,0.071,1.37,0.002,9.261,0.036,6.641,0.001,3.523
0,56,105,0.045,5.809,0.001,5.066,0.0,4.582,0.008,5.059
0,56,112,0.001,8.812,0.001,8.39,0.0,1.912,0.01,9.991
0,56,119,0.187,14.144,0.003,6.572,0.092,7.013,0.002,11.739
0,56,126,0.094,8.854,0.07,3.372,0.003,3.75,0.038,5.26
0,56,133,0.003,9.114,0.088,5.778,0.032,7.861,0.02,8.687
0,56,140,0.11,7.71,0.002,3.0,0.051,1.988,0.002,7.378
0,56,147,0.001,4.635,0.038,10.212,0.106,1.491,0.011,0.878
0,56,154,0.001,5.539,0.002,1.077,0.038,5.673,0.035,2.614
0,56,161,0.001,6.382,0.002,8.615,0.006,4.234,0.0,7.507
0,56,168,0.087,4.435,0.002,0.869,0.001,2.422,0.058,3.38
0,56,175,0.155,5.171,0.118,4.355,0.001,8.007,0.021,4.365
0,63,0,0.001,0.19,0.001,8.638,0.001,3.366,0.001,4.554
0,63,7,0.203,12.634,0.003,6.265,0.141,1.224,0.001,0.949
0,63,14,0.003,1.194,0.027,4.964,0.001,2.945,0.119,4.482
0,63,21,0.001,11.634,0.275,2.161,0.001,2.864,0.159,5.971
0,63,28,0.172,5.378,0.025,11.274,0.01,0.502,0.001,5.817
0,63,35,0.001,2.397,0.001,2.441,0.031,9.179,0.084,2.882
0,63,42,0.001,6.622,0.02,4.886,0.001,2.057,0.119,1.283
0,63,49,0.07,3.79,0.001,5.081,0.002,6.823,0.044,3.051
0,63,56,0.124,5.33,0.001,10.201,0.001,9.783,0.001,2.35
0,63,63,0.001,3.198,0.207,4.427,0.122,7.386,0.002,2.577
0,63,70,0.001,6.148,0.19,8.863,0.031,7.172,0.065,1.232
0,63,77,0.001,6.922,0.001,6.469,0.002,10.907,0.175,1.73
0,63,84,0.003,8.68,0.003,7.984,0.11,1.412,0.001,0.358
0,63,91,0.001,8.597,0.104,0.982,0.063,4.251,0.001,2.239
0,63,98,0.001,7.735,0.001,6.654,0.001,6.481,0.032,1.902
0,63,105,0.002,1.715,0.033,8.247,0.098,2.351,0.001,6.98
0,63,112,0.002,14.182,0.001,9.475,0.001,4.368,0.001,6.176
0,63,119,0.001,2.635,0.002,1.266,0.001,4.44,0.001,8.911
0,63,126,0.002,2.063,0.001,7.978,0.133,1.581,0.002,10.126
0,63,133,0.001,8.755,0.002,3.013,0.001,13.45,0.001,1.072
0,63,140,0.001,1.375,0.001,1.64,0.002,1.852,0.017,1.674
0,63,147,0.1,2.896,0.166,7.213,0.001,5.195,0.002,4.531
0,63,154,0.001,0.749,0.217,6.98,0.002,2.185,0.001,0.841
0,63,161,0.185,6.909,0.004,3.099,0.086,0.909,0.001,5.089
0,63,168,0.001,4.697,0.218,8.033,0.147,4.652,0.002,3.8
0,63,175,0.04,3.621,0.001,4.373,0.007,2.594,0.001,9.619
0,70,0,0.001,9.008,0.001,3.085,0.001,7.838,0.001,9.126
0,70,7,0.054,4.011,0.223,9.817,0.001,5.296,0.199,11.361
0,70,14,0.0,4.557,0.009,5.008,0.199,16.757,0.001,5.221
0,70,21,0.081,6.712,0.141,4.021,0.148,2.96,0.001,6.72
0,70,28,0.002,4.431,0.261,14.524,0.21,12.19,0.175,1.453
0,70,35,0.001,8.709,0.254,9.119,0.147,0.983,0.013,1.757
0,70,42,0.301,11.734,0.0,11.19,0.001,0.345,0.188,4.669
0,70,49,0.003,8.819,0.228,5.805,0.0,6.987,0.045,1.368
0,70,56,0.192,1.669,0.248,6.992,0.157,4.099,0.204,7.499
0,70,63,0.0,5.242,0.238,7.218,0.194,6.731,0.001,3.548
0,70,70,0.036,10.214,0.001,8.776,0.001,1.494,0.056,3.369
0,70,77,0.001,8.099,0.175,2.487,0.168,10.05,0.001,5.309
0,70,84,0.253,4.236,0.001,10.927,0.207,7.114,0.001,0.442
0,70,91,0.105,3.158,0.001,7.637,0.224,1.912,0.157,11.397
0,70,98,0.154,9.209,0.217,3.522,0.209,4.164,0.001,4.952
0,70,105,0.001,7.023,0.001,9.383,0.21,2.061,0.159,5.816
0,70,112,0.001,2.805,0.001,2.437,0.189,8.971,0.183,5.302
0,70,119,0.002,2.885,0.001,2.821,0.118,10.572,0.121,1.838
0,70,126,0.262,2.201,0.001,9.144,0.185,2.59,0.056,8.154
0,70,133,0.297,3.55,0.175,10.306,0.0,3.019,0.001,2.538
0,70,140,0.001,9.772,0.001,9.155,0.206,2.372,0.075,8.86
0,70,147,0.126,6.215,0.001,10.01,0.001,8.482,0.179,8.122
0,70,154,0.002,9.879,0.225,7.145,0.225,2.6,0.19,2.5
0,70,161,0.185,8.143,0.232,7.07,0.204,3.125,0.174,4.142
0,70,168,0.228,4.483,0.232,5.327,0.202,8.127,0.001,7.119
0,70,175,0.165,7.374,0.142,1.43,0.141,8.329,0.001,7.953
0,77,0,0.001,5.427,0.278,16.211,0.302,9.524,0.254,2.523
0,77,7,0.268,5.494,0.001,2.28,0.317,13.369,0.255,13.224
0,77,14,0.266,5.09,0.27,4.604,0.301,7.676,0.315,7.683
0,77,21,0.247,7.013,0.316,4.026,0.255,11.087,0.292,1.104
0,77,28,0.298,14.638,0.102,13.0,0.265,7.773,0.29,4.241
0,77,35,0.283,3.073,0.335,7.031,0.321,7.458,0.349,8.804
0,77,42,0.273,7.821,0.249,1.703,0.251,3.655,0.243,10.211
0,77,49,0.208,15.554,0.388,5.072,0.334,4.077,0.274,13.042
0,77,56,0.352,6.602,0.0,11.248,0.25,6.886,0.277,6.775
0,77,63,0.356,6.504,0.289,14.095,0.203,5.129,0.286,1.644
0,77,70,0.335,7.235,0.325,7.109,0.281,8.631,0.282,4.336
0,77,77,0.266,9.4,0.294,13.092,0.28,4.13,0.252,6.447
0,77,84,0.289,3.081,0.252,8.119,0.242,5.483,0.249,7.503
0,77,91,0.0,10.006,0.296,0.217,0.253,6.239,0.257,5.587
0,77,98,0.257,1.956,0.281,14.145,0.277,1.922,0.259,2.998
0,77,105,0.329,0.907,0.196,8.289,0.251,6.631,0.297,1.082
0,77,112,0.3,2.171,0.301,11.231,0.287,5.612,0.256,5.998
0,77,119,0.357,1.141,0.277,8.409,0.281,2.753,0.247,15.346
0,77,126,0.35,5.225,0.301,4.363,0.222,4.849,0.258,8.889
0,77,133,0.279,5.916,0.001,2.803,0.281,3.621,0.266,10.615
0,77,140,0.303,3.824,0.297,8.668,0.302,11.846,0.255,4.973
0,77,147,0.281,15.361,0.292,6.086,0.237,7.7,0.282,4.064
0,77,154,0.306,2.244,0.277,14.432,0.236,7.84,0.24,7.236
0,77,161,0.293,5.998,0.287,6.067,0.224,9.874,0.265,7.83
0,77,168,0.304,13.794,0.289,6.998,0.233,5.224,0.275,1.247
0,77,175,0.191,6.508,0.232,10.341,0.274,1.321,0.251,2.8
0,84,0,0.265,1.694,0.335,9.862,0.285,4.056,0.28,8.498
0,84,7,0.34,8.005,0.422,6.021,0.298,6.325,0.377,2.915
0,84,14,0.241,6.011,0.277,11.351,0.323,10.824,0.286,6.003
0,84,21,0.351,7.613,0.02,8.995,0.298,9.303,0.002,6.002
0,84,28,0.454,7.316,0.343,2.766,0.287,7.684,0.335,6.193
0,84,35,0.329,1.44,0.367,8.013,0.339,6.276,0.275,5.727
0,84,42,0.39,10.36,0.133,6.009,0.005,2.468,0.332,12.071
0,84,49,0.342,6.242,0.303,11.263,0.275,10.205,0.0,6.014
0,84,56,0.397,8.367,0.246,8.32,0.314,7.832,0.327,0.759
0,84,63,0.355,6.695,0.239,3.952,0.301,7.121,0.342,5.928
0,84,70,0.39,10.633,0.099,7.297,0.309,7.005,0.34,6.0
0,84,77,0.076,3.371,0.28,9.185,0.331,6.744,0.305,6.228
0,84,84,0.002,8.342,0.267,3.399,0.32,7.769,0.294,7.259
0,84,91,0.212,4.536,0.344,7.525,0.257,5.101,0.275,6.757
0,84,98,0.27,7.385,0.3,6.013,0.308,9.705,0.269,6.384
0,84,105,0.2,2.709,0.305,10.948,0.307,6.109,0.254,8.267
0,84,112,0.358,12.668,0.257,8.802,0.238,6.083,0.281,6.547
0,84,119,0.358,11.661,0.337,6.612,0.272,5.087,0.279,6.381
0,84,126,0.384,9.093,0.3,3.705,0.315,8.621,0.294,9.841
0,84,133,0.352,8.267,0.318,4.206,0.28,9.551,0.321,6.527
0,84,140,0.152,9.299,0.315,7.989,0.366,6.705,0.346,9.44
0,84,147,0.345,12.501,0.27,14.238,0.287,7.698,0.339,11.284
0,84,154,0.197,6.21,0.276,1.96,0.326,7.486,0.331,11.019
0,84,161,0.327,14.707,0.34,7.912,0.299,2.734,0.323,1.039
0,84,168,0.276,6.44,0.327,9.718,0.324,3.128,0.325,6.005
0,84,175,0.005,8.473,0.126,6.148,0.318,6.684,0.316,2.356
7,0,0,0.32,3.944,0.0,11.432,0.251,9.647,0.25,0.366
7,0,7,0.0,0.228,0.0,19.551,0.0,12.98,0.0,10.286
7,0,14,0.0,10.765,0.336,5.948,0.0,8.796,0.281,13.715
7,0,21,0.0,7.717,0.393,11.543,0.0,4.526,0.0,0.074
7,0,28,0.412,19.54,0.143,6.575,0.0,1.03,0.0,9.565
7,0,35,0.278,8.818,0.0,14.43,0.0,17.886,0.0,6.813
7,0,42,0.099,10.516,0.0,2.585,0.0,6.968,0.226,12.351
7,0,49,0.0,11.468,0.0,11.347,0.0,10.1,0.0,10.98
7,0,56,0.0,10.142,0.0,4.223,0.0,7.27,0.0,2.391
7,0,63,0.0,7.482,0.386,18.665,0.0,5.51,0.0,12.824
7,0,70,0.0,10.093,0.0,0.563,0.275,1.285,0.264,8.036
7,0,77,0.0,13.877,0.0,14.837,0.262,7.823,0.0,2.381
7,0,84,0.0,15.564,0.361,13.514,0.0,13.214,0.244,0.998
7,0,91,0.0,20.237,0.0,14.686,0.262,18.376,0.275,6.817
7,0,98,0.384,18.547,0.0,9.874,0.304,1.005,0.245,7.184
7,0,105,0.0,9.652,0.0,0.211,0.0,0.938,0.285,13.36
7,0,112,0.0,13.597,0.0,14.712,0.0,0.07,0.0,13.579
7,0,119,0.0,7.891,0.348,10.581,0.0,18.189,0.244,13.615
7,0,126,0.0,5.659,0.0,1.181,0.0,13.902,0.241,17.715
7,0,133,0.0,5.468,0.339,5.662,0.0,5.216,0.266,8.542
7,0,140,0.0,12.885,0.0,11.396,0.0,17.202,0.262,0.946
7,0,147,0.0,9.408,0.265,1.84,0.249,9.858,0.163,7.079
7,0,154,0.0,9.539,0.0,0.468,0.0,9.023,0.0,0.84
7,0,161,0.0,1.962,0.341,13.553,0.281,0.439,0.0,4.261
7,0,168,0.129,6.743,0.115,0.426,0.0,6.627,0.0,0.147
7,0,175,0.0,12.06,0.0,17.66,0.26,15.633,0.0,9.89
7,7,0,0.066,7.078,0.027,15.448,0.04,4.191,0.001,7.001
