Euler1,Euler2,Euler3,n28,n28_noise,n32,n32_noise
77,21,28,0.005,4.313,0.024,4.711
77,21,35,0.002,1.95,0.009,6.964
77,21,42,0.025,3.731,0.016,1.418
77,21,49,0.003,3.91,0.009,4.302
77,21,56,0.007,5.519,0.003,9.553
77,21,63,0.012,7.904,0.008,3.478
77,21,70,0.002,4.61,0.023,4.033
77,21,77,0.025,2.579,0.021,0.679
77,21,84,0.015,5.096,0.021,5.126
77,21,91,0.003,4.769,0.014,8.06
77,21,98,0.002,4.702,0.001,4.866
77,21,105,0.04,6.118,0.005,3.652
77,21,112,0.023,5.065,0.016,2.204
77,21,119,0.007,6.65,0.006,2.908
77,21,126,0.004,1.863,0.004,4.521
77,21,133,0.025,7.048,0.002,3.62
77,21,140,0.013,2.328,0.004,4.09
77,21,147,0.006,8.38,0.003,5.302
77,21,154,0.013,4.636,0.022,4.746
77,21,161,0.021,3.811,0.02,4.906
77,21,168,0.017,8.011,0.105,8.158
77,21,175,2.658,2.769,0.012,4.118
77,28,0,0.032,3.04,0.026,6.457
77,28,7,0.034,5.779,0.005,5.569
77,28,14,0.002,6.214,0.002,5.963
77,28,21,0.031,5.943,0.036,1.996
77,28,28,0.016,7.304,0.023,1.565
77,28,35,0.011,9.197,0.035,6.005
77,28,42,0.03,9.206,0.028,5.862
77,28,49,0.002,5.049,0.002,6.365
77,28,56,0.025,4.384,0.03,7.46
77,28,63,0.026,7.863,0.003,3.675
77,28,70,0.004,5.969,0.029,5.822
77,28,77,0.027,5.409,0.023,3.927
77,28,84,0.002,6.316,0.019,6.349
77,28,91,0.024,6.526,0.029,4.726
77,28,98,0.028,1.744,0.003,6.303
77,28,105,0.002,7.277,0.032,6.494
77,28,112,0.031,3.0,0.024,7.346
77,28,119,0.005,6.902,0.005,6.533
77,28,126,0.009,5.708,0.031,2.101
77,28,133,0.027,0.7,0.002,5.065
77,28,140,0.002,3.234,0.031,3.718
77,28,147,0.028,6.626,0.015,7.945
77,28,154,0.028,7.26,0.008,7.063
77,28,161,0.003,9.084,0.023,0.487
77,28,168,0.029,5.798,0.006,9.138
77,28,175,0.002,6.314,0.008,1.742
77,35,0,0.026,2.695,0.026,0.971
77,35,7,0.023,6.986,0.004,3.213
77,35,14,0.02,5.018,0.01,7.709
77,35,21,0.02,2.791,0.024,6.55
77,35,28,0.009,1.643,0.015,3.969
77,35,35,0.023,4.919,0.014,4.913
77,35,42,0.015,7.043,0.012,1.456
77,35,49,0.024,2.834,0.02,5.418
77,35,56,0.006,4.169,0.015,7.786
77,35,63,0.022,3.228,0.023,8.161
77,35,70,0.017,1.778,0.004,7.761
77,35,77,0.023,0.718,0.016,2.932
77,35,84,0.014,1.979,0.024,5.276
77,35,91,0.004,7.217,0.006,0.923
77,35,98,0.024,1.072,0.018,1.481
77,35,105,0.017,7.644,0.021,8.344
77,35,112,0.004,8.277,0.025,3.378
77,35,119,0.022,1.112,0.014,2.11
77,35,126,0.023,7.448,0.019,2.154
77,35,133,0.013,6.531,0.019,8.443
77,35,140,0.024,7.65,0.012,2.268
77,35,147,0.011,2.695,0.017,1.886
77,35,154,0.018,2.262,0.015,2.934
77,35,161,0.017,7.361,0.02,2.254
77,35,168,0.024,4.676,0.022,7.927
77,35,175,0.016,7.888,0.009,0.742
77,42,0,0.018,9.259,0.02,3.646
77,42,7,0.019,9.572,0.002,9.538
77,42,14,0.021,1.833,0.02,5.815
77,42,21,0.018,1.81,0.014,2.275
77,42,28,0.022,9.49,0.011,9.326
77,42,35,0.012,2.876,0.022,3.374
77,42,42,0.021,1.424,0.013,5.095
77,42,49,0.002,9.369,0.021,8.969
77,42,56,0.02,2.147,0.02,9.641
77,42,63,0.011,2.237,0.01,8.868
77,42,70,0.017,4.508,0.02,0.674
77,42,77,0.013,9.25,0.018,9.188
77,42,84,0.017,2.818,0.008,3.536
77,42,91,0.014,9.151,0.02,8.028
77,42,98,0.018,1.449,0.007,5.704
77,42,105,0.021,0.807,0.014,6.709
77,42,112,0.019,3.521,0.02,1.093
77,42,119,0.021,1.327,0.009,5.85
77,42,126,0.012,1.08,0.017,1.976
77,42,133,0.021,1.037,0.019,2.034
77,42,140,0.004,1.465,0.007,2.886
77,42,147,0.02,3.698,0.023,1.688
77,42,154,0.001,6.413,0.009,2.989
77,42,161,0.017,2.642,0.017,5.023
77,42,168,0.014,9.515,0.022,2.467
77,42,175,0.016,9.646,0.001,2.465
77,49,0,0.014,4.412,0.013,2.452
77,49,7,0.011,7.18,0.013,2.984
77,49,14,0.017,6.866,0.013,1.71
77,49,21,0.002,2.698,0.009,6.742
77,49,28,0.015,4.85,0.014,1.253
77,49,35,0.003,10.914,0.011,3.413
77,49,42,0.017,1.189,0.015,3.417
77,49,49,0.001,0.879,0.011,4.086
77,49,56,0.017,2.588,0.011,5.391
77,49,63,0.007,11.321,0.009,2.371
77,49,70,0.016,10.26,0.014,11.538
77,49,77,0.01,10.373,0.015,0.937
77,49,84,0.014,2.245,0.01,1.454
77,49,91,0.016,2.907,0.012,2.845
77,49,98,0.008,3.008,0.012,5.38
77,49,105,0.017,1.65,0.015,5.359
77,49,112,0.006,10.716,0.011,3.681
77,49,119,0.015,4.695,0.014,7.027
77,49,126,0.002,1.811,0.012,3.072
77,49,133,0.018,1.978,0.008,8.429
77,49,140,0.001,3.199,0.015,1.646
77,49,147,0.017,2.066,0.014,1.747
77,49,154,0.013,2.314,0.013,7.362
77,49,161,0.016,3.9,0.016,4.342
77,49,168,0.009,2.326,0.012,2.823
77,49,175,0.011,5.093,0.016,5.31
77,56,0,0.009,2.657,0.013,3.902
77,56,7,0.007,2.96,0.009,0.321
77,56,14,0.014,8.289,0.01,1.623
77,56,21,0.007,2.929,0.011,3.983
77,56,28,0.013,3.531,0.012,5.745
77,56,35,0.01,1.981,0.012,2.273
77,56,42,0.01,3.243,0.005,2.983
77,56,49,0.013,4.576,0.01,3.515
77,56,56,0.008,5.508,0.01,1.229
77,56,63,0.013,4.263,0.014,1.554
77,56,70,0.012,1.547,0.014,2.458
77,56,77,0.011,3.118,0.012,1.807
77,56,84,0.012,2.968,0.007,0.91
77,56,91,0.01,2.492,0.008,1.236
77,56,98,0.011,1.376,0.01,3.184
77,56,105,0.01,2.645,0.013,3.458
77,56,112,0.011,3.927,0.014,3.983
77,56,119,0.01,2.249,0.01,1.273
77,56,126,0.013,1.93,0.012,2.458
77,56,133,0.01,2.429,0.01,5.433
77,56,140,0.012,2.996,0.01,3.774
77,56,147,0.01,3.961,0.011,2.007
77,56,154,0.01,2.587,0.01,3.419
77,56,161,0.012,10.209,0.01,0.86
77,56,168,0.004,1.373,0.014,3.446
77,56,175,0.013,2.444,0.01,1.12
77,63,0,0.011,1.194,0.011,1.963
77,63,7,0.007,1.018,0.011,3.958
77,63,14,0.01,4.053,0.01,3.095
77,63,21,0.008,1.572,0.01,1.497
77,63,28,0.008,3.505,0.011,2.946
77,63,35,0.007,1.21,0.009,1.187
77,63,42,0.01,1.326,0.01,3.624
77,63,49,0.006,2.439,0.008,0.742
77,63,56,0.009,0.929,0.007,2.544
77,63,63,0.01,1.535,0.009,0.727
77,63,70,0.007,1.362,0.008,3.478
77,63,77,0.008,14.241,0.009,2.206
77,63,84,0.01,6.165,0.01,1.668
77,63,91,0.007,2.961,0.01,2.091
77,63,98,0.008,2.865,0.01,2.436
77,63,105,0.009,1.853,0.009,5.046
77,63,112,0.01,2.089,0.009,4.366
77,63,119,0.008,5.716,0.009,3.117
77,63,126,0.007,11.07,0.007,5.345
77,63,133,0.011,2.472,0.004,0.779
77,63,140,0.005,4.865,0.007,2.399
77,63,147,0.009,1.573,0.008,0.388
77,63,154,0.01,4.163,0.008,4.585
77,63,161,0.008,11.153,0.008,2.192
77,63,168,0.009,2.077,0.007,2.082
77,63,175,0.009,1.934,0.01,2.61
77,70,0,0.008,2.29,0.008,1.826
77,70,7,0.008,3.938,0.004,2.07
77,70,14,0.005,5.082,0.009,4.004
77,70,21,0.008,2.604,0.008,1.608
77,70,28,0.008,6.028,0.008,4.667
77,70,35,0.007,2.461,0.008,0.599
77,70,42,0.007,5.931,0.007,3.039
77,70,49,0.007,5.273,0.006,1.164
77,70,56,0.008,1.656,0.007,3.299
77,70,63,0.008,4.219,0.008,4.683
77,70,70,0.005,1.34,0.006,5.397
77,70,77,0.007,1.575,0.006,1.704
77,70,84,0.008,2.791,0.009,2.01
77,70,91,0.007,4.195,0.006,3.038
77,70,98,0.004,0.836,0.007,1.564
77,70,105,0.006,0.276,0.009,2.444
77,70,112,0.008,3.307,0.008,1.929
77,70,119,0.007,4.052,0.005,3.443
77,70,126,0.007,2.688,0.009,2.901
77,70,133,0.007,4.315,0.007,0.867
77,70,140,0.007,2.661,0.006,2.256
77,70,147,0.008,3.893,0.009,1.013
77,70,154,0.008,3.024,0.007,1.586
77,70,161,0.004,2.426,0.005,3.506
77,70,168,0.009,1.774,0.008,1.893
77,70,175,0.008,9.189,0.006,2.345
77,77,0,0.007,0.4,0.004,4.354
77,77,7,0.005,1.204,0.008,4.543
77,77,14,0.005,2.695,0.006,2.101
77,77,21,0.006,5.258,0.007,1.823
77,77,28,0.007,2.221,0.004,2.753
77,77,35,0.007,2.511,0.007,1.985
77,77,42,0.007,2.601,0.005,3.105
77,77,49,0.006,3.807,0.007,2.081
77,77,56,0.004,2.791,0.004,2.036
77,77,63,0.006,8.269,0.007,2.87
77,77,70,0.007,2.014,0.006,5.964
77,77,77,0.007,3.384,0.007,4.608
77,77,84,0.006,0.816,0.006,1.819
77,77,91,0.007,4.288,0.006,2.661
77,77,98,0.006,1.249,0.007,3.986
77,77,105,0.005,1.894,0.004,1.497
77,77,112,0.006,5.141,0.008,2.646
77,77,119,0.006,2.32,0.005,2.118
77,77,126,0.007,3.936,0.008,0.92
77,77,133,0.007,1.321,0.004,3.608
77,77,140,0.006,3.812,0.007,14.287
77,77,147,0.004,3.274,0.005,2.31
77,77,154,0.005,2.083,0.007,1.846
77,77,161,0.007,2.349,0.007,1.278
77,77,168,0.007,1.626,0.006,3.354
77,77,175,0.007,3.481,0.006,1.086
77,84,0,0.005,1.198,0.006,2.149
77,84,7,0.005,7.114,0.006,3.155
77,84,14,0.004,7.233,0.006,7.836
77,84,21,0.006,2.633,0.004,5.449
77,84,28,0.006,3.381,0.005,7.801
77,84,35,0.003,1.557,0.007,3.169
77,84,42,0.004,3.906,0.007,2.18
77,84,49,0.006,1.227,0.005,3.427
77,84,56,0.007,7.598,0.003,5.552
77,84,63,0.008,6.759,0.006,2.274
77,84,70,0.008,7.271,0.007,5.86
77,84,77,0.008,3.898,0.005,4.001
77,84,84,0.007,5.24,0.004,4.64
77,84,91,0.006,1.955,0.005,5.295
77,84,98,0.005,5.856,0.007,4.365
77,84,105,0.006,3.728,0.006,10.159
77,84,112,0.005,4.507,0.005,7.314
77,84,119,0.003,0.696,0.004,4.037
77,84,126,0.004,8.04,0.007,2.483
77,84,133,0.005,2.485,0.006,4.729
77,84,140,0.006,7.433,0.005,6.219
77,84,147,0.007,6.234,0.004,5.512
77,84,154,0.008,7.951,0.005,6.335
77,84,161,0.008,7.398,0.006,4.128
77,84,168,0.008,3.767,0.007,1.854
77,84,175,0.008,7.055,0.005,7.356
84,0,0,0.284,8.261,0.265,4.533
84,0,7,0.0,13.733,0.258,0.045
84,0,14,0.254,0.906,0.159,6.424
84,0,21,0.0,2.227,0.26,12.66
84,0,28,0.278,0.111,0.03,0.165
84,0,35,0.0,6.029,0.253,0.026
84,0,42,0.234,10.816,0.0,10.486
84,0,49,0.0,0.058,0.259,8.301
84,0,56,0.0,13.255,0.24,16.036
84,0,63,0.0,14.635,0.0,8.035
84,0,70,0.274,13.95,0.0,12.822
84,0,77,0.269,6.178,0.265,8.116
84,0,84,0.241,3.721,0.273,4.803
84,0,91,0.0,0.633,0.263,4.167
84,0,98,0.0,12.403,0.251,5.209
84,0,105,0.274,10.133,0.3,7.681
84,0,112,0.257,17.62,0.0,11.546
84,0,119,0.232,8.41,0.0,7.12
84,0,126,0.0,6.618,0.0,0.317
84,0,133,0.23,4.906,0.0,7.455
84,0,140,0.256,13.545,0.0,0.407
84,0,147,0.255,11.852,0.0,13.04
84,0,154,0.0,7.641,0.224,11.208
84,0,161,0.0,11.903,0.239,9.825
84,0,168,0.0,0.41,0.0,4.654
84,0,175,0.266,4.033,0.25,13.13
84,7,0,0.034,13.421,0.01,7.001
84,7,7,0.016,10.167,0.01,3.697
84,7,14,0.016,10.074,0.016,9.981
84,7,21,0.018,13.427,0.018,17.004
84,7,28,0.018,9.963,0.008,5.311
84,7,35,0.011,4.68,0.016,7.952
84,7,42,0.018,7.788,0.016,9.763
84,7,49,0.018,1.518,0.015,9.391
84,7,56,0.016,16.264,0.018,2.006
84,7,63,0.016,10.754,0.016,2.934
84,7,70,0.013,7.001,0.014,6.074
84,7,77,0.011,4.028,0.014,7.027
84,7,84,0.013,0.848,0.015,4.914
84,7,91,0.018,7.179,0.015,3.599
84,7,98,0.011,1.093,0.012,4.347
84,7,105,0.015,6.279,0.013,5.359
84,7,112,0.02,9.982,0.017,8.498
84,7,119,0.019,7.028,0.015,4.409
84,7,126,0.016,5.065,0.012,1.109
84,7,133,0.02,13.361,0.014,2.423
84,7,140,0.026,9.924,0.014,9.832
84,7,147,0.021,14.215,0.156,7.742
84,7,154,0.018,10.098,0.017,7.021
84,7,161,0.691,7.002,0.29,2.364
84,7,168,0.003,2.82,0.73,17.096
84,7,175,0.065,7.004,0.732,9.187
84,14,0,0.006,8.177,0.008,2.312
84,14,7,0.006,2.981,0.009,7.983
84,14,14,0.008,5.384,0.008,9.719
84,14,21,0.009,8.021,0.008,3.326
84,14,28,0.009,4.726,0.011,2.206
84,14,35,0.008,0.925,0.008,3.525
84,14,42,0.01,2.225,0.009,7.703
84,14,49,0.005,5.676,0.007,1.907
84,14,56,0.006,8.885,0.006,1.879
84,14,63,0.092,6.295,0.015,9.245
84,14,70,0.008,4.649,0.005,9.515
84,14,77,0.008,5.137,0.009,4.085
84,14,84,0.008,3.031,0.013,1.883
84,14,91,0.005,3.625,0.015,2.377
84,14,98,0.005,2.558,0.018,11.478
84,14,105,0.008,4.308,0.007,2.063
84,14,112,0.008,9.051,0.008,3.346
84,14,119,0.011,11.307,0.007,6.462
84,14,126,0.008,1.955,0.016,8.749
84,14,133,0.02,8.852,0.007,2.133
84,14,140,0.005,1.486,0.006,2.819
84,14,147,0.006,1.913,0.007,1.933
84,14,154,0.094,3.71,0.009,5.468
84,14,161,0.006,5.368,0.02,2.746
84,14,168,1.452,4.375,0.098,5.565
84,14,175,0.71,1.434,0.97,7.78
84,21,0,0.009,7.584,0.011,12.998
84,21,7,0.032,2.619,0.032,1.984
84,21,14,0.021,3.04,0.004,5.23
84,21,21,0.057,4.389,0.05,5.307
84,21,28,0.007,2.519,0.015,0.723
84,21,35,0.011,3.072,0.004,9.485
84,21,42,0.055,5.057,0.029,2.381
84,21,49,0.01,1.596,0.012,8.057
84,21,56,0.054,3.253,0.035,1.359
84,21,63,0.011,3.588,0.038,2.367
84,21,70,0.009,7.126,0.006,8.105
84,21,77,0.106,3.771,0.053,10.97
84,21,84,0.023,9.046,0.027,7.615
84,21,91,0.006,2.595,0.004,1.033
84,21,98,0.056,8.304,0.059,10.612
84,21,105,0.096,7.619,0.005,8.307
84,21,112,0.008,7.699,0.006,7.77
84,21,119,0.01,3.288,0.034,2.882
84,21,126,0.017,6.975,0.031,2.288
84,21,133,0.042,5.102,0.006,5.416
84,21,140,0.02,3.922,0.01,2.154
84,21,147,0.006,2.767,0.037,3.132
84,21,154,0.025,3.216,0.018,8.042
84,21,161,0.01,2.959,0.071,2.042
84,21,168,0.081,2.682,0.058,2.139
84,21,175,0.007,5.548,1.156,2.37
84,28,0,0.07,2.787,0.036,2.915
84,28,7,0.004,3.127,0.004,2.994
84,28,14,0.035,3.188,0.04,3.081
84,28,21,0.061,3.597,0.028,2.803
84,28,28,0.004,3.308,0.006,3.28
84,28,35,0.073,8.313,0.063,8.629
84,28,42,0.007,6.523,0.004,9.865
84,28,49,0.032,8.247,0.062,4.051
84,28,56,0.066,6.786,0.02,4.653
84,28,63,0.004,2.964,0.044,6.829
84,28,70,0.068,4.306,0.066,3.185
84,28,77,0.039,1.316,0.005,3.501
84,28,84,0.032,2.825,0.071,9.426
84,28,91,0.054,3.039,0.037,2.622
84,28,98,0.004,6.817,0.037,3.172
84,28,105,0.057,2.868,0.063,6.497
84,28,112,0.042,7.586,0.004,2.618
84,28,119,0.004,6.408,0.075,2.921
84,28,126,0.074,3.809,0.038,2.88
84,28,133,0.006,2.819,0.04,5.392
84,28,140,0.053,3.145,0.055,11.9
84,28,147,0.053,3.787,0.005,3.912
84,28,154,0.004,3.37,0.062,3.296
84,28,161,0.069,4.449,0.013,5.825
84,28,168,0.038,2.409,0.051,3.059
84,28,175,0.05,3.398,0.074,7.616
84,35,0,0.028,2.483,0.033,9.638
84,35,7,0.029,5.365,0.032,3.921
84,35,14,0.041,3.742,0.056,4.077
84,35,21,0.047,6.494,0.039,4.052
84,35,28,0.035,4.568,0.044,8.249
84,35,35,0.047,4.264,0.047,3.778
84,35,42,0.038,8.226,0.022,6.345
84,35,49,0.028,5.057,0.044,7.047
84,35,56,0.033,4.855,0.049,3.715
84,35,63,0.055,5.03,0.04,4.18
84,35,70,0.027,3.613,0.032,3.848
84,35,77,0.042,8.122,0.045,3.7
84,35,84,0.042,3.824,0.038,4.196
84,35,91,0.041,3.57,0.042,1.805
84,35,98,0.022,14.274,0.048,3.746
84,35,105,0.023,3.487,0.038,5.711
84,35,112,0.047,6.228,0.044,7.324
84,35,119,0.042,8.878,0.029,3.457
84,35,126,0.046,2.877,0.041,8.723
84,35,133,0.038,3.474,0.051,3.774
84,35,140,0.049,5.816,0.037,3.065
84,35,147,0.032,4.464,0.033,7.043
84,35,154,0.046,2.268,0.049,3.692
84,35,161,0.027,3.946,0.053,5.062
84,35,168,0.041,4.016,3.639,3.793
84,35,175,1.173,3.753,3.623,4.839
84,42,0,0.038,4.076,0.039,4.522
84,42,7,0.029,2.053,0.023,2.258
84,42,14,0.017,4.755,0.045,1.879
84,42,21,0.041,4.319,0.046,4.582
84,42,28,0.007,2.798,0.016,4.353
84,42,35,0.042,5.688,0.039,0.759
84,42,42,0.018,5.229,0.038,4.004
84,42,49,0.043,3.647,0.016,8.508
84,42,56,0.041,4.785,0.043,4.304
84,42,63,0.04,1.263,0.044,4.893
84,42,70,0.045,4.912,0.026,3.582
84,42,77,0.031,4.593,0.039,8.065
84,42,84,0.042,6.022,0.029,4.437
84,42,91,0.024,9.329,0.036,1.878
84,42,98,0.039,4.162,0.044,4.591
84,42,105,0.012,1.347,0.022,1.152
84,42,112,0.044,9.602,0.035,4.379
84,42,119,0.022,3.551,0.033,4.094
84,42,126,0.043,5.004,0.033,2.691
84,42,133,0.027,4.042,0.043,4.29
84,42,140,0.043,4.593,0.033,2.857
84,42,147,0.04,4.657,0.022,4.088
84,42,154,0.035,2.179,0.039,3.96
84,42,161,0.041,6.395,0.024,8.732
84,42,168,0.032,3.092,0.025,2.596
84,42,175,0.035,1.39,0.047,4.704
84,49,0,0.031,2.473,0.029,4.99
84,49,7,0.032,4.745,0.032,4.778
84,49,14,0.032,4.052,0.03,4.509
84,49,21,0.023,4.908,0.027,4.057
84,49,28,0.032,5.817,0.033,3.658
84,49,35,0.034,3.201,0.03,4.944
84,49,42,0.027,3.879,0.028,2.446
84,49,49,0.037,1.426,0.035,3.402
84,49,56,0.025,5.472,0.036,1.944
84,49,63,0.036,5.576,0.028,2.155
84,49,70,0.015,0.874,0.033,5.889
84,49,77,0.038,4.951,0.024,4.535
84,49,84,0.02,1.569,0.022,3.784
84,49,91,0.038,5.066,0.032,4.664
84,49,98,0.032,5.977,0.022,5.027
84,49,105,0.031,3.904,0.033,0.798
84,49,112,0.019,4.506,0.03,3.202
84,49,119,0.028,5.843,0.027,4.258
84,49,126,0.028,5.069,0.019,6.572
84,49,133,0.026,4.833,0.029,3.446
84,49,140,0.036,2.18,0.032,4.902
84,49,147,0.025,5.558,0.034,1.773
84,49,154,0.036,5.202,0.021,0.646
84,49,161,0.009,5.426,0.034,5.212
84,49,168,0.037,7.877,0.028,3.497
84,49,175,0.021,4.734,0.029,2.418
84,56,0,0.029,3.361,0.024,1.161
84,56,7,0.023,6.596,0.027,0.906
84,56,14,0.023,3.643,0.029,5.803
84,56,21,0.03,2.068,0.026,6.347
84,56,28,0.017,6.033,0.027,5.466
84,56,35,0.026,5.601,0.027,5.205
84,56,42,0.025,5.299,0.018,2.089
84,56,49,0.018,3.404,0.018,2.217
84,56,56,0.025,7.5,0.019,5.798
84,56,63,0.02,6.216,0.019,5.267
84,56,70,0.026,5.328,0.027,4.956
84,56,77,0.026,4.764,0.026,1.847
84,56,84,0.018,2.832,0.025,4.746
84,56,91,0.029,2.885,0.024,2.706
84,56,98,0.018,6.635,0.019,1.958
84,56,105,0.018,4.111,0.012,2.488
84,56,112,0.029,5.671,0.024,0.684
84,56,119,0.028,3.396,0.022,5.177
84,56,126,0.026,5.256,0.027,6.625
84,56,133,0.025,2.872,0.024,3.4
84,56,140,0.016,3.047,0.026,5.56
84,56,147,0.027,6.396,0.008,1.207
84,56,154,0.019,3.988,0.019,3.498
84,56,161,0.026,5.622,0.024,3.82
84,56,168,0.027,3.981,0.027,5.999
84,56,175,0.017,4.326,5.49,5.738
84,63,0,0.016,6.208,0.019,3.813
84,63,7,0.021,3.111,0.02,3.986
84,63,14,0.018,2.69,0.017,5.461
84,63,21,0.017,6.187,0.014,4.752
84,63,28,0.022,6.594,0.017,6.146
84,63,35,0.017,4.472,0.013,0.968
84,63,42,0.019,5.552,0.014,7.677
84,63,49,0.025,7.439,0.02,2.816
84,63,56,0.011,5.376,0.02,6.231
84,63,63,0.021,4.095,0.021,2.56
84,63,70,0.021,2.937,0.021,7.355
84,63,77,0.012,6.458,0.021,2.175
84,63,84,0.02,6.158,0.02,3.139
84,63,91,0.018,4.338,0.019,1.143
84,63,98,0.021,6.201,0.017,2.576
84,63,105,0.02,1.872,0.019,1.842
84,63,112,0.017,6.549,0.014,4.791
84,63,119,0.021,2.033,0.009,5.63
84,63,126,0.01,2.057,0.015,5.745
84,63,133,0.02,2.648,0.019,8.378
84,63,140,0.024,1.356,0.02,2.242
84,63,147,0.013,7.042,0.021,1.414
84,63,154,0.021,5.431,0.021,1.999
84,63,161,0.021,5.196,0.023,5.067
84,63,168,0.014,6.638,0.019,5.992
84,63,175,0.02,0.878,0.022,5.582
84,70,0,0.014,5.623,0.014,2.602
84,70,7,0.017,2.429,0.014,2.89
84,70,14,0.013,3.296,0.018,2.689
84,70,21,0.014,2.787,0.012,5.856
84,70,28,0.019,6.591,0.012,2.978
84,70,35,0.013,1.05,0.016,4.96
84,70,42,0.016,2.76,0.009,2.681
84,70,49,0.015,0.426,0.013,4.039
84,70,56,0.015,4.412,0.018,2.053
84,70,63,0.017,1.878,0.013,1.56
84,70,70,0.016,6.115,0.015,2.363
84,70,77,0.011,7.374,0.018,4.11
84,70,84,0.012,5.452,0.012,6.394
84,70,91,0.019,6.006,0.014,3.138
84,70,98,0.017,4.908,0.018,2.693
84,70,105,0.012,3.097,0.011,2.158
84,70,112,0.014,6.389,0.013,5.11
84,70,119,0.018,1.578,0.017,3.359
84,70,126,0.016,2.867,0.014,7.032
84,70,133,0.015,6.762,0.01,6.12
84,70,140,0.014,4.652,0.018,4.208
84,70,147,0.012,2.973,0.015,5.137
84,70,154,0.019,3.011,0.012,3.153
84,70,161,0.014,1.631,0.02,3.075
84,70,168,0.01,3.769,0.016,1.731
84,70,175,0.017,2.962,0.014,3.691
84,77,0,0.016,2.834,0.013,4.835
84,77,7,0.017,6.831,0.011,3.427
84,77,14,0.013,5.907,0.01,3.617
84,77,21,0.01,2.848,0.013,7.86
84,77,28,0.007,4.704,0.013,2.118
84,77,35,0.013,4.695,0.012,2.409
84,77,42,0.014,3.889,0.015,5.092
84,77,49,0.015,7.525,0.011,6.052
84,77,56,0.014,4.913,0.014,6.474
84,77,63,0.01,6.333,0.011,3.59
84,77,70,0.009,6.574,0.016,2.187
84,77,77,0.012,2.727,0.009,3.748
84,77,84,0.014,4.343,0.015,3.186
84,77,91,0.014,1.987,0.011,7.323
84,77,98,0.016,6.076,0.014,3.93
84,77,105,0.014,10.473,0.013,5.116
84,77,112,0.011,2.168,0.013,3.149
84,77,119,0.007,3.224,0.014,4.177
84,77,126,0.011,2.77,0.01,8.305
84,77,133,0.014,2.813,0.016,1.874
84,77,140,0.015,5.798,0.007,4.692
84,77,147,0.014,6.792,0.016,1.866
84,77,154,0.011,7.298,0.008,6.431
84,77,161,0.007,6.722,0.014,1.582
84,77,168,0.009,6.638,0.009,4.923
84,77,175,0.015,2.289,0.016,2.027
84,84,0,0.016,6.461,0.01,2.781
84,84,7,0.016,3.757,0.011,2.355
84,84,14,0.015,6.752,0.014,6.567
84,84,21,0.014,7.309,0.013,8.516
84,84,28,0.012,6.615,0.01,2.46
84,84,35,0.01,6.519,0.007,6.103
84,84,42,0.008,2.274,0.013,5.24
84,84,49,0.005,6.235,0.013,3.811
84,84,56,0.006,8.114,0.012,3.761
84,84,63,0.009,3.125,0.007,7.374
84,84,70,0.011,5.392,0.011,2.134
84,84,77,0.013,6.388,0.014,6.691
84,84,84,0.014,1.762,0.013,2.433
84,84,91,0.015,6.369,0.007,2.663
84,84,98,0.016,6.38,0.008,6.138
84,84,105,0.015,1.488,0.014,5.333
84,84,112,0.014,9.176,0.014,0.998
84,84,119,0.012,6.208,0.01,4.823
84,84,126,0.011,2.83,0.008,6.988
84,84,133,0.007,6.315,0.011,4.287
84,84,140,0.004,4.026,0.013,6.021
84,84,147,0.006,8.534,0.012,8.855
84,84,154,0.009,8.496,0.007,6.021
84,84,161,0.01,8.618,0.008,9.069
84,84,168,0.011,5.406,0.013,6.279
84,84,175,0.013,5.435,0.012,6.633
