Euler1,Euler2,Euler3,n14,n14_noise,n16,n16_noise,n20,n20_noise,n24,n24_noise
14,70,35,0.002,2.735,0.003,3.757,0.005,2.68,0.005,1.039
14,70,42,0.004,2.853,0.001,1.219,0.002,1.278,0.001,0.756
14,70,49,0.001,1.726,0.005,2.072,0.003,2.278,0.003,1.772
14,70,56,0.001,3.933,0.003,1.181,0.003,2.19,0.002,0.77
14,70,63,0.003,1.463,0.002,2.261,0.004,2.477,0.003,0.787
14,70,70,0.005,1.874,0.003,1.124,0.001,1.618,0.002,1.044
14,70,77,0.002,2.894,0.002,0.476,0.003,2.898,0.003,1.469
14,70,84,0.002,2.131,0.003,0.322,0.002,2.096,0.003,0.798
14,70,91,0.003,3.174,0.005,0.755,0.004,1.137,0.003,0.744
14,70,98,0.003,1.105,0.002,1.095,0.004,1.674,0.003,2.464
14,70,105,0.003,2.096,0.004,3.097,0.002,0.981,0.003,1.589
14,70,112,0.003,2.028,0.003,3.438,0.003,2.067,0.004,1.267
14,70,119,0.004,2.499,0.003,0.95,0.003,2.25,0.002,0.849
14,70,126,0.002,3.539,0.005,2.054,0.003,2.502,0.004,2.954
14,70,133,0.003,2.068,0.002,2.02,0.003,1.003,0.002,0.738
14,70,140,0.002,2.755,0.001,2.586,0.003,0.927,0.006,2.586
14,70,147,0.002,2.277,0.003,2.037,0.002,2.847,0.001,1.012
14,70,154,0.003,2.153,0.003,1.631,0.003,1.439,0.003,1.401
14,70,161,0.005,1.645,0.002,0.657,0.005,0.728,0.003,2.882
14,70,168,0.001,0.998,0.002,2.478,0.001,0.88,0.002,1.901
14,70,175,0.003,0.874,0.003,2.369,0.005,1.045,0.002,2.032
14,77,0,0.003,0.538,0.002,0.847,0.002,0.582,0.002,5.001
14,77,7,0.005,7.008,0.002,3.091,0.001,1.274,0.002,3.989
14,77,14,0.003,1.406,0.002,3.553,0.002,3.199,0.002,2.766
14,77,21,0.003,3.117,0.003,0.526,0.003,4.546,0.002,1.274
14,77,28,0.002,2.623,0.002,2.417,0.002,2.516,0.002,1.647
14,77,35,0.004,2.651,0.002,2.649,0.002,2.184,0.001,3.092
14,77,42,0.002,1.255,0.003,2.261,0.004,4.287,0.003,3.002
14,77,49,0.002,2.803,0.002,1.338,0.002,1.792,0.002,2.403
14,77,56,0.003,1.581,0.003,2.358,0.002,1.656,0.001,2.841
14,77,63,0.004,6.611,0.002,2.302,0.002,1.058,0.002,3.577
14,77,70,0.001,2.358,0.002,4.726,0.002,1.455,0.002,1.596
14,77,77,0.002,2.659,0.003,5.059,0.002,3.672,0.002,1.689
14,77,84,0.006,0.989,0.002,3.811,0.003,1.889,0.003,1.259
14,77,91,0.002,3.338,0.003,2.589,0.002,1.157,0.001,2.934
14,77,98,0.002,1.108,0.002,0.897,0.001,1.553,0.001,1.573
14,77,105,0.004,1.2,0.004,2.363,0.004,4.804,0.003,1.973
14,77,112,0.005,2.717,0.001,1.128,0.002,1.762,0.001,3.677
14,77,119,0.002,1.364,0.002,1.364,0.002,3.205,0.003,4.428
14,77,126,0.002,3.01,0.004,3.645,0.005,6.5,0.002,6.599
14,77,133,0.005,5.248,0.003,6.753,0.002,4.103,0.001,0.565
14,77,140,0.002,1.936,0.002,1.513,0.001,0.889,0.001,1.778
14,77,147,0.002,1.247,0.001,1.445,0.003,1.012,0.002,1.519
14,77,154,0.003,2.043,0.003,7.569,0.002,4.101,0.002,0.925
14,77,161,0.002,4.985,0.001,3.814,0.001,3.158,0.002,1.975
14,77,168,0.002,1.154,0.001,5.286,0.001,2.042,0.002,0.669
14,77,175,0.004,4.86,0.002,2.669,0.004,3.858,0.002,1.77
14,84,0,0.003,3.781,0.006,0.548,0.003,6.631,0.003,4.102
14,84,7,0.009,3.525,0.009,5.794,0.006,3.552,0.002,3.36
14,84,14,0.007,7.228,0.002,8.519,0.003,1.691,0.003,5.541
14,84,21,0.003,3.28,0.003,0.894,0.004,6.015,0.002,1.656
14,84,28,0.003,2.555,0.006,1.521,0.012,2.73,0.003,6.615
14,84,35,0.005,6.747,0.002,1.928,0.005,6.687,0.004,2.393
14,84,42,0.008,4.499,0.003,5.231,0.001,1.961,0.004,6.474
14,84,49,0.002,2.384,0.007,3.897,0.002,2.514,0.005,6.482
14,84,56,0.001,6.636,0.006,0.891,0.001,2.099,0.002,2.781
14,84,63,0.001,5.72,0.01,6.616,0.004,4.587,0.004,1.556
14,84,70,0.002,6.245,0.004,6.553,0.008,2.517,0.004,1.885
14,84,77,0.011,6.655,0.007,1.63,0.001,3.344,0.003,2.409
14,84,84,0.005,6.987,0.004,1.824,0.002,6.789,0.002,3.558
14,84,91,0.011,3.982,0.004,4.042,0.005,2.093,0.002,1.626
14,84,98,0.012,6.18,0.001,6.576,0.005,2.606,0.002,1.666
14,84,105,0.004,5.05,0.006,1.027,0.001,2.034,0.003,5.52
14,84,112,0.005,5.542,0.004,2.253,0.002,4.488,0.002,4.791
14,84,119,0.002,2.025,0.003,5.521,0.001,0.88,0.002,1.004
14,84,126,0.006,3.75,0.01,3.498,0.005,0.804,0.003,2.012
14,84,133,0.002,2.311,0.001,6.238,0.005,3.659,0.002,2.107
14,84,140,0.001,5.633,0.002,6.673,0.002,3.46,0.003,6.803
14,84,147,0.004,5.931,0.005,6.82,0.002,6.498,0.002,2.633
14,84,154,0.001,2.119,0.007,4.17,0.002,6.357,0.001,6.281
14,84,161,0.001,4.691,0.001,1.364,0.001,7.24,0.001,6.789
14,84,168,0.004,1.268,0.005,6.958,0.002,2.775,0.004,6.673
14,84,175,0.003,6.022,0.004,3.098,0.009,1.578,0.001,1.173
21,0,0,0.0,8.212,0.0,10.101,0.0,12.852,0.0,6.81
21,0,7,0.0,3.065,0.0,5.611,0.0,3.102,0.0,7.229
21,0,14,0.0,3.957,0.0,6.039,0.0,10.501,0.225,8.492
21,0,21,0.0,0.824,0.0,3.508,0.0,4.491,0.0,8.76
21,0,28,0.0,10.843,0.0,6.533,0.0,6.549,0.308,6.851
21,0,35,0.0,8.699,0.0,8.977,0.246,7.621,0.0,7.747
21,0,42,0.0,10.006,0.0,6.269,0.298,11.146,0.279,5.719
21,0,49,0.0,6.663,0.0,4.918,0.33,3.184,0.272,6.865
21,0,56,0.0,3.626,0.0,7.162,0.0,6.564,0.0,0.061
21,0,63,0.0,6.816,0.272,4.163,0.0,0.003,0.0,6.445
21,0,70,0.0,4.38,0.0,5.19,0.257,0.068,0.283,3.864
21,0,77,0.312,7.413,0.0,0.071,0.261,5.834,0.24,7.948
21,0,84,0.0,6.999,0.0,6.332,0.255,7.984,0.25,4.605
21,0,91,0.0,9.191,0.0,5.188,0.258,3.07,0.264,10.547
21,0,98,0.222,0.28,0.317,7.475,0.0,5.57,0.0,10.864
21,0,105,0.402,0.042,0.366,0.312,0.302,13.593,0.283,4.899
21,0,112,0.0,0.177,0.0,5.164,0.272,7.177,0.249,9.388
21,0,119,0.0,5.698,0.0,0.179,0.359,2.734,0.0,5.527
21,0,126,0.0,0.612,0.0,0.215,0.0,0.415,0.248,0.411
21,0,133,0.368,10.823,0.363,0.064,0.0,4.552,0.059,14.047
21,0,140,0.234,4.186,0.0,10.185,0.0,0.456,0.0,8.358
21,0,147,0.0,11.154,0.0,12.204,0.0,9.317,0.272,8.86
21,0,154,0.0,6.753,0.287,8.659,0.0,5.007,0.0,6.083
21,0,161,0.0,13.663,0.0,12.026,0.0,8.413,0.296,0.386
21,0,168,0.335,7.174,0.211,9.074,0.0,0.209,0.081,8.932
21,0,175,0.0,4.921,0.0,10.651,0.0,6.586,0.292,3.067
21,7,0,0.003,2.003,0.005,2.542,0.003,1.224,0.005,2.897
21,7,7,0.028,7.296,0.054,7.127,0.001,7.009,0.003,5.898
21,7,14,0.002,4.177,0.029,8.324,0.004,2.698,0.002,8.209
21,7,21,1.33,4.517,0.027,9.141,0.161,7.317,0.001,2.06
21,7,28,0.011,3.353,0.191,6.307,0.002,2.419,0.003,7.005
21,7,35,0.003,4.498,0.009,4.356,0.005,6.651,0.002,7.005
21,7,42,0.016,6.804,0.004,3.208,0.002,6.843,0.002,1.394
21,7,49,0.027,4.061,0.033,4.805,0.008,7.002,0.003,6.092
21,7,56,0.571,7.011,0.005,5.094,0.007,6.56,0.003,2.33
21,7,63,0.085,7.611,0.059,4.554,0.019,4.177,0.002,5.343
21,7,70,0.033,5.373,0.009,6.715,0.011,0.813,0.009,6.777
21,7,77,0.006,2.56,0.006,3.682,0.006,3.542,0.002,2.273
21,7,84,0.002,7.004,0.749,3.369,0.001,4.54,0.002,7.589
21,7,91,0.01,3.874,0.014,6.209,0.004,2.708,0.002,1.81
21,7,98,0.229,7.574,0.006,4.303,0.002,2.69,0.007,7.003
21,7,105,0.018,7.01,0.021,7.003,0.002,6.335,0.002,6.777
21,7,112,0.001,7.009,0.001,5.576,0.003,5.734,0.002,6.11
21,7,119,0.008,7.315,0.003,1.879,0.002,3.181,0.006,2.619
21,7,126,0.024,1.782,0.003,4.351,0.003,7.921,0.002,3.155
21,7,133,0.02,7.014,0.002,2.815,0.004,4.852,0.002,7.01
21,7,140,0.004,5.733,0.216,1.399,0.002,3.848,0.002,7.705
21,7,147,0.005,3.615,0.04,7.052,0.004,6.19,0.002,3.472
21,7,154,0.006,4.345,0.004,4.363,0.002,7.487,0.001,5.099
21,7,161,0.005,2.706,0.01,2.92,0.002,2.943,0.003,5.439
21,7,168,0.008,5.606,0.002,4.825,0.007,5.742,0.002,3.787
21,7,175,0.005,7.292,0.476,4.162,0.003,3.186,0.004,3.399
21,14,0,0.001,3.73,0.001,3.997,0.001,2.157,0.001,5.501
21,14,7,0.004,5.115,0.01,4.986,0.001,4.914,0.001,1.443
21,14,14,2.998,13.187,0.003,5.317,0.008,3.073,0.001,5.051
21,14,21,0.001,1.829,0.001,6.262,0.001,4.284,0.001,3.537
21,14,28,0.003,4.469,0.001,0.646,0.007,5.007,0.001,3.599
21,14,35,0.014,5.394,0.007,7.487,0.001,2.023,0.001,5.271
21,14,42,0.012,7.36,0.001,6.758,0.001,3.731,0.001,3.889
21,14,49,0.006,5.669,0.001,5.134,0.018,5.117,0.001,2.279
21,14,56,0.001,4.968,0.008,2.718,0.001,4.963,0.001,5.233
21,14,63,0.004,2.642,0.001,5.338,0.002,2.224,0.001,5.071
21,14,70,0.007,3.152,0.002,2.198,0.001,3.135,0.01,3.815
21,14,77,0.003,3.78,0.001,4.949,0.001,3.42,0.001,2.566
21,14,84,0.001,4.479,0.001,5.178,0.001,3.184,0.001,2.469
21,14,91,0.018,6.988,0.001,5.053,0.007,5.256,0.001,4.019
21,14,98,0.002,4.788,0.001,2.247,0.001,4.85,0.001,5.88
21,14,105,0.001,1.719,0.008,2.357,0.001,2.127,0.001,5.274
21,14,112,0.006,4.749,0.001,4.465,0.015,5.065,0.001,3.941
21,14,119,0.001,4.114,0.001,0.894,0.001,3.177,0.001,7.576
21,14,126,0.007,2.907,0.002,2.349,0.007,4.565,0.001,2.129
21,14,133,0.005,3.019,0.005,5.61,0.001,8.523,0.003,5.185
21,14,140,0.006,5.255,0.001,3.241,0.001,3.677,0.001,3.638
21,14,147,0.001,2.327,0.009,5.772,0.001,1.701,0.001,4.196
21,14,154,0.001,3.213,0.002,2.444,0.007,5.432,0.001,5.301
21,14,161,0.001,2.565,0.003,3.087,0.001,4.618,0.001,2.056
21,14,168,0.001,5.094,0.002,5.085,0.001,5.43,0.001,4.214
21,14,175,0.002,4.274,0.001,5.082,0.009,3.169,0.013,5.795
21,21,0,0.001,5.336,0.001,0.331,0.001,3.222,0.006,1.319
21,21,7,0.002,3.246,0.005,1.991,0.001,5.047,0.001,1.841
21,21,14,0.013,3.391,0.014,4.238,0.011,2.317,0.009,7.569
21,21,21,0.006,4.986,0.006,2.666,0.003,1.808,0.001,1.029
21,21,28,0.003,1.527,0.001,4.594,0.004,0.547,0.001,1.282
21,21,35,0.002,1.881,0.002,2.459,0.007,3.116,0.004,2.7
21,21,42,0.002,0.9,0.017,3.591,0.01,5.49,0.012,2.372
21,21,49,0.004,7.774,0.001,2.204,0.001,3.316,0.001,2.905
21,21,56,0.01,2.165,0.002,2.736,0.001,7.529,0.001,2.406
21,21,63,0.008,7.95,0.003,1.742,0.004,1.045,0.006,2.752
21,21,70,0.033,1.216,0.023,1.967,0.001,7.867,0.001,3.068
21,21,77,0.015,2.37,0.011,2.136,0.002,1.826,0.001,4.041
21,21,84,0.002,5.334,0.003,4.42,0.01,3.641,0.014,4.311
21,21,91,0.0,3.624,0.009,2.928,0.0,2.948,0.001,1.787
21,21,98,0.003,3.108,0.001,2.976,0.006,0.641,0.001,0.654
21,21,105,0.018,2.789,0.001,1.259,0.011,0.421,0.015,3.511
21,21,112,0.009,3.166,0.01,3.516,0.005,3.244,0.001,1.859
21,21,119,0.001,2.315,0.009,3.743,0.001,2.757,0.002,3.003
21,21,126,0.001,6.851,0.002,1.59,0.014,3.38,0.011,4.257
21,21,133,0.004,3.983,0.005,5.555,0.001,4.216,0.001,2.325
21,21,140,0.01,2.92,0.002,4.064,0.003,2.114,0.003,0.907
21,21,147,0.016,1.396,0.0,3.911,0.011,1.21,0.013,2.1
21,21,154,0.005,3.522,0.001,1.755,0.002,8.544,0.001,1.39
21,21,161,0.013,9.328,0.001,1.609,0.001,2.132,0.001,0.871
21,21,168,0.012,2.463,0.0,0.783,0.008,2.567,0.001,3.824
21,21,175,0.0,1.702,0.002,1.231,0.012,2.705,0.001,2.376
21,28,0,0.001,2.138,0.001,4.097,0.001,1.627,0.001,2.856
21,28,7,0.007,1.275,0.006,1.417,0.012,3.748,0.006,1.43
21,28,14,0.004,2.029,0.0,3.063,0.001,2.35,0.001,1.984
21,28,21,0.001,0.786,0.007,0.51,0.001,0.891,0.0,1.931
21,28,28,0.013,1.472,0.007,1.728,0.011,3.361,0.005,1.17
21,28,35,0.002,1.028,0.004,1.028,0.001,2.182,0.002,1.326
21,28,42,0.002,0.748,0.006,3.014,0.011,1.309,0.005,0.172
21,28,49,0.015,3.07,0.002,2.254,0.001,2.247,0.001,0.88
21,28,56,0.002,4.354,0.003,2.827,0.006,1.269,0.001,8.305
21,28,63,0.01,3.661,0.002,1.402,0.004,0.832,0.009,0.874
21,28,70,0.01,2.791,0.008,2.277,0.006,0.65,0.001,1.759
21,28,77,0.001,2.374,0.0,0.82,0.008,0.883,0.004,1.096
21,28,84,0.016,2.647,0.002,3.543,0.005,0.631,0.012,2.763
21,28,91,0.003,1.236,0.003,1.274,0.012,0.858,0.006,2.657
21,28,98,0.005,5.441,0.012,3.9,0.001,6.281,0.006,1.207
21,28,105,0.01,2.449,0.004,0.803,0.012,1.685,0.003,1.674
21,28,112,0.002,1.203,0.005,4.763,0.001,1.694,0.001,2.985
21,28,119,0.012,3.961,0.002,1.992,0.006,0.599,0.007,1.273
21,28,126,0.001,2.571,0.01,1.497,0.003,1.562,0.003,2.205
21,28,133,0.002,2.405,0.001,1.31,0.007,1.865,0.0,3.111
21,28,140,0.013,3.464,0.011,3.657,0.006,1.367,0.002,1.841
21,28,147,0.001,3.81,0.003,0.807,0.008,2.259,0.004,2.296
21,28,154,0.013,1.339,0.011,3.01,0.011,5.51,0.005,3.009
21,28,161,0.01,1.449,0.001,2.793,0.001,3.74,0.001,1.723
21,28,168,0.001,1.358,0.011,2.338,0.014,2.278,0.008,1.755
21,28,175,0.011,0.626,0.01,3.293,0.002,2.635,0.008,4.097
21,35,0,0.005,3.481,0.001,2.858,0.001,1.126,0.002,2.74
21,35,7,0.002,1.532,0.0,2.281,0.002,1.184,0.002,0.929
21,35,14,0.008,1.073,0.004,1.17,0.001,0.86,0.004,0.971
21,35,21,0.001,1.018,0.002,2.412,0.003,2.178,0.003,2.353
21,35,28,0.01,3.117,0.004,3.95,0.004,1.087,0.004,0.654
21,35,35,0.01,0.219,0.011,2.951,0.004,1.304,0.005,1.336
21,35,42,0.007,2.771,0.007,5.802,0.006,2.821,0.006,2.527
21,35,49,0.005,1.516,0.01,1.285,0.005,4.1,0.004,0.596
21,35,56,0.009,1.244,0.005,0.455,0.005,2.599,0.002,0.869
21,35,63,0.005,2.736,0.011,2.567,0.004,1.262,0.004,2.209
21,35,70,0.004,2.167,0.001,2.65,0.003,1.959,0.001,1.659
21,35,77,0.004,2.995,0.003,0.696,0.007,2.139,0.006,1.314
21,35,84,0.004,3.505,0.001,1.409,0.007,1.278,0.001,1.878
21,35,91,0.004,1.416,0.003,2.203,0.003,0.477,0.004,1.748
21,35,98,0.0,0.691,0.001,2.633,0.003,0.576,0.006,1.949
21,35,105,0.003,2.746,0.001,0.882,0.002,1.683,0.003,1.865
21,35,112,0.002,1.898,0.003,1.784,0.006,1.452,0.005,1.845
21,35,119,0.008,2.279,0.005,7.692,0.004,0.455,0.003,2.148
21,35,126,0.011,2.197,0.004,1.107,0.004,4.02,0.006,0.638
21,35,133,0.006,2.198,0.004,3.665,0.004,0.754,0.002,2.706
21,35,140,0.005,1.279,0.008,7.762,0.009,1.081,0.006,2.528
21,35,147,0.007,2.895,0.009,2.068,0.007,0.627,0.003,0.491
21,35,154,0.001,5.519,0.003,1.855,0.003,1.295,0.005,1.795
21,35,161,0.006,0.904,0.002,0.834,0.003,2.298,0.002,1.537
21,35,168,0.003,2.402,0.005,2.402,0.0,2.985,0.003,1.039
21,35,175,0.005,0.748,0.003,1.059,0.006,0.165,0.006,0.969
21,42,0,0.001,1.611,0.006,2.45,0.003,0.84,0.005,1.932
21,42,7,0.001,1.349,0.005,1.233,0.002,1.605,0.005,1.209
21,42,14,0.002,3.501,0.01,0.497,0.001,1.234,0.007,1.262
21,42,21,0.003,3.084,0.002,0.914,0.005,0.542,0.002,1.144
21,42,28,0.005,2.727,0.007,1.469,0.004,1.097,0.004,1.358
21,42,35,0.004,1.808,0.005,2.285,0.003,1.675,0.001,1.495
21,42,42,0.003,1.491,0.001,1.156,0.004,0.661,0.005,1.853
21,42,49,0.004,0.894,0.004,0.721,0.007,2.17,0.001,1.051
21,42,56,0.007,1.172,0.005,2.444,0.002,1.635,0.004,1.708
21,42,63,0.006,1.361,0.005,2.1,0.004,0.659,0.0,1.188
21,42,70,0.007,0.726,0.001,1.031,0.002,0.925,0.003,1.655
21,42,77,0.004,1.428,0.006,1.776,0.007,2.056,0.004,1.06
21,42,84,0.004,0.952,0.006,1.974,0.005,1.42,0.005,1.147
21,42,91,0.004,2.82,0.001,0.7,0.001,1.728,0.002,0.797
21,42,98,0.0,2.227,0.006,1.916,0.004,1.952,0.008,2.039
21,42,105,0.006,1.187,0.003,1.674,0.001,1.918,0.006,1.865
21,42,112,0.002,2.903,0.001,2.129,0.007,1.667,0.007,0.922
21,42,119,0.005,0.877,0.007,1.859,0.003,1.91,0.004,1.045
21,42,126,0.002,1.563,0.007,1.007,0.004,0.675,0.002,1.491
21,42,133,0.001,1.251,0.004,1.31,0.001,1.249,0.002,1.54
21,42,140,0.005,2.408,0.001,1.59,0.009,1.407,0.004,0.738
21,42,147,0.007,1.828,0.01,0.284,0.005,1.368,0.005,0.779
21,42,154,0.007,0.777,0.005,0.512,0.001,2.699,0.0,1.09
21,42,161,0.006,1.163,0.001,1.116,0.004,0.643,0.005,1.027
21,42,168,0.0,3.182,0.007,1.291,0.0,0.703,0.0,1.309
21,42,175,0.002,1.676,0.005,2.321,0.005,1.124,0.005,0.491
21,49,0,0.002,1.057,0.003,1.833,0.002,1.482,0.005,1.313
21,49,7,0.006,0.804,0.002,1.409,0.004,0.66,0.004,1.057
21,49,14,0.003,1.126,0.002,1.241,0.004,1.127,0.004,0.642
21,49,21,0.008,0.258,0.005,1.701,0.006,1.298,0.005,0.846
21,49,28,0.003,2.062,0.006,1.039,0.003,0.795,0.003,0.731
21,49,35,0.004,0.54,0.003,2.198,0.004,0.964,0.004,1.78
21,49,42,0.003,1.883,0.005,2.962,0.004,1.479,0.005,0.727
21,49,49,0.006,1.047,0.007,1.416,0.004,0.606,0.003,1.265
21,49,56,0.002,1.443,0.004,0.67,0.004,2.067,0.005,0.425
21,49,63,0.006,2.244,0.001,1.282,0.004,2.058,0.002,1.06
21,49,70,0.002,1.694,0.003,1.641,0.005,1.642,0.007,1.881
21,49,77,0.006,1.394,0.003,2.303,0.002,1.125,0.003,1.853
21,49,84,0.005,1.819,0.007,2.963,0.003,1.693,0.007,1.666
21,49,91,0.003,1.528,0.006,1.661,0.004,0.606,0.005,2.191
21,49,98,0.007,2.506,0.004,2.324,0.001,1.508,0.006,2.514
21,49,105,0.001,1.806,0.003,0.465,0.005,0.476,0.003,1.671
21,49,112,0.006,0.73,0.007,2.77,0.004,1.648,0.006,1.812
21,49,119,0.004,1.874,0.006,2.284,0.004,0.993,0.001,1.896
21,49,126,0.008,1.921,0.002,3.012,0.005,1.584,0.005,1.793
21,49,133,0.003,4.116,0.003,1.053,0.005,0.848,0.003,0.906
21,49,140,0.006,2.119,0.004,2.612,0.002,0.623,0.004,0.778
21,49,147,0.002,0.486,0.003,1.842,0.005,2.262,0.005,0.39
21,49,154,0.005,2.019,0.003,1.61,0.005,1.798,0.004,0.83
21,49,161,0.002,1.603,0.005,1.749,0.001,1.868,0.006,0.963
21,49,168,0.006,1.495,0.001,0.158,0.005,2.16,0.004,0.483
21,49,175,0.003,3.748,0.003,1.227,0.003,1.979,0.005,0.753
21,56,0,0.002,1.646,0.002,0.937,0.002,0.764,0.005,1.634
21,56,7,0.005,1.571,0.005,3.301,0.003,1.755,0.002,1.41
21,56,14,0.003,1.574,0.003,3.211,0.002,0.845,0.002,0.844
21,56,21,0.005,1.458,0.006,1.131,0.006,1.929,0.003,0.664
21,56,28,0.002,0.844,0.003,2.052,0.002,1.709,0.004,0.465
21,56,35,0.004,2.574,0.003,1.87,0.005,1.897,0.002,0.824
21,56,42,0.004,1.55,0.001,2.693,0.005,1.249,0.002,1.159
21,56,49,0.004,1.999,0.004,1.007,0.003,1.337,0.005,1.508
21,56,56,0.003,1.217,0.001,1.181,0.002,0.645,0.002,1.616
21,56,63,0.005,0.671,0.005,0.801,0.003,1.205,0.006,0.678
21,56,70,0.002,1.771,0.004,3.042,0.005,1.54,0.002,1.712
21,56,77,0.002,2.818,0.005,1.834,0.002,1.052,0.004,2.013
21,56,84,0.006,3.059,0.003,1.472,0.003,2.376,0.005,0.445
21,56,91,0.002,0.161,0.006,1.116,0.003,0.805,0.003,0.738
21,56,98,0.003,1.356,0.003,1.789,0.005,0.82,0.005,0.464
21,56,105,0.002,1.213,0.005,1.354,0.005,1.734,0.002,0.849
21,56,112,0.001,0.67,0.004,0.916,0.003,1.461,0.003,1.334
21,56,119,0.002,0.789,0.004,1.569,0.003,1.051,0.005,1.336
21,56,126,0.003,1.236,0.005,1.29,0.003,0.522,0.002,1.045
21,56,133,0.004,1.748,0.004,2.072,0.005,1.751,0.005,1.76
21,56,140,0.004,1.774,0.006,1.004,0.002,1.57,0.003,1.308
21,56,147,0.003,3.299,0.003,0.243,0.003,1.865,0.003,1.434
21,56,154,0.005,1.529,0.004,0.817,0.003,1.303,0.005,2.752
21,56,161,0.003,1.403,0.003,1.805,0.005,1.11,0.002,0.604
21,56,168,0.003,1.191,0.003,1.279,0.003,1.277,0.003,0.798
21,56,175,0.004,1.641,0.001,1.15,0.005,2.177,0.002,1.056
21,63,0,0.004,2.83,0.002,2.222,0.004,2.536,0.003,0.947
21,63,7,0.003,1.756,0.004,3.004,0.003,1.914,0.003,0.24
21,63,14,0.002,0.996,0.003,1.69,0.004,1.44,0.004,1.259
21,63,21,0.003,1.379,0.004,2.37,0.001,0.694,0.002,1.053
21,63,28,0.003,1.534,0.004,1.353,0.004,1.563,0.004,0.772
21,63,35,0.006,2.127,0.003,2.56,0.003,2.855,0.004,1.276
21,63,42,0.002,3.664,0.003,1.178,0.002,0.515,0.002,0.799
21,63,49,0.004,1.466,0.003,0.206,0.003,1.595,0.003,1.271
21,63,56,0.002,1.827,0.003,1.149,0.003,1.482,0.002,2.231
21,63,63,0.003,1.083,0.002,1.478,0.002,1.453,0.003,0.927
21,63,70,0.002,1.634,0.002,2.166,0.003,0.806,0.003,1.362
21,63,77,0.004,1.515,0.003,1.957,0.002,0.411,0.003,0.891
21,63,84,0.001,2.48,0.003,1.531,0.004,1.353,0.003,1.935
21,63,91,0.001,2.592,0.003,1.493,0.002,1.15,0.004,1.412
21,63,98,0.003,2.271,0.004,1.17,0.003,0.703,0.003,3.064
21,63,105,0.002,0.726,0.004,1.56,0.002,1.091,0.002,0.342
21,63,112,0.003,1.045,0.003,1.488,0.003,0.559,0.003,2.484
21,63,119,0.002,1.164,0.003,1.479,0.003,1.215,0.003,1.71
21,63,126,0.005,1.258,0.003,1.973,0.003,2.113,0.005,0.604
21,63,133,0.001,0.423,0.003,0.769,0.003,0.905,0.004,1.225
21,63,140,0.004,1.85,0.003,0.883,0.002,0.616,0.004,0.766
21,63,147,0.002,1.108,0.004,3.076,0.004,1.147,0.002,0.739
21,63,154,0.003,1.413,0.002,1.812,0.002,0.807,0.003,0.431
21,63,161,0.003,0.784,0.002,2.031,0.003,1.219,0.003,1.104
21,63,168,0.004,2.807,0.003,0.886,0.001,0.961,0.002,1.705
21,63,175,0.001,0.971,0.001,2.97,0.004,1.708,0.007,0.849
21,70,0,0.002,1.097,0.002,1.149,0.003,1.797,0.002,2.135
21,70,7,0.004,2.068,0.004,1.158,0.003,1.819,0.005,0.651
21,70,14,0.004,1.038,0.004,1.576,0.003,0.733,0.003,1.198
21,70,21,0.004,1.485,0.004,2.564,0.003,1.124,0.002,4.22
21,70,28,0.003,2.858,0.003,1.547,0.003,1.415,0.004,2.062
21,70,35,0.003,0.479,0.003,1.189,0.003,2.291,0.003,2.004
21,70,42,0.003,0.587,0.005,2.328,0.003,1.558,0.003,1.99
21,70,49,0.005,2.926,0.002,1.438,0.002,3.073,0.002,1.113
21,70,56,0.003,2.379,0.003,2.406,0.002,2.331,0.003,2.119
21,70,63,0.003,3.06,0.004,1.119,0.002,1.0,0.002,1.031
21,70,70,0.003,0.943,0.002,0.401,0.003,0.812,0.003,0.733
21,70,77,0.004,1.035,0.003,1.442,0.002,0.694,0.003,0.752
21,70,84,0.002,2.419,0.006,1.18,0.003,3.722,0.003,0.58
21,70,91,0.002,1.9,0.002,1.457,0.003,1.585,0.003,1.551
21,70,98,0.002,0.884,0.003,0.626,0.003,1.813,0.003,1.282
21,70,105,0.004,2.084,0.004,1.4,0.003,1.797,0.003,3.77
21,70,112,0.003,2.401,0.003,2.374,0.002,1.187,0.003,1.608
21,70,119,0.003,1.307,0.002,1.248,0.001,2.929,0.002,1.913
21,70,126,0.002,1.356,0.004,1.882,0.002,3.501,0.002,1.124
21,70,133,0.003,3.19,0.002,2.273,0.003,1.355,0.004,1.262
21,70,140,0.004,1.979,0.003,4.664,0.003,2.456,0.002,1.534
21,70,147,0.003,3.332,0.003,0.613,0.003,1.415,0.004,2.708
21,70,154,0.002,2.551,0.003,1.036,0.003,2.225,0.002,0.218
21,70,161,0.003,1.683,0.003,2.217,0.003,0.868,0.003,1.339
21,70,168,0.005,2.527,0.003,0.549,0.002,1.261,0.002,0.364
21,70,175,0.002,2.079,0.003,2.086,0.001,2.307,0.003,1.45
21,77,0,0.002,1.988,0.003,8.674,0.003,2.214,0.002,2.714
21,77,7,0.005,4.213,0.003,6.297,0.004,1.893,0.003,4.076
21,77,14,0.004,5.391,0.004,4.293,0.002,0.549,0.004,1.754
21,77,21,0.004,2.885,0.002,2.304,0.002,3.147,0.002,4.126
21,77,28,0.005,2.728,0.004,0.71,0.005,2.401,0.003,1.628
21,77,35,0.003,0.809,0.003,3.684,0.003,1.827,0.003,1.729
21,77,42,0.002,2.437,0.003,1.397,0.001,3.157,0.003,1.292
21,77,49,0.0,2.005,0.003,3.553,0.005,1.109,0.002,3.14
