Euler1,Euler2,Euler3,n14,n14_noise,n16,n16_noise,n20,n20_noise,n24,n24_noise
21,7,140,0.003,16.037,0.003,6.006,0.007,6.965,0.004,6.183
21,7,147,0.002,5.388,0.01,7.072,0.002,4.383,0.003,10.685
21,7,154,0.014,7.01,0.002,4.244,0.025,3.078,0.002,10.487
21,7,161,0.026,8.813,0.003,8.966,0.003,7.353,0.002,3.889
21,7,168,0.95,3.481,0.003,9.42,0.001,8.837,0.006,7.03
21,7,175,0.006,8.151,0.004,8.556,0.002,7.726,0.002,7.148
21,14,0,0.001,13.153,0.001,8.165,0.001,3.925,0.001,9.932
21,14,7,0.003,5.525,0.003,6.363,0.001,5.153,0.192,5.44
21,14,14,0.003,2.141,0.002,4.939,0.001,10.551,0.001,6.112
21,14,21,0.001,5.388,0.001,8.275,0.001,3.331,0.001,12.952
21,14,28,0.013,11.841,0.001,6.532,0.007,8.442,0.001,5.792
21,14,35,0.021,14.021,0.01,5.104,0.001,3.406,0.001,4.335
21,14,42,0.026,7.717,0.001,7.904,0.001,0.585,0.001,9.102
21,14,49,0.007,1.648,0.001,7.773,0.018,6.128,0.001,14.004
21,14,56,0.002,5.119,0.001,4.789,0.001,5.468,0.001,2.848
21,14,63,0.002,4.697,0.002,4.987,0.005,13.417,0.001,4.644
21,14,70,0.0,5.411,0.001,9.402,0.001,5.876,0.011,2.486
21,14,77,0.001,2.608,0.001,6.736,0.001,4.646,0.001,7.566
21,14,84,0.003,13.056,0.001,6.183,0.001,14.01,0.001,4.503
21,14,91,0.005,6.497,0.001,5.456,0.008,7.615,0.001,4.435
21,14,98,0.002,4.906,0.002,5.087,0.001,4.417,0.001,6.034
21,14,105,0.002,2.862,0.006,6.649,0.001,4.618,0.001,1.21
21,14,112,0.002,5.194,0.001,5.309,0.013,5.281,0.001,9.102
21,14,119,0.004,4.883,0.002,4.832,0.001,7.778,0.001,14.005
21,14,126,0.01,6.223,0.001,1.145,0.008,5.301,0.001,3.996
21,14,133,0.026,7.408,0.003,5.082,0.001,5.494,0.001,4.803
21,14,140,0.005,5.723,0.001,9.395,0.001,1.1,0.001,8.511
21,14,147,0.001,3.519,0.008,2.209,0.001,6.447,0.001,5.294
21,14,154,0.001,5.222,0.001,2.404,0.007,5.116,0.001,13.105
21,14,161,0.002,5.301,0.002,4.744,0.001,6.715,0.001,1.262
21,14,168,0.001,11.279,0.001,5.314,0.001,5.846,0.001,9.089
21,14,175,0.002,14.001,0.001,12.474,0.011,3.985,0.013,3.352
21,21,0,0.001,9.852,0.001,2.279,0.001,3.139,0.001,2.554
21,21,7,0.001,3.147,0.005,1.852,0.001,6.738,0.001,1.231
21,21,14,0.009,6.537,0.012,2.217,0.011,10.07,0.009,8.931
21,21,21,0.005,5.382,0.005,13.288,0.005,3.511,0.002,3.352
21,21,28,0.007,8.323,0.002,2.476,0.004,1.691,0.001,2.52
21,21,35,0.001,7.615,0.012,4.883,0.007,8.548,0.004,7.986
21,21,42,0.003,3.403,0.017,7.854,0.01,2.799,0.012,9.427
21,21,49,0.004,6.747,0.002,4.098,0.002,4.809,0.001,3.632
21,21,56,0.002,3.57,0.001,1.469,0.001,1.716,0.001,4.563
21,21,63,0.002,1.366,0.005,6.02,0.012,7.795,0.006,3.223
21,21,70,0.03,4.324,0.025,6.616,0.001,3.959,0.001,8.443
21,21,77,0.015,5.427,0.011,8.728,0.001,4.356,0.001,6.444
21,21,84,0.002,8.225,0.002,8.209,0.01,7.524,0.014,5.046
21,21,91,0.005,3.716,0.011,4.181,0.001,8.571,0.001,6.154
21,21,98,0.004,7.798,0.0,4.785,0.007,2.226,0.0,4.099
21,21,105,0.019,9.302,0.001,5.114,0.017,1.635,0.014,4.462
21,21,112,0.008,4.226,0.009,8.478,0.004,5.774,0.001,4.063
21,21,119,0.001,8.651,0.01,5.393,0.001,3.807,0.002,1.087
21,21,126,0.001,5.003,0.005,3.91,0.014,4.122,0.012,3.993
21,21,133,0.005,3.761,0.006,1.305,0.001,8.599,0.001,7.426
21,21,140,0.01,4.225,0.003,9.456,0.003,6.129,0.003,0.638
21,21,147,0.015,1.821,0.001,4.396,0.011,4.784,0.012,4.995
21,21,154,0.01,7.144,0.0,11.128,0.001,3.407,0.001,4.415
21,21,161,0.015,4.261,0.002,5.256,0.001,5.845,0.001,2.814
21,21,168,0.012,8.628,0.0,6.021,0.009,2.825,0.001,2.639
21,21,175,0.001,2.427,0.001,7.605,0.013,1.955,0.001,3.126
21,28,0,0.004,9.944,0.001,4.846,0.001,4.003,0.001,2.385
21,28,7,0.01,4.74,0.007,5.451,0.012,1.563,0.002,5.206
21,28,14,0.005,3.651,0.001,3.147,0.001,0.678,0.001,1.764
21,28,21,0.001,4.65,0.009,6.379,0.001,3.412,0.0,2.373
21,28,28,0.014,17.387,0.004,3.992,0.012,3.899,0.005,9.8
21,28,35,0.003,9.926,0.004,3.24,0.001,2.158,0.003,2.744
21,28,42,0.003,3.502,0.005,4.954,0.011,3.881,0.005,7.412
21,28,49,0.014,11.247,0.002,10.14,0.002,4.823,0.001,1.975
21,28,56,0.001,2.725,0.002,6.409,0.005,4.555,0.001,2.894
21,28,63,0.01,1.138,0.001,2.817,0.004,9.726,0.009,5.901
21,28,70,0.011,5.475,0.007,10.52,0.007,1.986,0.001,1.313
21,28,77,0.001,2.214,0.003,2.182,0.005,5.578,0.004,4.657
21,28,84,0.019,3.572,0.002,10.455,0.005,3.357,0.012,2.097
21,28,91,0.005,8.047,0.002,2.542,0.012,5.671,0.006,6.914
21,28,98,0.004,5.27,0.012,4.905,0.001,3.083,0.006,3.209
21,28,105,0.009,6.24,0.003,3.726,0.012,3.501,0.003,3.546
21,28,112,0.001,1.042,0.006,10.043,0.001,3.95,0.002,1.669
21,28,119,0.01,2.91,0.002,1.348,0.006,2.107,0.007,2.823
21,28,126,0.001,2.918,0.01,3.436,0.004,10.588,0.002,3.196
21,28,133,0.002,1.486,0.001,6.013,0.007,3.207,0.0,4.546
21,28,140,0.007,2.097,0.011,3.339,0.006,3.455,0.002,10.615
21,28,147,0.001,8.739,0.004,1.8,0.008,13.266,0.004,3.875
21,28,154,0.015,2.016,0.012,6.956,0.011,9.766,0.005,2.842
21,28,161,0.01,2.831,0.001,4.749,0.001,4.701,0.001,5.962
21,28,168,0.004,2.844,0.011,4.787,0.014,2.787,0.008,1.212
21,28,175,0.016,2.892,0.01,2.036,0.002,4.483,0.008,2.49
21,35,0,0.005,11.483,0.001,5.4,0.002,7.141,0.001,2.412
21,35,7,0.004,6.341,0.001,0.931,0.001,3.142,0.001,1.544
21,35,14,0.008,3.494,0.006,2.249,0.0,5.446,0.002,3.49
21,35,21,0.001,1.42,0.002,2.857,0.005,1.703,0.003,3.17
21,35,28,0.01,3.145,0.004,3.396,0.004,2.181,0.004,4.28
21,35,35,0.01,8.91,0.01,7.026,0.003,1.572,0.006,1.534
21,35,42,0.007,5.869,0.008,4.156,0.006,3.649,0.004,1.548
21,35,49,0.007,6.596,0.009,1.51,0.005,4.889,0.004,1.792
21,35,56,0.01,7.072,0.006,0.285,0.005,4.955,0.003,1.32
21,35,63,0.005,2.279,0.011,2.194,0.004,2.899,0.004,1.871
21,35,70,0.003,2.057,0.001,2.233,0.003,11.106,0.001,1.069
21,35,77,0.004,4.146,0.003,4.074,0.008,3.542,0.005,2.046
21,35,84,0.004,1.965,0.001,5.654,0.007,4.027,0.002,6.893
21,35,91,0.002,7.496,0.003,6.005,0.002,0.324,0.005,1.08
21,35,98,0.001,6.716,0.001,3.488,0.002,1.482,0.006,0.212
21,35,105,0.002,5.803,0.002,2.28,0.002,9.168,0.003,3.149
21,35,112,0.002,2.632,0.003,6.525,0.006,4.574,0.005,4.325
21,35,119,0.009,2.306,0.003,2.55,0.005,4.714,0.003,2.347
21,35,126,0.011,3.682,0.004,7.598,0.004,1.894,0.009,4.985
21,35,133,0.006,1.148,0.004,2.392,0.003,0.816,0.003,1.95
21,35,140,0.006,2.203,0.009,5.762,0.008,1.229,0.006,2.908
21,35,147,0.007,1.618,0.008,7.159,0.006,3.481,0.002,1.618
21,35,154,0.001,3.267,0.003,1.14,0.002,5.181,0.005,6.761
21,35,161,0.006,4.382,0.001,2.588,0.002,0.399,0.003,1.336
21,35,168,0.004,2.686,0.001,6.05,0.001,3.138,0.004,2.481
21,35,175,0.005,4.81,0.003,1.831,0.006,1.413,0.003,2.31
21,42,0,0.001,4.022,0.004,0.604,0.001,3.11,0.005,3.109
21,42,7,0.001,3.081,0.004,6.019,0.002,0.991,0.006,4.747
21,42,14,0.004,2.493,0.011,1.792,0.001,3.108,0.007,1.773
21,42,21,0.003,5.707,0.001,2.962,0.005,3.657,0.002,3.697
21,42,28,0.003,5.211,0.009,2.594,0.004,2.26,0.004,1.154
21,42,35,0.004,5.653,0.005,1.707,0.002,2.38,0.001,2.233
21,42,42,0.004,5.433,0.003,3.039,0.004,4.074,0.005,0.748
21,42,49,0.004,4.284,0.004,3.161,0.008,1.879,0.001,1.807
21,42,56,0.007,4.785,0.005,2.017,0.002,3.088,0.004,3.059
21,42,63,0.006,5.385,0.005,1.619,0.004,2.045,0.0,0.724
21,42,70,0.007,14.654,0.001,5.758,0.001,7.374,0.003,1.38
21,42,77,0.005,2.54,0.007,1.073,0.007,3.695,0.003,5.479
21,42,84,0.003,0.997,0.006,2.578,0.003,3.511,0.005,3.211
21,42,91,0.004,7.82,0.001,6.327,0.001,4.993,0.002,2.86
21,42,98,0.001,2.818,0.006,2.795,0.004,1.876,0.008,1.215
21,42,105,0.008,1.35,0.003,2.67,0.001,1.353,0.006,1.114
21,42,112,0.002,2.385,0.0,4.215,0.006,1.874,0.007,3.794
21,42,119,0.005,5.442,0.007,5.071,0.003,1.649,0.004,2.048
21,42,126,0.003,2.951,0.007,2.32,0.004,2.22,0.002,3.521
21,42,133,0.002,2.802,0.003,2.435,0.002,3.627,0.002,1.976
21,42,140,0.006,1.627,0.001,2.337,0.009,1.297,0.004,2.85
21,42,147,0.008,3.707,0.009,5.854,0.005,1.627,0.005,1.486
21,42,154,0.006,3.135,0.003,1.932,0.001,0.854,0.001,2.371
21,42,161,0.005,3.908,0.002,3.284,0.004,2.172,0.005,1.496
21,42,168,0.0,4.628,0.006,5.663,0.0,2.32,0.0,3.947
21,42,175,0.003,6.049,0.005,1.911,0.005,2.234,0.005,2.526
21,49,0,0.001,0.74,0.003,2.034,0.002,1.712,0.005,2.924
21,49,7,0.005,7.417,0.002,2.118,0.004,1.009,0.005,2.469
21,49,14,0.003,1.485,0.001,4.433,0.004,1.173,0.004,1.134
21,49,21,0.008,2.667,0.005,5.981,0.006,5.572,0.005,1.275
21,49,28,0.004,1.285,0.006,3.65,0.003,0.573,0.003,3.187
21,49,35,0.005,2.643,0.003,1.746,0.004,2.083,0.004,2.981
21,49,42,0.003,4.245,0.005,1.719,0.004,2.305,0.005,2.691
21,49,49,0.005,1.55,0.006,0.804,0.004,1.911,0.003,1.879
21,49,56,0.001,2.35,0.004,3.101,0.005,2.481,0.005,2.503
21,49,63,0.005,3.102,0.001,4.091,0.005,4.675,0.002,1.238
21,49,70,0.001,5.701,0.003,3.783,0.005,2.984,0.007,2.406
21,49,77,0.005,4.329,0.004,3.068,0.002,1.504,0.003,3.906
21,49,84,0.006,3.334,0.006,3.38,0.005,1.658,0.007,0.687
21,49,91,0.003,6.238,0.006,2.02,0.004,2.842,0.005,0.929
21,49,98,0.006,6.66,0.004,2.664,0.001,2.297,0.006,0.807
21,49,105,0.001,5.688,0.003,5.159,0.004,1.978,0.003,2.321
21,49,112,0.006,4.382,0.006,2.809,0.004,1.258,0.006,1.684
21,49,119,0.004,4.953,0.006,1.332,0.004,2.228,0.001,2.002
21,49,126,0.008,2.054,0.002,1.867,0.005,5.063,0.005,2.756
21,49,133,0.003,3.514,0.003,2.864,0.005,2.134,0.003,2.755
21,49,140,0.007,2.026,0.004,3.974,0.002,2.705,0.004,2.961
21,49,147,0.001,3.176,0.002,3.01,0.006,3.236,0.005,4.69
21,49,154,0.006,2.346,0.002,3.308,0.004,1.293,0.004,0.983
21,49,161,0.002,4.69,0.006,3.214,0.001,3.35,0.006,3.347
21,49,168,0.006,4.269,0.001,3.345,0.005,1.064,0.004,1.583
21,49,175,0.003,1.874,0.002,2.426,0.003,4.127,0.005,1.224
21,56,0,0.001,6.028,0.002,2.669,0.002,1.008,0.005,2.207
21,56,7,0.005,1.416,0.005,1.126,0.004,1.599,0.002,3.932
21,56,14,0.003,1.336,0.003,4.057,0.001,2.506,0.002,0.536
21,56,21,0.004,3.031,0.006,0.986,0.006,2.5,0.003,2.629
21,56,28,0.003,3.368,0.002,1.0,0.002,1.586,0.004,1.653
21,56,35,0.004,3.268,0.004,3.013,0.005,2.03,0.002,3.253
21,56,42,0.004,0.833,0.001,1.855,0.005,5.573,0.002,3.402
21,56,49,0.004,0.855,0.004,2.911,0.003,1.484,0.005,4.18
21,56,56,0.003,2.944,0.001,3.708,0.002,4.043,0.002,0.918
21,56,63,0.005,2.005,0.006,4.393,0.003,5.213,0.006,2.907
21,56,70,0.003,3.68,0.004,3.423,0.005,1.703,0.002,3.265
21,56,77,0.003,3.015,0.005,3.41,0.002,2.651,0.004,4.01
21,56,84,0.007,0.724,0.002,2.455,0.003,2.511,0.005,2.762
21,56,91,0.002,4.22,0.006,1.547,0.003,2.113,0.003,1.159
21,56,98,0.004,1.743,0.003,1.475,0.005,2.202,0.005,0.916
21,56,105,0.002,1.729,0.004,3.43,0.004,1.174,0.002,2.206
21,56,112,0.002,3.959,0.005,2.777,0.003,3.196,0.003,2.018
21,56,119,0.002,1.359,0.005,4.716,0.003,4.47,0.005,0.509
21,56,126,0.004,3.318,0.005,2.744,0.003,3.429,0.002,0.438
21,56,133,0.004,1.435,0.004,2.395,0.005,3.582,0.005,2.395
21,56,140,0.004,3.804,0.007,1.893,0.002,3.303,0.003,3.112
21,56,147,0.003,1.678,0.003,0.905,0.003,1.843,0.003,3.674
21,56,154,0.005,2.452,0.004,4.476,0.003,2.872,0.005,1.467
21,56,161,0.003,0.868,0.003,2.658,0.005,1.671,0.002,2.201
21,56,168,0.004,3.154,0.003,3.883,0.003,2.85,0.003,2.517
21,56,175,0.005,3.345,0.002,4.393,0.006,2.985,0.002,1.67
21,63,0,0.003,2.399,0.002,6.432,0.004,1.621,0.003,0.761
21,63,7,0.004,3.438,0.003,2.744,0.003,1.459,0.003,2.986
21,63,14,0.002,4.461,0.002,1.604,0.004,1.57,0.004,1.705
21,63,21,0.003,1.383,0.003,5.17,0.002,3.906,0.002,3.257
21,63,28,0.004,3.868,0.004,1.779,0.004,2.227,0.004,1.422
21,63,35,0.005,1.531,0.004,3.181,0.003,3.413,0.003,3.013
21,63,42,0.002,2.61,0.003,4.36,0.002,5.56,0.002,2.583
21,63,49,0.003,3.517,0.002,1.15,0.003,2.195,0.003,1.178
21,63,56,0.003,3.746,0.004,2.015,0.003,2.492,0.003,2.939
21,63,63,0.003,3.675,0.002,2.579,0.002,4.704,0.003,5.793
21,63,70,0.003,3.206,0.002,2.213,0.003,2.586,0.003,0.978
21,63,77,0.004,2.957,0.003,2.274,0.003,1.069,0.003,1.962
21,63,84,0.001,3.597,0.002,3.025,0.003,2.305,0.002,3.129
21,63,91,0.002,0.995,0.003,3.475,0.002,2.461,0.004,1.344
21,63,98,0.003,1.917,0.004,2.665,0.003,3.953,0.003,1.596
21,63,105,0.001,6.38,0.004,1.616,0.002,3.212,0.002,2.237
21,63,112,0.003,2.109,0.004,2.582,0.003,6.207,0.003,0.772
21,63,119,0.003,3.036,0.003,2.008,0.004,1.764,0.003,0.176
21,63,126,0.006,4.955,0.003,1.371,0.003,3.77,0.005,1.8
21,63,133,0.001,1.331,0.003,2.341,0.003,5.032,0.003,3.778
21,63,140,0.004,2.294,0.003,2.402,0.002,1.879,0.004,2.687
21,63,147,0.002,3.108,0.004,5.295,0.004,0.914,0.002,5.908
21,63,154,0.003,3.323,0.002,3.412,0.002,3.803,0.003,1.639
21,63,161,0.003,7.549,0.003,2.644,0.003,5.271,0.003,3.871
21,63,168,0.004,3.704,0.003,5.305,0.001,1.535,0.002,3.272
21,63,175,0.001,6.217,0.001,6.485,0.004,3.719,0.006,0.877
21,70,0,0.002,3.373,0.002,4.794,0.003,2.47,0.002,1.96
21,70,7,0.004,1.123,0.003,4.42,0.003,1.91,0.005,3.32
21,70,14,0.003,6.82,0.004,7.138,0.003,6.018,0.003,3.244
21,70,21,0.003,1.89,0.003,4.389,0.003,3.808,0.002,5.191
21,70,28,0.003,4.045,0.003,3.54,0.004,2.589,0.004,2.576
21,70,35,0.003,7.216,0.003,3.33,0.003,2.283,0.003,4.128
21,70,42,0.003,6.74,0.005,6.057,0.002,5.244,0.003,1.473
21,70,49,0.005,4.777,0.002,7.672,0.002,4.381,0.002,6.434
21,70,56,0.002,3.197,0.003,2.049,0.001,4.051,0.003,1.114
21,70,63,0.003,4.345,0.005,2.057,0.002,3.345,0.002,7.481
21,70,70,0.003,3.451,0.002,3.767,0.003,1.492,0.003,2.629
21,70,77,0.004,3.409,0.003,3.063,0.002,2.092,0.003,3.271
21,70,84,0.003,2.567,0.005,1.43,0.003,1.575,0.003,3.723
21,70,91,0.002,5.093,0.002,2.885,0.003,7.157,0.003,5.047
21,70,98,0.003,6.98,0.002,6.47,0.003,1.219,0.003,2.995
21,70,105,0.003,2.555,0.004,6.067,0.003,2.64,0.003,2.045
21,70,112,0.003,2.061,0.003,1.199,0.002,1.61,0.002,3.844
21,70,119,0.003,5.357,0.003,7.015,0.001,1.456,0.003,1.959
21,70,126,0.002,2.995,0.004,2.203,0.002,2.783,0.003,5.354
21,70,133,0.003,4.858,0.003,2.543,0.003,2.223,0.004,2.065
21,70,140,0.004,6.251,0.003,2.763,0.003,3.661,0.002,3.58
21,70,147,0.003,2.981,0.003,2.995,0.004,1.286,0.003,7.929
21,70,154,0.002,0.66,0.003,3.127,0.004,2.372,0.002,2.518
21,70,161,0.003,2.659,0.003,9.594,0.003,1.975,0.003,2.942
21,70,168,0.005,4.643,0.003,3.316,0.002,4.067,0.002,6.49
21,70,175,0.002,3.033,0.004,4.345,0.001,1.044,0.003,3.27
21,77,0,0.002,4.815,0.003,2.051,0.004,2.306,0.002,6.291
21,77,7,8.975,2.029,0.003,4.646,0.004,4.769,0.003,3.247
21,77,14,0.004,13.126,0.004,5.627,0.002,3.05,0.004,1.657
21,77,21,0.004,0.851,0.002,5.668,0.002,4.257,0.002,4.011
21,77,28,0.003,3.879,0.004,3.94,0.005,12.801,0.003,1.087
21,77,35,0.003,1.577,0.003,2.902,0.002,15.512,0.003,3.646
21,77,42,0.002,16.336,0.004,12.844,0.002,2.909,0.003,3.646
21,77,49,0.002,7.76,0.004,3.909,0.004,0.684,0.002,4.352
21,77,56,0.004,3.837,0.003,5.358,0.002,8.448,0.002,3.947
21,77,63,0.004,1.081,0.005,4.691,0.001,7.349,0.002,2.554
21,77,70,0.002,1.242,0.001,1.913,0.005,6.79,0.004,2.811
21,77,77,0.003,2.98,0.002,4.775,0.002,8.954,0.002,6.119
21,77,84,0.002,0.986,0.003,6.785,0.002,6.442,0.002,4.955
21,77,91,0.003,2.034,0.004,2.196,0.005,3.829,0.002,2.543
21,77,98,0.002,8.364,0.002,3.971,0.002,5.111,0.002,3.063
21,77,105,0.003,5.149,0.002,2.49,0.002,5.472,0.003,5.953
21,77,112,0.002,3.816,0.005,2.051,0.004,5.822,0.003,7.503
21,77,119,0.003,15.574,0.001,3.835,0.001,14.601,0.002,5.147
21,77,126,0.003,1.254,0.003,4.035,0.001,2.486,0.002,4.528
21,77,133,0.001,15.945,0.003,6.885,0.006,11.075,0.003,1.905
21,77,140,0.002,3.557,0.003,2.98,0.002,2.282,0.002,3.073
21,77,147,0.004,4.863,0.002,1.709,0.002,2.105,0.002,1.225
21,77,154,0.005,3.508,0.003,9.548,0.005,2.349,0.001,5.955
21,77,161,0.003,6.751,0.004,4.541,0.003,14.946,0.003,2.356
21,77,168,0.003,6.74,0.003,6.132,0.003,3.098,0.003,3.339
21,77,175,0.002,7.314,0.004,1.316,0.002,6.341,0.002,1.747
21,84,0,0.006,11.779,0.007,7.879,0.008,9.27,0.003,2.19
21,84,7,0.003,7.309,0.003,11.318,0.003,7.82,0.003,5.952
21,84,14,0.004,6.537,0.003,2.985,0.005,1.069,0.004,8.01
21,84,21,0.007,6.689,0.004,8.214,0.003,8.658,0.006,6.437
21,84,28,0.004,5.859,0.004,9.014,0.003,1.693,0.006,7.285
21,84,35,0.005,4.028,0.008,11.684,0.002,7.813,0.002,9.847
21,84,42,0.004,8.285,0.007,6.456,0.005,6.394,0.004,0.882
21,84,49,0.005,6.22,0.002,7.599,0.003,10.404,0.006,8.617
21,84,56,0.005,2.877,0.006,7.993,0.003,7.464,0.003,10.965
21,84,63,0.009,7.263,0.005,3.456,0.006,3.682,0.004,3.136
21,84,70,0.002,4.976,0.007,8.527,0.004,6.906,0.003,2.055
21,84,77,0.001,3.858,0.001,8.067,0.004,7.738,0.003,1.338
21,84,84,0.006,11.849,0.003,8.186,0.003,8.978,0.004,0.103
21,84,91,0.002,7.591,0.019,3.711,0.002,3.711,0.003,4.373
21,84,98,0.003,12.583,0.004,0.698,0.004,8.128,0.002,8.296
21,84,105,0.005,8.57,0.011,8.279,0.005,15.054,0.003,10.816
21,84,112,0.006,3.079,0.004,6.091,0.003,11.259,0.002,1.553
21,84,119,0.006,9.933,0.004,7.13,0.003,3.042,0.003,1.822
21,84,126,0.013,10.556,0.002,7.091,0.007,6.229,0.004,8.835
21,84,133,0.006,4.395,0.003,8.149,0.005,6.489,0.004,6.607
21,84,140,0.012,1.422,0.002,7.3,0.004,9.812,0.002,5.096
21,84,147,0.004,9.752,0.002,6.775,0.004,3.394,0.007,7.01
21,84,154,0.004,3.381,0.005,3.625,0.002,1.137,0.005,7.563
21,84,161,0.002,5.472,0.006,2.113,0.003,7.357,0.003,8.763
21,84,168,0.008,7.074,0.006,5.274,0.006,6.091,0.005,8.16
21,84,175,0.005,7.358,0.003,15.926,0.002,0.855,0.005,4.078
28,0,0,0.0,14.674,0.0,12.968,0.0,11.701,0.0,10.709
28,0,7,0.0,9.511,0.0,0.135,0.254,0.209,0.247,6.286
28,0,14,0.0,17.522,0.0,5.965,0.0,10.496,0.0,8.753
28,0,21,0.0,11.145,0.0,12.148,0.297,0.315,0.267,5.32
28,0,28,0.0,8.443,0.339,1.589,0.0,0.085,0.0,1.489
28,0,35,0.284,8.619,0.0,13.35,0.282,12.887,0.0,2.852
28,0,42,0.0,3.03,0.0,11.878,0.252,0.247,0.0,12.053
28,0,49,0.0,7.62,0.0,10.72,0.26,0.062,0.0,12.021
28,0,56,0.0,10.935,0.0,10.867,0.0,10.658,0.284,7.622
28,0,63,0.0,8.849,0.0,12.041,0.0,4.566,0.0,0.341
28,0,70,0.0,13.221,0.349,13.419,0.0,21.207,0.0,7.625
28,0,77,0.0,11.039,0.0,15.367,0.0,4.895,0.0,7.826
28,0,84,0.302,7.985,0.0,9.601,0.0,0.859,0.0,15.614
28,0,91,0.0,16.751,0.26,10.937,0.248,17.877,0.0,12.826
28,0,98,0.336,0.696,0.316,18.109,0.0,8.278,0.0,5.963
28,0,105,0.0,16.058,0.35,0.433,0.113,9.187,0.269,15.08
28,0,112,0.308,1.462,0.0,6.147,0.0,10.948,0.0,10.384
28,0,119,0.0,2.457,0.365,5.23,0.0,10.892,0.257,4.382
28,0,126,0.0,1.051,0.315,1.036,0.275,6.457,0.0,1.319
28,0,133,0.0,0.077,0.181,3.024,0.0,13.871,0.323,10.472
28,0,140,0.0,8.154,0.0,18.957,0.0,0.136,0.273,1.956
28,0,147,0.085,1.017,0.363,12.372,0.0,11.956,0.283,10.149
28,0,154,0.0,10.258,0.0,12.229,0.0,0.083,0.0,5.542
28,0,161,0.0,2.582,0.0,11.749,0.278,11.63,0.0,8.665
28,0,168,0.0,10.535,0.0,13.259,0.0,6.767,0.206,9.236
28,0,175,0.409,6.405,0.0,9.678,0.266,14.629,0.0,12.914
28,7,0,0.033,7.976,0.018,7.071,0.002,7.062,0.001,6.394
28,7,7,0.228,5.066,0.03,3.205,0.002,1.959,0.003,6.255
28,7,14,1.073,7.739,0.006,11.642,0.002,8.254,0.002,3.362
28,7,21,0.027,6.615,0.003,16.989,0.003,7.895,0.002,1.361
28,7,28,0.002,3.336,0.008,9.481,0.005,6.995,0.002,6.814
28,7,35,0.006,7.075,0.004,8.028,0.002,7.003,0.002,1.974
28,7,42,0.004,3.676,0.002,7.021,0.013,3.804,0.002,6.507
28,7,49,0.003,7.564,0.004,3.296,0.005,8.671,0.005,6.24
28,7,56,0.002,2.368,0.007,5.674,0.002,5.688,0.01,5.863
28,7,63,0.016,6.314,0.004,7.0,0.002,3.016,0.002,8.213
28,7,70,0.022,2.143,0.018,6.607,0.001,10.01,0.003,4.982
28,7,77,0.024,5.96,0.002,3.462,0.003,8.656,0.001,3.568
28,7,84,0.007,7.112,0.005,10.095,0.003,7.003,0.002,3.367
28,7,91,0.005,7.159,0.02,6.731,0.002,9.307,0.002,6.317
28,7,98,0.003,7.054,0.003,8.981,0.004,4.137,0.002,7.009
28,7,105,0.025,6.657,0.76,7.0,0.002,3.319,0.003,7.052
28,7,112,0.007,7.0,0.046,7.039,0.002,7.432,0.004,11.457
28,7,119,0.002,1.585,0.011,4.369,0.002,2.166,0.002,7.399
28,7,126,0.032,7.047,0.015,6.224,0.002,2.107,0.001,4.92
28,7,133,0.002,8.487,0.049,6.675,0.002,5.066,0.003,0.713
28,7,140,0.005,10.529,0.075,3.379,0.006,6.643,0.002,7.008
28,7,147,0.022,7.852,0.132,6.937,0.008,7.042,0.386,6.766
28,7,154,0.005,4.225,0.003,11.744,0.002,6.095,0.002,7.876
28,7,161,0.008,11.634,0.007,7.488,0.002,3.293,0.002,10.796
28,7,168,0.014,3.707,0.034,1.958,0.001,6.33,0.018,7.609
28,7,175,0.002,6.623,0.01,7.214,0.017,7.582,0.001,10.721
28,14,0,0.015,6.731,0.005,9.686,0.016,6.015,0.001,1.222
28,14,7,0.001,3.226,0.001,9.425,0.003,5.54,0.001,6.766
28,14,14,0.004,5.594,0.002,10.607,0.005,6.721,0.004,3.916
28,14,21,0.001,6.537,0.001,4.385,0.001,12.413,0.001,4.354
28,14,28,0.009,2.227,0.002,2.438,0.001,7.411,0.001,6.391
28,14,35,0.001,12.464,0.001,6.087,0.009,0.826,0.003,6.705
28,14,42,0.002,6.872,0.001,2.117,0.001,3.487,0.001,8.083
28,14,49,0.03,12.141,0.003,12.124,0.001,8.888,0.001,3.04
28,14,56,0.001,14.004,0.006,8.665,0.001,4.366,0.001,2.898
28,14,63,0.003,8.225,0.001,7.621,0.001,5.428,0.001,5.668
28,14,70,0.004,7.142,0.002,5.079,0.001,7.31,0.002,1.988
28,14,77,0.001,10.924,0.001,11.453,0.01,6.927,0.001,10.605
28,14,84,0.002,3.46,0.002,1.18,0.001,6.624,0.007,4.856
28,14,91,0.002,3.316,0.003,11.994,0.001,3.063,0.001,4.187
28,14,98,0.022,0.875,0.001,11.898,0.012,1.82,0.001,7.077
28,14,105,0.004,5.707,0.014,3.38,0.001,1.632,0.001,4.286
28,14,112,0.002,7.105,0.001,6.491,0.002,1.016,0.001,4.279
28,14,119,0.002,0.962,0.001,12.369,0.001,6.243,0.002,2.23
28,14,126,0.003,5.503,0.007,1.717,0.001,9.475,0.001,2.534
28,14,133,0.001,6.32,0.001,4.779,0.001,2.212,0.001,5.628
28,14,140,0.016,10.796,0.001,6.632,0.018,4.037,0.002,4.003
28,14,147,0.001,5.424,0.001,7.841,0.002,5.668,0.001,1.537
28,14,154,0.006,6.548,0.006,1.779,0.001,6.283,0.001,10.878
