Euler1,Euler2,Euler3,4samples,8samples,16samples,24samples
63,28,140,3.947,0.013,0.007,0.01
63,28,147,8.248,0.006,0.001,0.01
63,28,154,12.08,0.013,0.01,0.017
63,28,161,1.734,0.016,0.01,0.009
63,28,168,14.689,0.001,0.014,0.002
63,28,175,2.607,0.015,0.006,0.009
63,35,0,0.024,0.002,0.005,0.005
63,35,7,5.028,0.013,0.009,0.007
63,35,14,0.341,0.009,0.008,0.01
63,35,21,6.36,0.003,0.011,0.003
63,35,28,1.071,0.013,0.013,0.012
63,35,35,2.015,0.013,0.004,0.009
63,35,42,8.531,0.005,0.009,0.007
63,35,49,1.595,0.002,0.002,0.006
63,35,56,5.333,0.01,0.002,0.003
63,35,63,1.476,0.014,0.004,0.012
63,35,70,4.606,0.01,0.011,0.009
63,35,77,13.008,0.003,0.008,0.008
63,35,84,6.816,0.005,0.008,0.009
63,35,91,13.14,0.004,0.003,0.007
63,35,98,2.122,0.007,0.012,0.008
63,35,105,0.6,0.007,0.009,0.005
63,35,112,0.535,0.008,0.012,0.009
63,35,119,2.285,0.012,0.01,0.01
63,35,126,0.417,0.012,0.009,0.002
63,35,133,2.032,0.006,0.004,0.01
63,35,140,5.448,0.011,0.012,0.005
63,35,147,0.506,0.009,0.005,0.009
63,35,154,6.201,0.009,0.012,0.006
63,35,161,2.725,0.012,0.009,0.009
63,35,168,2.106,0.002,0.004,0.012
63,35,175,4.735,0.01,0.006,0.01
63,42,0,8.316,0.001,0.001,0.005
63,42,7,2.348,0.008,0.008,0.008
63,42,14,7.364,0.01,0.009,0.003
63,42,21,2.414,0.009,0.009,0.006
63,42,28,1.872,0.007,0.005,0.007
63,42,35,0.085,0.006,0.005,0.006
63,42,42,0.851,0.006,0.007,0.006
63,42,49,2.826,0.01,0.007,0.008
63,42,56,1.612,0.003,0.005,0.008
63,42,63,19.241,0.004,0.008,0.004
63,42,70,1.349,0.009,0.008,0.009
63,42,77,13.463,0.01,0.007,0.008
63,42,84,3.531,0.006,0.006,0.005
63,42,91,7.577,0.007,0.007,0.007
63,42,98,6.174,0.008,0.01,0.009
63,42,105,9.208,0.011,0.01,0.005
63,42,112,2.661,0.006,0.008,0.008
63,42,119,0.419,0.008,0.005,0.003
63,42,126,7.017,0.005,0.002,0.006
63,42,133,0.564,0.008,0.005,0.008
63,42,140,8.87,0.005,0.002,0.006
63,42,147,0.385,0.006,0.007,0.006
63,42,154,7.239,0.007,0.008,0.007
63,42,161,1.055,0.007,0.004,0.009
63,42,168,14.307,0.003,0.008,0.004
63,42,175,5.471,0.009,0.007,0.008
63,49,0,0.003,0.002,0.003,0.003
63,49,7,1.089,0.008,0.008,0.008
63,49,14,2.997,0.006,0.007,0.007
63,49,21,2.247,0.01,0.008,0.007
63,49,28,11.984,0.009,0.008,0.007
63,49,35,0.288,0.008,0.006,0.008
63,49,42,2.732,0.001,0.004,0.005
63,49,49,4.073,0.006,0.008,0.007
63,49,56,3.561,0.005,0.006,0.005
63,49,63,22.35,0.008,0.008,0.006
63,49,70,5.441,0.009,0.008,0.007
63,49,77,18.924,0.006,0.007,0.007
63,49,84,0.731,0.004,0.009,0.008
63,49,91,9.355,0.009,0.007,0.007
63,49,98,2.501,0.008,0.007,0.007
63,49,105,4.747,0.003,0.005,0.002
63,49,112,4.405,0.008,0.006,0.008
63,49,119,5.002,0.003,0.007,0.007
63,49,126,0.555,0.008,0.004,0.006
63,49,133,3.142,0.006,0.007,0.006
63,49,140,1.742,0.007,0.006,0.007
63,49,147,9.543,0.008,0.007,0.008
63,49,154,2.182,0.006,0.008,0.004
63,49,161,40.556,0.008,0.005,0.004
63,49,168,4.576,0.008,0.007,0.006
63,49,175,16.624,0.002,0.006,0.007
63,56,0,0.004,0.004,0.005,0.005
63,56,7,7.371,0.006,0.007,0.007
63,56,14,16.143,0.003,0.005,0.005
63,56,21,11.952,0.004,0.004,0.006
63,56,28,5.753,0.004,0.003,0.005
63,56,35,24.906,0.004,0.002,0.005
63,56,42,2.815,0.002,0.003,0.005
63,56,49,3.932,0.007,0.006,0.007
63,56,56,6.358,0.005,0.006,0.005
63,56,63,2.056,0.006,0.005,0.004
63,56,70,2.838,0.002,0.004,0.006
63,56,77,3.621,0.005,0.006,0.006
63,56,84,1.908,0.005,0.005,0.005
63,56,91,3.57,0.002,0.006,0.005
63,56,98,6.58,0.004,0.003,0.005
63,56,105,2.797,0.005,0.004,0.004
63,56,112,8.327,0.006,0.006,0.005
63,56,119,7.446,0.006,0.005,0.005
63,56,126,24.546,0.007,0.006,0.006
63,56,133,2.728,0.008,0.005,0.006
63,56,140,13.229,0.006,0.005,0.005
63,56,147,13.243,0.007,0.006,0.005
63,56,154,9.428,0.006,0.006,0.006
63,56,161,51.661,0.007,0.006,0.006
63,56,168,11.663,0.002,0.003,0.005
63,56,175,14.253,0.008,0.006,0.007
63,63,0,0.269,0.003,0.004,0.005
63,63,7,14.124,0.004,0.005,0.005
63,63,14,6.259,0.005,0.005,0.005
63,63,21,0.202,0.001,0.003,0.004
63,63,28,0.134,0.002,0.004,0.005
63,63,35,4.575,0.004,0.004,0.004
63,63,42,27.585,0.005,0.003,0.005
63,63,49,2.899,0.004,0.003,0.004
63,63,56,12.548,0.004,0.004,0.004
63,63,63,1.961,0.005,0.004,0.004
63,63,70,6.918,0.005,0.004,0.005
63,63,77,1.364,0.004,0.004,0.004
63,63,84,9.905,0.004,0.003,0.005
63,63,91,0.131,0.005,0.004,0.005
63,63,98,20.494,0.005,0.004,0.005
63,63,105,12.671,0.004,0.003,0.005
63,63,112,8.616,0.004,0.005,0.005
63,63,119,17.194,0.002,0.005,0.005
63,63,126,0.544,0.004,0.005,0.004
63,63,133,2.12,0.006,0.003,0.005
63,63,140,6.079,0.005,0.005,0.005
63,63,147,3.83,0.004,0.004,0.005
63,63,154,15.874,0.003,0.004,0.004
63,63,161,21.55,0.006,0.003,0.005
63,63,168,59.584,0.003,0.004,0.004
63,63,175,0.176,0.006,0.003,0.005
63,70,0,0.01,0.004,0.004,0.004
63,70,7,6.897,0.004,0.004,0.004
63,70,14,8.568,0.003,0.004,0.004
63,70,21,14.617,0.004,0.004,0.004
63,70,28,2.274,0.003,0.004,0.003
63,70,35,8.841,0.003,0.004,0.004
63,70,42,2.762,0.004,0.003,0.003
63,70,49,3.397,0.008,0.004,0.004
63,70,56,3.615,0.005,0.003,0.003
63,70,63,3.82,0.005,0.004,0.004
63,70,70,1.34,0.003,0.002,0.002
63,70,77,3.489,0.005,0.003,0.004
63,70,84,2.244,0.004,0.004,0.003
63,70,91,3.851,0.004,0.004,0.003
63,70,98,7.593,0.004,0.004,0.004
63,70,105,2.128,0.003,0.004,0.004
63,70,112,9.775,0.004,0.004,0.004
63,70,119,33.792,0.003,0.003,0.004
63,70,126,0.759,0.004,0.004,0.004
63,70,133,27.338,0.005,0.004,0.004
63,70,140,7.675,0.004,0.005,0.004
63,70,147,0.067,0.003,0.004,0.003
63,70,154,1.673,0.005,0.004,0.004
63,70,161,7.235,0.005,0.003,0.004
63,70,168,13.849,0.002,0.004,0.004
63,70,175,4.936,0.002,0.004,0.003
63,77,0,9.479,0.01,0.004,0.003
63,77,7,35.821,0.01,0.004,0.003
63,77,14,2.076,0.005,0.004,0.003
63,77,21,3.273,0.003,0.004,0.004
63,77,28,0.112,0.004,0.004,0.004
63,77,35,14.967,0.007,0.004,0.003
63,77,42,44.894,0.006,0.003,0.004
63,77,49,14.337,0.003,0.003,0.003
63,77,56,27.008,0.004,0.004,0.003
63,77,63,24.793,0.004,0.004,0.004
63,77,70,6.963,0.004,0.003,0.004
63,77,77,4.695,0.004,0.004,0.004
63,77,84,8.699,0.005,0.004,0.003
63,77,91,26.208,0.012,0.004,0.003
63,77,98,2.363,0.008,0.004,0.004
63,77,105,6.867,0.008,0.004,0.003
63,77,112,11.926,0.005,0.003,0.003
63,77,119,12.676,0.002,0.003,0.003
63,77,126,8.392,0.005,0.003,0.004
63,77,133,6.33,0.013,0.004,0.004
63,77,140,13.813,0.012,0.003,0.003
63,77,147,44.725,0.005,0.003,0.004
63,77,154,0.596,0.004,0.004,0.003
63,77,161,1.523,0.003,0.002,0.003
63,77,168,11.552,0.003,0.004,0.003
63,77,175,30.34,0.005,0.004,0.004
63,84,0,3.423,0.043,0.003,0.003
63,84,7,10.031,0.033,0.004,0.003
63,84,14,8.429,0.008,0.002,0.003
63,84,21,23.44,0.004,0.003,0.003
63,84,28,19.56,0.003,0.003,0.003
63,84,35,5.992,0.006,0.003,0.003
63,84,42,40.155,0.025,0.004,0.003
63,84,49,18.562,0.018,0.004,0.003
63,84,56,12.873,0.002,0.004,0.004
63,84,63,12.029,0.003,0.003,0.003
63,84,70,1.7,0.008,0.003,0.003
63,84,77,9.825,0.003,0.003,0.002
63,84,84,1.337,0.005,0.004,0.003
63,84,91,11.681,0.126,0.002,0.004
63,84,98,24.085,0.022,0.003,0.003
63,84,105,28.34,0.002,0.003,0.003
63,84,112,4.997,0.006,0.004,0.003
63,84,119,6.298,0.005,0.004,0.003
63,84,126,12.437,0.004,0.003,0.003
63,84,133,33.944,0.066,0.003,0.003
63,84,140,0.787,0.044,0.003,0.003
63,84,147,3.323,0.006,0.004,0.003
63,84,154,10.767,0.007,0.004,0.004
63,84,161,1.323,0.013,0.003,0.004
63,84,168,0.789,12.852,0.003,0.003
63,84,175,7.163,0.01,0.003,0.003
70,0,0,0.0,0.0,0.0,0.242
70,0,7,0.0,0.0,0.019,0.0
70,0,14,0.002,0.0,0.0,0.257
70,0,21,0.392,0.0,0.0,0.272
70,0,28,0.001,0.001,0.26,0.243
70,0,35,0.002,0.0,0.0,0.239
70,0,42,3.509,0.0,0.189,0.21
70,0,49,0.0,0.386,0.0,0.247
70,0,56,2.456,0.325,0.122,0.259
70,0,63,3.107,0.0,0.0,0.265
70,0,70,0.0,0.0,0.0,0.0
70,0,77,0.0,0.0,0.0,0.225
70,0,84,0.0,0.0,0.0,0.278
70,0,91,0.0,0.0,0.313,0.26
70,0,98,0.0,0.0,0.406,0.272
70,0,105,2.531,0.0,0.246,0.319
70,0,112,1.163,0.911,0.0,0.19
70,0,119,0.0,0.0,0.284,0.259
70,0,126,0.001,0.302,0.208,0.288
70,0,133,0.001,0.0,0.28,0.212
70,0,140,0.0,0.0,0.0,0.188
70,0,147,2.003,0.095,0.26,0.0
70,0,154,2.064,0.0,0.0,0.233
70,0,161,1.016,0.0,0.0,0.0
70,0,168,0.0,0.371,0.0,0.237
70,0,175,0.0,0.335,0.0,0.0
70,7,0,2.424,0.004,0.031,0.007
70,7,7,1.835,0.173,0.006,0.003
70,7,14,1.188,0.046,0.009,0.011
70,7,21,2.423,0.289,0.026,0.003
70,7,28,3.708,0.01,0.009,0.008
70,7,35,1.689,0.008,0.004,0.004
70,7,42,7.714,0.026,0.003,0.004
70,7,49,5.918,0.06,0.013,0.006
70,7,56,2.143,0.41,0.243,0.004
70,7,63,2.739,0.33,0.006,0.001
70,7,70,4.21,0.117,0.032,0.006
70,7,77,16.376,0.014,0.004,0.298
70,7,84,0.956,1.421,0.004,0.011
70,7,91,0.179,0.038,0.008,0.004
70,7,98,1.686,0.042,0.039,0.005
70,7,105,9.022,0.003,0.027,0.01
70,7,112,1.152,0.241,0.01,0.002
70,7,119,2.405,0.973,0.011,0.004
70,7,126,1.128,0.11,0.004,0.004
70,7,133,1.745,1.274,0.003,0.004
70,7,140,2.4,0.176,0.017,0.007
70,7,147,1.906,0.119,0.024,0.005
70,7,154,1.403,0.07,0.014,0.007
70,7,161,0.631,0.507,0.456,0.007
70,7,168,0.981,0.072,0.058,0.447
70,7,175,0.521,0.439,0.582,0.808
70,14,0,0.623,0.005,0.0,0.002
70,14,7,4.872,0.015,0.003,0.008
70,14,14,4.554,0.045,0.003,0.002
70,14,21,0.174,0.035,0.028,0.026
70,14,28,2.956,0.029,0.011,0.003
70,14,35,11.981,0.029,0.005,0.006
70,14,42,3.579,0.005,0.002,0.014
70,14,49,25.026,0.045,0.008,0.035
70,14,56,34.964,0.03,0.004,0.028
70,14,63,12.95,0.149,0.008,0.006
70,14,70,0.221,0.034,0.037,0.006
70,14,77,4.432,0.006,0.003,0.002
70,14,84,3.064,0.011,0.005,0.029
70,14,91,0.705,0.018,0.001,0.003
70,14,98,2.047,0.011,0.018,0.01
70,14,105,0.312,0.023,0.001,0.003
70,14,112,1.856,0.019,0.03,0.011
70,14,119,6.626,0.027,0.003,0.002
70,14,126,4.803,0.064,0.035,0.027
70,14,133,1.347,0.007,0.002,0.002
70,14,140,3.131,0.012,0.002,0.006
70,14,147,1.275,0.456,0.008,0.016
70,14,154,3.744,0.058,0.27,0.036
70,14,161,8.302,0.416,0.023,0.029
70,14,168,4.03,1.133,0.003,0.003
70,14,175,1.58,0.564,0.003,0.035
70,21,0,6.782,0.006,0.004,0.007
70,21,7,3.436,0.037,0.001,0.007
70,21,14,5.221,0.02,0.01,0.017
70,21,21,1.083,0.012,0.01,0.011
70,21,28,1.897,0.016,0.011,0.003
70,21,35,1.113,0.034,0.022,0.023
70,21,42,8.97,0.022,0.012,0.024
70,21,49,0.965,0.009,0.003,0.002
70,21,56,1.271,0.01,0.002,0.002
70,21,63,0.475,0.029,0.002,0.022
70,21,70,21.729,0.012,0.007,0.02
70,21,77,7.198,0.036,0.002,0.002
70,21,84,4.55,0.013,0.015,0.008
70,21,91,7.366,0.03,0.024,0.018
70,21,98,7.317,0.019,0.032,0.012
70,21,105,1.194,0.023,0.021,0.007
70,21,112,0.55,0.018,0.016,0.011
70,21,119,4.219,0.03,0.015,0.016
70,21,126,19.975,0.03,0.003,0.012
70,21,133,24.534,0.01,0.011,0.002
70,21,140,4.053,0.02,0.011,0.023
70,21,147,0.371,0.028,0.024,0.022
70,21,154,3.929,0.013,0.002,0.002
70,21,161,7.273,4.888,0.014,2.498
70,21,168,4.754,0.021,0.017,0.022
70,21,175,2.348,0.034,0.004,0.019
70,28,0,0.185,0.005,0.002,0.013
70,28,7,0.222,0.008,0.014,0.011
70,28,14,0.438,0.011,0.012,0.012
70,28,21,0.168,0.019,0.015,0.01
70,28,28,14.46,0.025,0.008,0.004
70,28,35,2.711,0.016,0.014,0.003
70,28,42,23.678,0.003,0.006,0.008
70,28,49,0.544,0.017,0.003,0.017
70,28,56,2.345,0.019,0.017,0.014
70,28,63,0.482,0.018,0.006,0.007
70,28,70,2.655,0.003,0.005,0.005
70,28,77,8.937,0.005,0.012,0.006
70,28,84,3.927,0.01,0.003,0.011
70,28,91,1.852,0.001,0.0,0.02
70,28,98,10.187,0.022,0.021,0.019
70,28,105,2.643,0.021,0.023,0.013
70,28,112,2.015,0.007,0.005,0.017
70,28,119,10.284,0.017,0.023,0.017
70,28,126,2.655,0.003,0.006,0.008
70,28,133,0.548,0.003,0.011,0.001
70,28,140,9.573,0.015,0.001,0.011
70,28,147,4.269,0.023,0.012,0.013
70,28,154,6.279,0.018,0.016,0.017
70,28,161,9.721,0.005,0.013,0.013
70,28,168,4.239,0.013,0.023,0.007
70,28,175,0.748,0.012,0.002,0.005
70,35,0,0.007,0.007,0.003,0.006
70,35,7,4.435,0.014,0.014,0.009
70,35,14,2.82,0.015,0.011,0.017
70,35,21,0.465,0.002,0.007,0.008
70,35,28,0.471,0.008,0.014,0.015
70,35,35,1.183,0.005,0.003,0.005
70,35,42,12.878,0.011,0.007,0.006
70,35,49,0.532,0.001,0.01,0.007
70,35,56,4.041,0.013,0.012,0.016
70,35,63,2.81,0.014,0.012,0.011
70,35,70,6.325,0.014,0.01,0.008
70,35,77,1.347,0.006,0.016,0.006
70,35,84,8.347,0.003,0.006,0.01
70,35,91,0.392,0.01,0.009,0.014
70,35,98,8.26,0.021,0.014,0.013
70,35,105,0.081,0.002,0.004,0.006
70,35,112,2.94,0.01,0.008,0.005
70,35,119,3.862,0.021,0.008,0.017
70,35,126,6.052,0.013,0.01,0.009
70,35,133,2.38,0.015,0.011,0.01
70,35,140,1.114,0.011,0.015,0.014
70,35,147,7.572,0.011,0.005,0.007
70,35,154,5.574,0.013,0.008,0.006
70,35,161,15.33,0.016,0.017,0.016
70,35,168,0.239,0.01,0.007,0.015
70,35,175,3.76,0.005,0.008,0.009
70,42,0,0.002,0.002,0.004,0.011
70,42,7,5.177,0.012,0.01,0.01
70,42,14,1.109,0.008,0.006,0.006
70,42,21,2.98,0.013,0.002,0.012
70,42,28,0.632,0.014,0.011,0.014
70,42,35,5.081,0.009,0.01,0.01
70,42,42,4.991,0.011,0.01,0.013
70,42,49,0.757,0.004,0.008,0.009
70,42,56,8.865,0.01,0.009,0.01
70,42,63,10.349,0.008,0.011,0.011
70,42,70,23.212,0.002,0.008,0.006
70,42,77,2.4,0.012,0.009,0.01
70,42,84,2.112,0.008,0.01,0.007
70,42,91,0.066,0.007,0.008,0.006
70,42,98,2.614,0.012,0.01,0.012
70,42,105,6.535,0.011,0.012,0.011
70,42,112,2.791,0.012,0.008,0.011
70,42,119,0.35,0.008,0.01,0.006
70,42,126,0.323,0.006,0.006,0.012
70,42,133,2.592,0.007,0.004,0.011
70,42,140,1.301,0.013,0.011,0.011
70,42,147,2.022,0.009,0.011,0.013
70,42,154,4.56,0.009,0.011,0.01
70,42,161,0.557,0.008,0.011,0.011
70,42,168,1.122,0.009,0.01,0.012
70,42,175,7.098,0.007,0.005,0.006
70,49,0,1.785,0.007,0.002,0.009
70,49,7,1.375,0.008,0.01,0.007
70,49,14,0.273,0.008,0.006,0.007
70,49,21,0.641,0.006,0.009,0.009
70,49,28,2.479,0.01,0.009,0.01
70,49,35,13.345,0.003,0.003,0.007
70,49,42,1.158,0.007,0.005,0.007
70,49,49,15.059,0.006,0.007,0.008
70,49,56,5.622,0.004,0.001,0.009
70,49,63,37.618,0.006,0.007,0.007
70,49,70,2.752,0.005,0.008,0.007
70,49,77,17.22,0.004,0.01,0.007
70,49,84,12.279,0.01,0.008,0.008
70,49,91,1.022,0.008,0.005,0.007
70,49,98,8.784,0.006,0.008,0.011
70,49,105,1.803,0.011,0.009,0.008
70,49,112,4.91,0.009,0.008,0.006
70,49,119,1.696,0.01,0.009,0.007
70,49,126,10.954,0.011,0.009,0.01
70,49,133,2.825,0.011,0.009,0.009
70,49,140,10.446,0.012,0.01,0.01
70,49,147,3.063,0.002,0.005,0.006
70,49,154,26.258,0.01,0.008,0.009
70,49,161,0.67,0.008,0.01,0.008
70,49,168,1.268,0.002,0.009,0.007
70,49,175,4.938,0.007,0.007,0.007
70,56,0,1.026,0.002,0.006,0.007
70,56,7,0.646,0.005,0.007,0.006
70,56,14,4.684,0.009,0.008,0.008
70,56,21,0.554,0.007,0.008,0.008
70,56,28,1.446,0.007,0.007,0.007
70,56,35,33.19,0.007,0.007,0.008
70,56,42,4.948,0.007,0.007,0.007
70,56,49,6.877,0.005,0.006,0.005
70,56,56,8.529,0.008,0.006,0.007
70,56,63,7.487,0.007,0.006,0.007
70,56,70,6.432,0.008,0.008,0.007
70,56,77,49.8,0.01,0.007,0.007
70,56,84,12.829,0.006,0.006,0.007
70,56,91,0.097,0.006,0.008,0.007
70,56,98,3.863,0.007,0.008,0.007
70,56,105,3.284,0.007,0.006,0.006
70,56,112,2.48,0.007,0.007,0.006
70,56,119,0.39,0.008,0.008,0.008
70,56,126,17.683,0.005,0.006,0.005
70,56,133,0.081,0.007,0.007,0.007
70,56,140,0.699,0.007,0.008,0.009
70,56,147,13.464,0.007,0.008,0.007
70,56,154,15.089,0.003,0.006,0.005
70,56,161,4.62,0.008,0.007,0.005
70,56,168,4.705,0.009,0.008,0.007
70,56,175,5.417,0.006,0.005,0.007
70,63,0,0.011,0.005,0.006,0.004
70,63,7,1.511,0.007,0.003,0.004
70,63,14,1.698,0.005,0.007,0.007
70,63,21,1.188,0.006,0.005,0.006
70,63,28,14.136,0.007,0.006,0.006
70,63,35,1.518,0.007,0.006,0.007
70,63,42,0.192,0.006,0.006,0.006
70,63,49,27.82,0.007,0.006,0.006
70,63,56,4.809,0.004,0.006,0.006
70,63,63,21.067,0.006,0.006,0.006
70,63,70,0.55,0.006,0.003,0.004
70,63,77,3.463,0.006,0.005,0.006
70,63,84,1.912,0.006,0.007,0.006
70,63,91,0.869,0.005,0.003,0.005
70,63,98,0.375,0.007,0.006,0.003
70,63,105,3.304,0.007,0.006,0.004
70,63,112,5.809,0.005,0.006,0.004
70,63,119,7.84,0.005,0.007,0.007
70,63,126,1.394,0.005,0.005,0.006
70,63,133,0.888,0.008,0.006,0.006
70,63,140,10.705,0.007,0.006,0.007
70,63,147,14.696,0.007,0.006,0.006
70,63,154,1.603,0.005,0.006,0.007
70,63,161,7.97,0.007,0.005,0.006
70,63,168,20.469,0.005,0.006,0.005
70,63,175,1.14,0.007,0.006,0.004
70,70,0,12.046,0.002,0.004,0.005
70,70,7,1.958,0.007,0.005,0.005
70,70,14,13.931,0.004,0.005,0.005
70,70,21,6.3,0.004,0.005,0.005
70,70,28,1.892,0.003,0.005,0.005
70,70,35,7.424,0.006,0.005,0.005
70,70,42,0.122,0.004,0.005,0.005
70,70,49,0.672,0.007,0.004,0.005
70,70,56,3.543,0.004,0.005,0.005
70,70,63,18.657,0.005,0.006,0.005
70,70,70,3.462,0.003,0.006,0.005
70,70,77,5.314,0.006,0.005,0.005
70,70,84,4.586,0.005,0.005,0.005
70,70,91,6.622,0.005,0.005,0.005
70,70,98,7.323,0.007,0.004,0.005
70,70,105,1.092,0.006,0.005,0.005
70,70,112,2.058,0.006,0.005,0.005
70,70,119,4.114,0.004,0.005,0.005
70,70,126,3.837,0.007,0.005,0.005
70,70,133,5.929,0.007,0.005,0.005
70,70,140,0.622,0.003,0.004,0.005
70,70,147,9.9,0.003,0.005,0.005
70,70,154,6.859,0.005,0.004,0.005
70,70,161,22.702,0.004,0.005,0.005
70,70,168,4.589,0.007,0.006,0.005
70,70,175,1.875,0.002,0.005,0.005
70,77,0,11.19,0.008,0.003,0.005
70,77,7,7.836,0.005,0.005,0.004
70,77,14,0.79,0.006,0.003,0.004
70,77,21,10.023,0.004,0.004,0.004
70,77,28,4.166,0.003,0.005,0.004
70,77,35,3.915,0.006,0.004,0.004
70,77,42,45.31,0.006,0.003,0.004
70,77,49,1.502,0.006,0.005,0.004
70,77,56,4.613,0.005,0.004,0.004
70,77,63,13.188,0.002,0.003,0.005
70,77,70,12.871,0.005,0.004,0.004
70,77,77,0.099,0.004,0.003,0.004
70,77,84,19.613,0.003,0.005,0.004
70,77,91,6.505,0.016,0.004,0.004
70,77,98,0.591,0.009,0.004,0.004
70,77,105,3.538,0.005,0.005,0.005
70,77,112,16.301,0.008,0.004,0.004
70,77,119,5.668,0.006,0.004,0.004
70,77,126,10.577,0.004,0.005,0.004
70,77,133,1.665,0.012,0.004,0.004
70,77,140,35.319,0.013,0.004,0.005
70,77,147,7.076,0.007,0.005,0.004
70,77,154,11.637,0.006,0.005,0.005
70,77,161,15.427,0.004,0.004,0.004
70,77,168,9.056,0.004,0.005,0.004
70,77,175,2.073,0.008,0.005,0.004
70,84,0,6.759,0.066,0.003,0.004
70,84,7,10.298,0.008,0.004,0.003
70,84,14,5.819,0.004,0.004,0.005
70,84,21,30.103,0.004,0.004,0.004
70,84,28,2.612,0.007,0.004,0.004
70,84,35,9.541,0.004,0.004,0.004
70,84,42,6.219,0.044,0.003,0.004
70,84,49,3.594,0.007,0.004,0.004
70,84,56,8.526,0.007,0.003,0.004
70,84,63,0.766,0.005,0.005,0.004
70,84,70,3.895,0.006,0.003,0.004
70,84,77,0.646,0.014,0.004,0.004
70,84,84,6.211,0.005,0.004,0.004
70,84,91,1.546,0.1,0.004,0.004
70,84,98,17.321,0.021,0.004,0.004
70,84,105,4.393,0.007,0.005,0.004
70,84,112,10.023,0.005,0.003,0.004
70,84,119,23.471,0.004,0.003,0.005
70,84,126,8.563,0.003,0.004,0.004
70,84,133,28.425,0.05,0.004,0.004
70,84,140,8.916,0.07,0.005,0.004
70,84,147,39.284,0.008,0.005,0.004
70,84,154,3.495,0.009,0.004,0.003
70,84,161,0.634,0.016,0.004,0.004
70,84,168,1.834,0.005,0.003,0.004
70,84,175,6.066,0.013,6.488,0.005
77,0,0,0.0,0.0,0.284,0.0
77,0,7,0.457,0.0,0.32,0.251
77,0,14,1.67,0.0,0.282,0.246
77,0,21,8.89,0.0,0.186,0.274
77,0,28,0.0,0.0,0.29,0.0
77,0,35,0.0,0.448,0.0,0.251
77,0,42,2.278,0.0,0.0,0.254
77,0,49,2.541,0.0,0.262,0.274
77,0,56,6.067,0.271,0.231,0.256
77,0,63,0.0,0.0,0.279,0.254
77,0,70,4.96,0.0,0.0,0.214
77,0,77,0.0,0.426,0.228,0.243
77,0,84,0.001,0.0,0.206,0.256
77,0,91,0.0,0.0,0.359,0.0
77,0,98,11.504,0.0,0.0,0.29
77,0,105,0.086,0.0,0.0,0.0
77,0,112,2.225,0.0,0.0,0.231
77,0,119,0.0,0.503,0.0,0.273
77,0,126,0.47,0.319,0.249,0.24
77,0,133,0.0,0.0,0.271,0.248
77,0,140,0.0,0.0,0.177,0.0
77,0,147,2.08,0.0,0.249,0.229
77,0,154,0.0,0.0,0.301,0.216
77,0,161,2.555,0.0,0.278,0.232
77,0,168,19.361,0.0,0.218,0.245
77,0,175,0.0,0.0,0.263,0.25
77,7,0,1.013,0.036,0.003,0.0
77,7,7,1.585,0.86,0.013,0.001
77,7,14,1.895,0.393,0.011,0.008
77,7,21,9.138,0.096,0.004,0.009
77,7,28,16.79,0.053,0.033,0.011
77,7,35,2.332,0.209,0.018,0.006
77,7,42,1.491,1.269,0.401,0.013
77,7,49,0.682,0.096,0.065,0.012
77,7,56,1.57,1.014,0.035,0.008
77,7,63,32.878,0.339,1.215,0.009
77,7,70,1.577,0.029,0.026,0.007
77,7,77,1.572,1.827,0.006,0.008
77,7,84,17.125,0.05,0.24,0.005
77,7,91,1.746,0.075,0.039,0.009
77,7,98,1.589,0.239,0.042,0.008
77,7,105,0.575,0.151,0.007,0.681
77,7,112,3.268,0.011,0.051,0.009
77,7,119,1.605,0.015,0.067,0.008
77,7,126,1.342,0.075,0.023,0.02
77,7,133,1.187,0.248,0.64,0.009
77,7,140,1.567,0.469,0.038,0.005
77,7,147,12.913,0.746,0.007,0.181
77,7,154,0.75,1.421,0.017,0.01
77,7,161,3.388,0.324,0.009,0.387
77,7,168,1.563,0.124,0.294,0.551
77,7,175,1.262,0.041,0.022,0.143
77,14,0,3.172,0.0,0.013,0.004
77,14,7,2.521,0.072,0.004,0.044
77,14,14,1.641,0.066,0.003,0.003
77,14,21,9.707,0.074,0.069,0.017
77,14,28,2.608,0.011,0.003,0.003
77,14,35,25.842,0.037,0.04,0.031
77,14,42,26.235,0.017,0.004,0.042
77,14,49,22.54,0.072,0.005,0.011
77,14,56,1.574,0.012,0.01,0.004
77,14,63,2.487,0.062,0.005,0.028
77,14,70,2.864,0.088,0.044,0.045
77,14,77,3.168,0.047,0.005,0.004
77,14,84,0.314,0.022,0.004,0.023
77,14,91,1.508,0.843,0.006,0.005
77,14,98,1.897,0.013,0.003,0.05
77,14,105,2.177,0.009,0.004,0.003
77,14,112,0.976,0.102,0.042,0.031
77,14,119,2.363,0.055,0.007,0.004
77,14,126,0.632,0.521,0.081,0.012
77,14,133,8.032,0.007,0.002,0.002
77,14,140,9.204,0.035,0.004,0.023
77,14,147,1.641,0.217,0.005,0.042
77,14,154,11.981,0.084,0.013,0.009
77,14,161,1.217,0.063,0.019,0.02
77,14,168,0.065,0.057,0.003,0.016
77,14,175,0.086,0.744,0.03,0.237
77,21,0,0.129,0.009,0.015,0.002
77,21,7,2.574,0.013,0.003,0.019
77,21,14,1.094,0.032,0.001,0.033
77,21,21,1.842,0.003,0.021,0.004
