Euler1,Euler2,Euler3,misorientation,misor_noise
14,84,70,0.009,6.901
14,84,77,0.012,5.615
14,84,84,0.008,3.867
14,84,91,0.002,7.443
14,84,98,0.009,8.949
14,84,105,0.008,2.468
14,84,112,0.011,10.666
14,84,119,0.002,6.604
14,84,126,0.009,6.484
14,84,133,0.002,6.388
14,84,140,0.003,10.831
14,84,147,0.013,4.064
14,84,154,0.004,6.639
14,84,161,0.001,3.451
14,84,168,0.012,10.15
14,84,175,0.005,6.264
21,0,0,0.178,0.594
21,0,7,0.257,4.821
21,0,14,0.0,0.522
21,0,21,0.165,6.269
21,0,28,0.231,5.601
21,0,35,0.0,15.358
21,0,42,0.271,0.218
21,0,49,0.0,6.437
21,0,56,0.0,13.228
21,0,63,0.0,13.987
21,0,70,0.159,10.122
21,0,77,0.273,14.802
21,0,84,0.276,0.551
21,0,91,0.183,8.727
21,0,98,0.0,8.401
21,0,105,0.243,0.929
21,0,112,0.0,20.114
21,0,119,0.276,4.995
21,0,126,0.0,14.17
21,0,133,0.0,7.265
21,0,140,0.258,13.786
21,0,147,0.268,0.337
21,0,154,0.204,10.528
21,0,161,0.239,7.388
21,0,168,0.0,0.14
21,0,175,0.0,0.863
21,7,0,0.002,8.011
21,7,7,0.071,4.562
21,7,14,0.005,2.728
21,7,21,0.001,8.888
21,7,28,0.009,7.692
21,7,35,0.011,10.204
21,7,42,0.002,6.658
21,7,49,0.014,6.286
21,7,56,0.036,7.641
21,7,63,0.023,13.148
21,7,70,0.003,6.023
21,7,77,0.021,3.632
21,7,84,0.004,11.825
21,7,91,0.003,14.812
21,7,98,0.013,12.479
21,7,105,0.004,7.003
21,7,112,0.005,6.51
21,7,119,0.004,7.033
21,7,126,0.003,11.31
21,7,133,0.19,13.049
21,7,140,0.002,6.497
21,7,147,0.016,10.239
21,7,154,0.027,8.672
21,7,161,0.005,9.454
21,7,168,0.37,9.336
21,7,175,0.018,10.927
21,14,0,0.0,4.44
21,14,7,0.001,7.305
21,14,14,0.012,11.701
21,14,21,0.006,3.347
21,14,28,0.009,9.528
21,14,35,0.009,1.622
21,14,42,0.004,9.107
21,14,49,0.002,4.374
21,14,56,0.001,5.634
21,14,63,0.001,11.533
21,14,70,0.012,5.283
21,14,77,0.002,8.809
21,14,84,0.002,10.407
21,14,91,0.001,9.437
21,14,98,0.001,5.508
21,14,105,0.002,4.892
21,14,112,0.004,4.975
21,14,119,0.009,5.483
21,14,126,0.007,6.116
21,14,133,0.001,14.004
21,14,140,0.001,3.516
21,14,147,0.003,5.041
21,14,154,0.001,7.646
21,14,161,0.002,3.172
21,14,168,0.001,14.006
21,14,175,0.002,4.898
21,21,0,0.0,6.065
21,21,7,0.001,4.0
21,21,14,0.007,8.65
21,21,21,0.004,5.259
21,21,28,0.005,5.285
21,21,35,0.014,4.673
21,21,42,0.017,10.277
21,21,49,0.001,7.394
21,21,56,0.001,7.481
21,21,63,0.001,5.769
21,21,70,0.001,4.119
21,21,77,0.002,3.172
21,21,84,0.019,2.393
21,21,91,0.006,4.923
21,21,98,0.012,9.324
21,21,105,0.001,4.254
21,21,112,0.009,8.305
21,21,119,0.002,2.479
21,21,126,0.0,6.122
21,21,133,0.005,6.83
21,21,140,0.003,3.262
21,21,147,0.007,3.432
21,21,154,0.001,16.044
21,21,161,0.004,5.739
21,21,168,0.009,3.746
21,21,175,0.001,7.303
21,28,0,0.001,1.726
21,28,7,0.009,5.06
21,28,14,0.005,4.832
21,28,21,0.001,6.098
21,28,28,0.008,5.233
21,28,35,0.005,9.766
21,28,42,0.001,1.867
21,28,49,0.001,11.392
21,28,56,0.012,2.421
21,28,63,0.001,2.346
21,28,70,0.002,6.198
21,28,77,0.007,2.111
21,28,84,0.005,2.47
21,28,91,0.003,10.087
21,28,98,0.009,7.894
21,28,105,0.002,7.762
21,28,112,0.001,3.778
21,28,119,0.006,4.532
21,28,126,0.003,2.022
21,28,133,0.001,8.357
21,28,140,0.007,9.393
21,28,147,0.009,4.026
21,28,154,0.004,1.693
21,28,161,0.001,3.41
21,28,168,0.01,9.453
21,28,175,0.003,2.225
21,35,0,0.001,1.974
21,35,7,0.005,5.822
21,35,14,0.005,3.081
21,35,21,0.001,3.727
21,35,28,0.009,6.756
21,35,35,0.004,3.0
21,35,42,0.004,1.534
21,35,49,0.001,1.359
21,35,56,0.008,5.416
21,35,63,0.004,4.9
21,35,70,0.004,5.584
21,35,77,0.006,2.005
21,35,84,0.001,5.486
21,35,91,0.005,3.192
21,35,98,0.007,0.894
21,35,105,0.002,2.524
21,35,112,0.001,4.812
21,35,119,0.001,3.713
21,35,126,0.001,4.249
21,35,133,0.003,3.653
21,35,140,0.005,2.442
21,35,147,0.006,4.096
21,35,154,0.005,4.73
21,35,161,0.005,1.018
21,35,168,0.002,5.422
21,35,175,0.007,3.286
21,42,0,0.003,2.868
21,42,7,0.004,1.803
21,42,14,0.007,1.231
21,42,21,0.001,2.022
21,42,28,0.004,8.306
21,42,35,0.004,4.165
21,42,42,0.003,3.334
21,42,49,0.005,4.309
21,42,56,0.004,3.728
21,42,63,0.004,1.602
21,42,70,0.003,3.261
21,42,77,0.005,1.499
21,42,84,0.005,2.827
21,42,91,0.001,6.517
21,42,98,0.006,2.1
21,42,105,0.005,1.871
21,42,112,0.004,4.32
21,42,119,0.005,5.478
21,42,126,0.006,2.28
21,42,133,0.004,2.483
21,42,140,0.004,2.925
21,42,147,0.006,1.159
21,42,154,0.003,2.419
21,42,161,0.003,6.281
21,42,168,0.002,4.729
21,42,175,0.001,3.841
21,49,0,0.002,2.1
21,49,7,0.005,1.741
21,49,14,0.003,3.701
21,49,21,0.005,2.569
21,49,28,0.004,2.918
21,49,35,0.002,3.254
21,49,42,0.002,4.359
21,49,49,0.003,3.911
21,49,56,0.003,5.236
21,49,63,0.004,3.639
21,49,70,0.003,5.138
21,49,77,0.004,4.827
21,49,84,0.006,3.143
21,49,91,0.004,1.916
21,49,98,0.004,3.47
21,49,105,0.006,2.648
21,49,112,0.004,2.234
21,49,119,0.003,5.211
21,49,126,0.005,2.024
21,49,133,0.004,2.702
21,49,140,0.004,6.452
21,49,147,0.006,5.602
21,49,154,0.004,2.306
21,49,161,0.002,3.475
21,49,168,0.005,1.776
21,49,175,0.003,4.807
21,56,0,0.002,1.356
21,56,7,0.003,4.768
21,56,14,0.002,1.205
21,56,21,0.003,2.607
21,56,28,0.004,3.672
21,56,35,0.004,3.254
21,56,42,0.005,3.087
21,56,49,0.004,1.628
21,56,56,0.006,5.045
21,56,63,0.003,1.633
21,56,70,0.002,2.097
21,56,77,0.004,3.066
21,56,84,0.002,1.933
21,56,91,0.003,2.008
21,56,98,0.005,1.682
21,56,105,0.004,2.675
21,56,112,0.003,1.999
21,56,119,0.005,2.042
21,56,126,0.005,11.878
21,56,133,0.001,4.004
21,56,140,0.003,2.952
21,56,147,0.002,1.804
21,56,154,0.003,1.907
21,56,161,0.003,3.767
21,56,168,0.005,2.461
21,56,175,0.003,5.842
21,63,0,0.001,1.429
21,63,7,0.002,3.557
21,63,14,0.003,2.774
21,63,21,0.004,0.902
21,63,28,0.004,5.504
21,63,35,0.005,1.31
21,63,42,0.004,4.437
21,63,49,0.003,1.948
21,63,56,0.003,2.796
21,63,63,0.004,2.513
21,63,70,0.003,2.782
21,63,77,0.004,2.631
21,63,84,0.005,4.57
21,63,91,0.002,1.868
21,63,98,0.003,1.262
21,63,105,0.004,2.804
21,63,112,0.002,3.399
21,63,119,0.004,1.336
21,63,126,0.003,0.991
21,63,133,0.002,4.94
21,63,140,0.004,4.309
21,63,147,0.004,5.393
21,63,154,0.002,3.194
21,63,161,0.003,2.691
21,63,168,0.003,3.582
21,63,175,0.003,0.33
21,70,0,0.002,4.143
21,70,7,0.002,0.99
21,70,14,0.003,3.165
21,70,21,0.003,3.88
21,70,28,0.004,2.929
21,70,35,0.004,0.954
21,70,42,0.003,4.554
21,70,49,0.002,3.115
21,70,56,0.003,5.239
21,70,63,0.002,3.504
21,70,70,0.003,6.354
21,70,77,0.003,4.461
21,70,84,0.002,2.046
21,70,91,0.003,2.494
21,70,98,0.003,3.201
21,70,105,0.003,2.079
21,70,112,0.002,4.453
21,70,119,0.003,5.151
21,70,126,0.002,6.903
21,70,133,0.003,7.81
21,70,140,0.002,4.785
21,70,147,0.004,4.107
21,70,154,0.002,3.73
21,70,161,0.003,4.178
21,70,168,0.003,2.589
21,70,175,0.003,4.008
21,77,0,0.002,3.54
21,77,7,0.004,0.825
21,77,14,0.001,4.932
21,77,21,0.003,6.072
21,77,28,0.003,6.663
21,77,35,0.002,1.925
21,77,42,0.002,10.205
21,77,49,0.002,9.171
21,77,56,0.002,2.649
21,77,63,0.002,15.315
21,77,70,0.003,3.092
21,77,77,0.003,6.628
21,77,84,0.003,7.058
21,77,91,0.003,2.408
21,77,98,0.001,3.772
21,77,105,0.004,13.468
21,77,112,0.003,2.778
21,77,119,0.004,10.527
21,77,126,0.003,2.549
21,77,133,0.002,2.76
21,77,140,0.004,3.824
21,77,147,0.003,4.207
21,77,154,0.002,1.756
21,77,161,0.004,4.531
21,77,168,0.004,1.851
21,77,175,0.002,4.034
21,84,0,0.003,7.145
21,84,7,0.007,0.854
21,84,14,0.004,9.395
21,84,21,0.012,4.779
21,84,28,0.003,8.293
21,84,35,0.002,6.344
21,84,42,0.015,3.591
21,84,49,0.004,8.635
21,84,56,0.004,11.489
21,84,63,0.003,8.567
21,84,70,0.009,3.844
21,84,77,0.003,8.335
21,84,84,0.006,6.644
21,84,91,0.005,1.373
21,84,98,0.003,6.877
21,84,105,0.002,6.766
21,84,112,0.003,6.123
21,84,119,0.004,6.855
21,84,126,0.002,9.526
21,84,133,0.015,10.051
21,84,140,0.004,3.426
21,84,147,0.002,6.36
21,84,154,0.007,5.029
21,84,161,0.004,8.247
21,84,168,0.004,11.636
21,84,175,0.005,2.753
28,0,0,0.0,13.508
28,0,7,0.0,10.006
28,0,14,0.0,5.183
28,0,21,0.226,8.517
28,0,28,0.203,3.635
28,0,35,0.141,6.152
28,0,42,0.0,10.057
28,0,49,0.0,13.068
28,0,56,0.0,0.896
28,0,63,0.213,15.451
28,0,70,0.0,3.889
28,0,77,0.247,14.412
28,0,84,0.0,13.54
28,0,91,0.134,5.542
28,0,98,0.0,13.696
28,0,105,0.0,10.225
28,0,112,0.277,9.354
28,0,119,0.286,4.381
28,0,126,0.225,12.575
28,0,133,0.115,11.269
28,0,140,0.233,10.643
28,0,147,0.0,9.421
28,0,154,0.284,9.849
28,0,161,0.0,12.919
28,0,168,0.0,11.783
28,0,175,0.0,0.359
28,7,0,0.003,10.847
28,7,7,0.002,11.003
28,7,14,0.022,5.414
28,7,21,0.348,5.634
28,7,28,0.006,8.173
28,7,35,0.001,7.067
28,7,42,0.002,5.584
28,7,49,0.246,7.005
28,7,56,0.025,3.599
28,7,63,0.045,13.534
28,7,70,0.009,10.398
28,7,77,0.005,9.94
28,7,84,0.014,4.275
28,7,91,0.003,11.065
28,7,98,0.532,8.622
28,7,105,0.009,8.153
28,7,112,0.01,6.467
28,7,119,0.004,7.038
28,7,126,0.009,2.766
28,7,133,0.002,7.002
28,7,140,0.006,7.006
28,7,147,0.405,6.068
28,7,154,0.028,6.115
28,7,161,0.004,5.793
28,7,168,0.013,14.75
28,7,175,0.013,4.195
28,14,0,0.001,3.68
28,14,7,0.002,12.471
28,14,14,0.002,5.048
28,14,21,0.01,7.221
28,14,28,0.002,5.601
28,14,35,0.007,2.2
28,14,42,0.006,3.529
28,14,49,0.004,11.66
28,14,56,0.001,4.04
28,14,63,0.005,5.248
28,14,70,0.004,5.579
28,14,77,0.001,4.939
28,14,84,0.001,4.076
28,14,91,0.001,4.273
28,14,98,0.001,7.245
28,14,105,0.001,8.625
28,14,112,0.008,6.932
28,14,119,0.006,2.433
28,14,126,0.007,6.558
28,14,133,0.001,2.422
28,14,140,0.001,14.036
28,14,147,0.001,6.928
28,14,154,0.002,5.743
28,14,161,0.001,10.077
28,14,168,0.001,6.452
28,14,175,0.001,6.332
28,21,0,0.004,4.796
28,21,7,0.002,9.667
28,21,14,0.002,5.522
28,21,21,0.002,4.984
28,21,28,0.001,7.001
28,21,35,0.009,5.29
28,21,42,0.001,3.025
28,21,49,0.004,6.416
28,21,56,0.003,5.34
28,21,63,0.002,5.393
28,21,70,0.007,8.658
28,21,77,0.006,3.097
28,21,84,0.009,4.388
28,21,91,0.003,1.57
28,21,98,0.011,7.622
28,21,105,0.003,0.939
28,21,112,0.002,2.956
28,21,119,0.001,7.222
28,21,126,0.001,8.595
28,21,133,0.001,2.002
28,21,140,0.003,1.232
28,21,147,0.007,5.694
28,21,154,0.002,5.1
28,21,161,0.004,8.603
28,21,168,0.002,1.673
28,21,175,0.018,4.705
28,28,0,0.003,2.156
28,28,7,0.0,1.791
28,28,14,0.004,2.394
28,28,21,0.001,3.317
28,28,28,0.001,5.226
28,28,35,0.008,1.452
28,28,42,0.001,4.328
28,28,49,0.005,4.193
28,28,56,0.006,5.978
28,28,63,0.001,9.722
28,28,70,0.006,5.695
28,28,77,0.011,4.851
28,28,84,0.001,2.591
28,28,91,0.001,3.553
28,28,98,0.003,1.075
28,28,105,0.005,2.026
28,28,112,0.004,6.83
28,28,119,0.004,4.411
28,28,126,0.002,2.888
28,28,133,0.002,2.449
28,28,140,0.003,1.373
28,28,147,0.01,1.464
28,28,154,0.001,5.045
28,28,161,0.004,3.792
28,28,168,0.008,1.939
28,28,175,0.001,3.453
28,35,0,0.004,4.261
28,35,7,0.007,4.473
28,35,14,0.004,6.013
28,35,21,0.004,1.875
28,35,28,0.001,3.687
28,35,35,0.002,1.075
28,35,42,0.004,6.796
28,35,49,0.001,0.69
28,35,56,0.003,3.268
28,35,63,0.001,1.893
28,35,70,0.007,1.226
28,35,77,0.004,15.964
28,35,84,0.005,3.234
28,35,91,0.002,3.564
28,35,98,0.006,1.965
28,35,105,0.005,3.13
28,35,112,0.005,3.173
28,35,119,0.006,1.176
28,35,126,0.006,6.345
28,35,133,0.001,3.791
28,35,140,0.004,3.015
28,35,147,0.001,3.128
28,35,154,0.003,3.906
28,35,161,0.002,2.332
28,35,168,0.004,1.538
28,35,175,0.006,3.233
28,42,0,0.003,1.078
28,42,7,0.006,2.101
28,42,14,0.002,5.565
28,42,21,0.005,2.69
28,42,28,0.005,3.353
28,42,35,0.003,2.76
28,42,42,0.005,2.585
28,42,49,0.005,3.055
28,42,56,0.004,3.177
28,42,63,0.004,5.343
28,42,70,0.005,2.993
28,42,77,0.005,3.116
28,42,84,0.004,7.217
28,42,91,0.006,3.869
28,42,98,0.005,2.171
28,42,105,0.002,1.826
28,42,112,0.004,3.268
28,42,119,0.003,1.971
28,42,126,0.001,5.385
28,42,133,0.004,0.426
28,42,140,0.002,1.702
28,42,147,0.005,1.345
28,42,154,0.005,5.737
28,42,161,0.001,5.515
28,42,168,0.006,5.83
28,42,175,0.001,0.691
28,49,0,0.004,1.915
28,49,7,0.003,0.691
28,49,14,0.003,2.701
28,49,21,0.002,1.215
28,49,28,0.002,2.916
28,49,35,0.005,0.759
28,49,42,0.001,3.495
28,49,49,0.004,1.84
28,49,56,0.003,2.323
28,49,63,0.004,1.833
28,49,70,0.005,1.786
28,49,77,0.005,2.574
28,49,84,0.003,1.882
28,49,91,0.005,1.134
28,49,98,0.005,3.053
28,49,105,0.002,2.828
28,49,112,0.003,4.278
28,49,119,0.005,2.68
28,49,126,0.003,1.722
28,49,133,0.002,5.006
28,49,140,0.004,2.385
28,49,147,0.004,0.865
28,49,154,0.001,2.057
28,49,161,0.003,3.299
28,49,168,0.005,2.662
28,49,175,0.001,1.004
28,56,0,0.004,1.867
28,56,7,0.003,4.836
28,56,14,0.005,6.525
28,56,21,0.004,3.764
28,56,28,0.004,3.383
28,56,35,0.002,1.741
28,56,42,0.003,2.659
28,56,49,0.003,3.235
28,56,56,0.004,4.038
28,56,63,0.003,2.105
28,56,70,0.004,2.222
28,56,77,0.004,2.01
28,56,84,0.003,7.61
28,56,91,0.004,1.402
28,56,98,0.001,2.818
28,56,105,0.003,1.816
28,56,112,0.003,3.508
28,56,119,0.004,2.276
28,56,126,0.003,4.963
28,56,133,0.004,1.599
28,56,140,0.005,2.647
28,56,147,0.004,3.681
28,56,154,0.003,2.877
28,56,161,0.004,6.339
28,56,168,0.004,4.707
28,56,175,0.003,1.925
28,63,0,0.004,2.063
28,63,7,0.003,5.689
28,63,14,0.004,2.774
28,63,21,0.002,2.972
28,63,28,0.003,2.769
28,63,35,0.003,2.963
28,63,42,0.002,3.879
28,63,49,0.004,5.174
28,63,56,0.002,4.057
28,63,63,0.002,4.877
28,63,70,0.004,4.562
28,63,77,0.003,2.272
28,63,84,0.002,3.115
28,63,91,0.004,2.439
28,63,98,0.004,3.069
28,63,105,0.002,4.032
28,63,112,0.003,2.795
28,63,119,0.002,2.655
28,63,126,0.003,1.28
28,63,133,0.003,0.614
28,63,140,0.003,0.278
28,63,147,0.003,2.31
28,63,154,0.003,1.624
28,63,161,0.003,2.779
28,63,168,0.001,1.764
28,63,175,0.002,2.074
28,70,0,0.004,1.785
28,70,7,0.003,1.802
28,70,14,0.002,3.34
28,70,21,0.003,2.781
28,70,28,0.002,1.872
28,70,35,0.002,6.252
28,70,42,0.003,7.226
28,70,49,0.004,7.403
28,70,56,0.002,4.248
28,70,63,0.003,2.528
28,70,70,0.001,1.938
28,70,77,0.004,5.006
28,70,84,0.002,6.212
28,70,91,0.004,2.361
28,70,98,0.003,3.393
28,70,105,0.003,3.108
28,70,112,0.002,5.577
28,70,119,0.003,2.841
28,70,126,0.003,4.109
28,70,133,0.003,2.644
28,70,140,0.004,2.138
28,70,147,0.002,1.881
28,70,154,0.003,3.75
28,70,161,0.002,1.206
28,70,168,0.003,1.897
28,70,175,0.003,6.257
28,77,0,0.004,5.662
28,77,7,0.002,3.594
28,77,14,0.005,18.705
28,77,21,0.004,5.187
28,77,28,0.003,6.392
28,77,35,0.003,2.197
28,77,42,0.003,6.668
28,77,49,0.002,19.076
28,77,56,0.004,1.945
28,77,63,0.003,5.178
28,77,70,0.003,1.611
28,77,77,0.004,6.5
28,77,84,0.002,5.264
28,77,91,0.003,1.795
28,77,98,0.005,6.883
28,77,105,0.002,1.549
28,77,112,0.003,2.053
28,77,119,0.003,4.038
28,77,126,0.002,2.637
28,77,133,0.003,3.392
28,77,140,0.003,2.974
28,77,147,0.002,18.98
28,77,154,0.003,5.792
28,77,161,0.003,8.198
28,77,168,0.003,4.908
28,77,175,0.003,4.151
28,84,0,0.006,0.676
28,84,7,0.006,1.885
28,84,14,0.008,5.867
28,84,21,0.006,8.629
28,84,28,0.003,3.062
28,84,35,0.003,11.771
28,84,42,0.012,4.878
28,84,49,0.002,2.821
28,84,56,0.003,4.894
28,84,63,0.004,12.301
28,84,70,0.005,7.48
28,84,77,0.004,10.497
28,84,84,0.003,8.358
28,84,91,0.003,12.08
28,84,98,0.005,5.812
28,84,105,0.009,7.711
28,84,112,0.005,8.724
28,84,119,0.005,11.016
28,84,126,0.009,11.143
28,84,133,0.008,3.335
28,84,140,0.003,1.92
28,84,147,0.008,4.763
28,84,154,0.009,4.928
28,84,161,0.004,5.291
28,84,168,0.005,3.739
28,84,175,0.004,10.965
35,0,0,0.0,10.237
35,0,7,0.273,4.798
35,0,14,0.028,7.86
35,0,21,0.258,11.551
35,0,28,0.0,11.161
35,0,35,0.0,1.425
35,0,42,0.0,4.475
35,0,49,0.0,10.656
35,0,56,0.274,12.248
35,0,63,0.0,12.821
35,0,70,0.285,0.928
35,0,77,0.337,10.004
35,0,84,0.25,0.151
35,0,91,0.0,12.51
35,0,98,0.281,7.633
35,0,105,0.335,4.633
35,0,112,0.328,8.363
35,0,119,0.0,0.152
35,0,126,0.0,16.661
35,0,133,0.0,0.422
35,0,140,0.203,16.596
35,0,147,0.0,19.983
35,0,154,0.0,5.801
35,0,161,0.101,3.856
35,0,168,0.268,6.633
35,0,175,0.117,13.534
35,7,0,0.002,7.501
35,7,7,0.008,7.182
35,7,14,0.148,4.965
35,7,21,0.01,9.612
35,7,28,0.008,4.644
35,7,35,0.003,9.891
35,7,42,0.001,4.187
35,7,49,0.086,7.018
35,7,56,0.007,8.716
35,7,63,0.005,7.987
35,7,70,0.003,12.448
35,7,77,0.044,4.967
35,7,84,2.206,7.001
35,7,91,0.003,7.001
35,7,98,0.001,7.002
35,7,105,0.012,11.869
35,7,112,0.019,7.018
35,7,119,0.002,5.897
35,7,126,0.03,2.715
35,7,133,0.11,10.762
35,7,140,0.011,5.753
35,7,147,0.002,12.363
35,7,154,0.001,6.391
35,7,161,0.007,7.599
35,7,168,0.139,7.586
35,7,175,0.002,6.041
35,14,0,0.003,2.631
35,14,7,0.003,5.53
35,14,14,0.001,7.663
35,14,21,0.014,8.268
35,14,28,0.004,8.195
35,14,35,0.004,7.929
35,14,42,0.003,8.775
35,14,49,0.004,14.067
35,14,56,0.001,2.855
35,14,63,0.002,5.476
35,14,70,0.013,10.197
35,14,77,0.001,6.912
35,14,84,0.002,10.479
35,14,91,0.004,3.331
35,14,98,0.003,6.304
35,14,105,0.001,8.396
35,14,112,0.011,6.057
35,14,119,0.001,5.919
35,14,126,0.006,7.616
35,14,133,0.002,14.015
35,14,140,0.001,2.477
35,14,147,0.002,7.24
35,14,154,0.005,7.94
35,14,161,0.001,6.961
35,14,168,0.001,10.226
35,14,175,0.002,9.517
35,21,0,0.0,17.021
35,21,7,0.001,3.332
35,21,14,0.003,11.193
35,21,21,0.005,3.188
35,21,28,0.001,1.85
35,21,35,0.007,1.435
35,21,42,0.006,3.054
35,21,49,0.001,9.169
35,21,56,0.001,3.841
35,21,63,0.001,7.442
35,21,70,0.001,6.254
35,21,77,0.001,4.101
35,21,84,0.007,4.537
35,21,91,0.01,5.036
35,21,98,0.008,9.599
35,21,105,0.006,2.073
35,21,112,0.005,1.22
35,21,119,0.002,6.039
35,21,126,0.001,1.064
35,21,133,0.006,5.595
35,21,140,0.006,5.244
35,21,147,0.003,4.024
35,21,154,0.001,2.806
35,21,161,0.002,7.92
35,21,168,0.002,3.302
35,21,175,0.001,9.881
35,28,0,0.001,3.887
35,28,7,0.005,2.553
35,28,14,0.006,6.242
35,28,21,0.004,1.211
35,28,28,0.003,5.019
35,28,35,0.002,12.598
35,28,42,0.005,6.792
35,28,49,0.001,2.699
35,28,56,0.002,4.011
35,28,63,0.001,7.316
35,28,70,0.001,1.706
35,28,77,0.004,2.696
35,28,84,0.004,7.763
35,28,91,0.0,3.413
35,28,98,0.005,5.042
35,28,105,0.008,5.026
35,28,112,0.001,5.449
35,28,119,0.008,1.567
35,28,126,0.002,12.214
35,28,133,0.002,1.685
35,28,140,0.001,6.348
35,28,147,0.007,2.098
35,28,154,0.003,1.45
35,28,161,0.003,2.593
35,28,168,0.006,8.379
35,28,175,0.003,8.148
35,35,0,0.001,4.141
35,35,7,0.002,1.909
35,35,14,0.002,3.108
35,35,21,0.006,5.739
35,35,28,0.005,5.54
35,35,35,0.004,2.298
35,35,42,0.006,2.027
35,35,49,0.003,2.974
35,35,56,0.003,0.941
35,35,63,0.004,0.798
35,35,70,0.003,4.69
35,35,77,0.007,3.992
35,35,84,0.004,4.687
35,35,91,0.005,9.595
35,35,98,0.004,2.808
35,35,105,0.001,2.443
35,35,112,0.005,7.071
35,35,119,0.003,2.785
35,35,126,0.002,2.411
35,35,133,0.005,2.958
35,35,140,0.006,1.496
35,35,147,0.001,2.184
35,35,154,0.005,2.028
35,35,161,0.002,3.467
35,35,168,0.001,3.436
35,35,175,0.003,1.436
35,42,0,0.002,2.461
35,42,7,0.005,2.712
35,42,14,0.003,3.306
35,42,21,0.001,1.251
35,42,28,0.003,5.132
35,42,35,0.002,6.348
35,42,42,0.004,0.636
35,42,49,0.004,4.287
35,42,56,0.002,2.682
35,42,63,0.005,3.888
35,42,70,0.003,9.86
35,42,77,0.004,3.441
35,42,84,0.005,1.193
35,42,91,0.003,2.753
35,42,98,0.005,4.621
35,42,105,0.006,4.539
35,42,112,0.004,5.099
35,42,119,0.003,1.861
35,42,126,0.003,1.534
35,42,133,0.002,3.375
35,42,140,0.004,2.658
35,42,147,0.001,3.287
35,42,154,0.003,3.378
35,42,161,0.005,0.676
35,42,168,0.003,2.686
35,42,175,0.004,2.154
35,49,0,0.001,2.464
35,49,7,0.005,1.444
35,49,14,0.004,1.27
35,49,21,0.005,2.272
35,49,28,0.004,1.008
35,49,35,0.004,1.734
35,49,42,0.003,1.051
35,49,49,0.004,3.211
35,49,56,0.003,1.191
35,49,63,0.004,2.628
35,49,70,0.003,0.495
35,49,77,0.004,5.0
35,49,84,0.004,3.226
35,49,91,0.001,1.994
35,49,98,0.004,3.905
35,49,105,0.004,2.586
35,49,112,0.003,5.718
35,49,119,0.004,3.785
35,49,126,0.003,2.832
35,49,133,0.005,3.955
35,49,140,0.004,3.795
35,49,147,0.003,3.223
35,49,154,0.004,2.552
35,49,161,0.004,1.82
35,49,168,0.004,2.58
35,49,175,0.003,1.415
35,56,0,0.004,2.13
35,56,7,0.004,1.405
35,56,14,0.003,2.86
35,56,21,0.003,2.513
35,56,28,0.004,1.758
35,56,35,0.004,4.064
35,56,42,0.004,4.283
35,56,49,0.004,5.503
35,56,56,0.003,4.75
35,56,63,0.003,6.132
35,56,70,0.004,3.757
35,56,77,0.004,3.799
35,56,84,0.003,2.761
35,56,91,0.004,3.049
35,56,98,0.004,2.889
35,56,105,0.004,2.975
35,56,112,0.004,0.738
35,56,119,0.003,1.174
35,56,126,0.003,4.816
35,56,133,0.004,1.493
35,56,140,0.002,2.555
35,56,147,0.003,1.359
35,56,154,0.004,7.113
35,56,161,0.004,5.656
35,56,168,0.003,4.504
35,56,175,0.002,3.868
35,63,0,0.003,2.815
35,63,7,0.003,3.684
35,63,14,0.003,1.552
35,63,21,0.003,4.648
35,63,28,0.002,1.703
35,63,35,0.003,4.418
35,63,42,0.003,1.999
35,63,49,0.003,3.874
35,63,56,0.003,4.062
35,63,63,0.003,2.793
35,63,70,0.002,1.666
35,63,77,0.002,3.061
35,63,84,0.003,4.516
35,63,91,0.002,4.765
35,63,98,0.003,1.675
35,63,105,0.003,2.315
35,63,112,0.004,5.135
35,63,119,0.003,1.186
35,63,126,0.003,2.999
35,63,133,0.003,2.045
35,63,140,0.004,3.489
35,63,147,0.003,7.275
35,63,154,0.004,0.946
35,63,161,0.003,1.559
35,63,168,0.003,7.029
35,63,175,0.004,3.642
35,70,0,0.002,2.808
35,70,7,0.003,4.964
35,70,14,0.003,6.141
35,70,21,0.004,3.996
35,70,28,0.004,3.744
35,70,35,0.003,3.834
35,70,42,0.003,3.223
35,70,49,0.003,1.329
35,70,56,0.003,1.909
35,70,63,0.003,4.438
35,70,70,0.003,2.041
35,70,77,0.003,3.676
35,70,84,0.003,2.918
35,70,91,0.003,1.774
35,70,98,0.003,2.448
35,70,105,0.003,2.88
35,70,112,0.004,4.374
35,70,119,0.003,3.183
35,70,126,0.003,3.987
35,70,133,0.003,3.585
35,70,140,0.002,2.047
35,70,147,0.003,2.682
35,70,154,0.003,2.158
35,70,161,0.003,1.342
35,70,168,0.003,1.832
35,70,175,0.002,3.13
35,77,0,0.002,5.628
35,77,7,0.003,3.64
35,77,14,0.003,3.867
35,77,21,0.004,9.951
35,77,28,0.004,1.806
35,77,35,0.003,7.468
35,77,42,0.003,3.294
35,77,49,0.002,2.145
35,77,56,0.003,3.66
35,77,63,0.003,4.787
35,77,70,0.003,2.544
35,77,77,0.002,4.236
35,77,84,0.003,1.72
35,77,91,0.003,3.594
35,77,98,0.002,1.431
35,77,105,0.003,2.671
35,77,112,0.004,1.225
35,77,119,0.003,16.809
35,77,126,0.003,1.827
35,77,133,0.003,2.802
