Euler1,Euler2,Euler3,misorientation,misor_noise
84,63,28,0.007,5.731
84,63,35,0.014,5.882
84,63,42,0.014,6.62
84,63,49,0.017,6.54
84,63,56,0.013,3.421
84,63,63,0.012,6.266
84,63,70,0.004,6.204
84,63,77,0.016,4.539
84,63,84,0.014,5.664
84,63,91,0.022,6.94
84,63,98,0.015,4.672
84,63,105,0.016,2.819
84,63,112,0.017,6.02
84,63,119,0.01,5.345
84,63,126,0.019,7.681
84,63,133,0.02,3.134
84,63,140,0.016,3.836
84,63,147,0.021,6.527
84,63,154,0.023,6.233
84,63,161,0.017,2.301
84,63,168,0.018,4.67
84,63,175,0.021,3.457
84,70,0,0.014,8.127
84,70,7,0.016,2.91
84,70,14,0.018,1.785
84,70,21,0.016,3.1
84,70,28,0.016,6.147
84,70,35,0.013,5.752
84,70,42,0.014,6.711
84,70,49,0.016,8.245
84,70,56,0.012,6.169
84,70,63,0.014,8.137
84,70,70,0.012,6.712
84,70,77,0.015,5.757
84,70,84,0.012,6.515
84,70,91,0.012,6.439
84,70,98,0.016,3.217
84,70,105,0.011,5.902
84,70,112,0.017,2.552
84,70,119,0.014,3.362
84,70,126,0.014,4.471
84,70,133,0.007,3.473
84,70,140,0.018,4.792
84,70,147,0.012,1.441
84,70,154,0.017,5.669
84,70,161,0.013,6.979
84,70,168,0.017,6.431
84,70,175,0.018,6.3
84,77,0,0.009,2.451
84,77,7,0.009,6.532
84,77,14,0.012,6.803
84,77,21,0.011,6.015
84,77,28,0.013,5.418
84,77,35,0.014,3.508
84,77,42,0.012,6.552
84,77,49,0.01,6.742
84,77,56,0.012,2.554
84,77,63,0.013,5.138
84,77,70,0.013,9.118
84,77,77,0.011,2.954
84,77,84,0.014,4.444
84,77,91,0.015,5.483
84,77,98,0.012,4.469
84,77,105,0.013,2.471
84,77,112,0.014,7.684
84,77,119,0.014,6.01
84,77,126,0.011,9.045
84,77,133,0.011,4.184
84,77,140,0.013,3.421
84,77,147,0.012,5.686
84,77,154,0.009,4.804
84,77,161,0.015,7.42
84,77,168,0.013,5.18
84,77,175,0.009,4.127
84,84,0,0.008,2.128
84,84,7,0.01,11.698
84,84,14,0.008,6.527
84,84,21,0.012,8.86
84,84,28,0.013,6.18
84,84,35,0.013,8.535
84,84,42,0.009,2.604
84,84,49,0.01,1.681
84,84,56,0.012,6.313
84,84,63,0.012,7.094
84,84,70,0.012,7.518
84,84,77,0.014,9.136
84,84,84,0.01,6.065
84,84,91,0.009,7.454
84,84,98,0.011,7.469
84,84,105,0.012,6.073
84,84,112,0.011,7.272
84,84,119,0.008,5.128
84,84,126,0.009,6.44
84,84,133,0.012,3.316
84,84,140,0.01,4.337
84,84,147,0.011,9.681
84,84,154,0.013,7.017
84,84,161,0.009,8.84
84,84,168,0.011,8.646
84,84,175,0.127,8.134
